Fund Holdings as of,"2026/08/21"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
"SGOV","ISHARES 0-3 MONTH TREASURY B CL1","Other","Fixed Income","4,661,007,299.78","88.25","4,661,007,299.78","291,374.00","15,998.41","United States","New York Stock Exchange Inc.","JPY","0.01","USD"
"GSCFT","CASH COLLATERAL USD GSCFT","Cash and/or Derivatives","Cash Collateral and Margins","285,373,968.00","5.40","285,373,968.00","1,795,200.00","15,898.25","United States","-","JPY","0.01","USD"
"BRIUAT0","BLK ICS USD LIQ AGENCY ACC T0","Cash and/or Derivatives","Money Market","195,614,619.30","3.70","195,614,619.30","10,382.00","18,844.29","Ireland","-","JPY","0.01","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","156,399,467.04","2.96","156,399,467.04","983,861.00","15,898.25","United States","-","JPY","0.01","USD"
"MARGIN_USD","FUTURES USD MARGIN BALANCE","Cash and/or Derivatives","Cash Collateral and Margins","8,527,047.92","0.16","8,527,047.92","53,641.00","15,898.25","United States","-","JPY","0.01","USD"
"JPY","JPY CASH","Cash and/or Derivatives","Cash","6,300,945.00","0.12","6,300,945.00","6,300,945.00","100.00","Japan","-","JPY","1.00","JPY"
"INR","INR/USD","Cash and/or Derivatives","Forwards","84,081.58","0.00","84,081.58","-13,871,335.00","158.70","United States","-","JPY","0.60","USD"
"INR","INR/USD","Cash and/or Derivatives","Forwards","76,286.21","0.00","76,286.21","-16,485,152.00","158.70","United States","-","JPY","0.60","USD"
"INR","INR/USD","Cash and/or Derivatives","Forwards","25,592.43","0.00","25,592.43","26,252,987.00","158.70","United States","-","JPY","0.60","USD"
"INR","INR/USD","Cash and/or Derivatives","Forwards","18,225.02","0.00","18,225.02","-5,803,156.00","158.70","United States","-","JPY","0.60","USD"
"JGSU6","IFSC NIFTY 50 SEP 26","Cash and/or Derivatives","Futures","0.00","0.00","5,265,798,286.80","680.00","3,872,337.04","-","INSE","JPY","0.01","USD"
"INR","INR/USD","Cash and/or Derivatives","Forwards","-380.35","0.00","-380.35","-3,720,722.00","158.70","United States","-","JPY","0.60","USD"
"INR","INR/USD","Cash and/or Derivatives","Forwards","-6,733.83","0.00","-6,733.83","-7,355,947.00","158.70","United States","-","JPY","0.60","USD"
"INR","INR/USD","Cash and/or Derivatives","Forwards","-9,786.36","0.00","-9,786.36","-11,624,880.00","158.70","United States","-","JPY","0.60","USD"
"INR","INR/USD","Cash and/or Derivatives","Forwards","-39,682.04","0.00","-39,682.04","7,105,832.00","158.70","United States","-","JPY","0.60","USD"
"INR","INR/USD","Cash and/or Derivatives","Forwards","-42,290.75","0.00","-42,290.75","-25,579,808.00","158.70","United States","-","JPY","0.60","USD"
"INR","INR/USD","Cash and/or Derivatives","Forwards","-96,923.27","0.00","-96,923.27","14,850,243.00","158.70","United States","-","JPY","0.60","USD"
"ETD_USD","ETD USD BALANCE WITH R93538","Cash and/or Derivatives","Cash","-8,526,569.44","-0.16","-8,526,569.44","-53,638.00","15,898.25","United States","-","JPY","0.01","USD"
"INR","INR/USD","Cash and/or Derivatives","Forwards","-23,172,305.04","-0.44","-23,172,305.04","3,216,182,967.00","158.70","United States","-","JPY","0.60","USD"
 
