Fund Holdings as of,"2026/08/21"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
"7203","TOYOTA MOTOR","Consumer Discretionary","Equity","6,082,970,400.00","5.01","6,082,970,400.00","1,942,200.00","3,132.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8306","MITSUBISHI UFJ FINANCIAL GROUP","Financials","Equity","5,758,382,000.00","4.74","5,758,382,000.00","1,641,500.00","3,508.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6857","ADVANTEST","Information Technology","Equity","5,388,590,000.00","4.44","5,388,590,000.00","150,100.00","35,900.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8035","TOKYO ELECTRON","Information Technology","Equity","4,989,251,000.00","4.11","4,989,251,000.00","91,900.00","54,290.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6501","HITACHI","Industrials","Equity","4,709,134,800.00","3.88","4,709,134,800.00","906,300.00","5,196.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6758","SONY GROUP","Consumer Discretionary","Equity","4,531,780,500.00","3.73","4,531,780,500.00","1,197,300.00","3,785.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6098","RECRUIT HOLDINGS LTD","Industrials","Equity","4,316,850,000.00","3.56","4,316,850,000.00","271,500.00","15,900.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9984","SOFTBANK GROUP","Communication","Equity","3,997,478,500.00","3.29","3,997,478,500.00","760,700.00","5,255.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8411","MIZUHO FINANCIAL GROUP","Financials","Equity","3,931,728,000.00","3.24","3,931,728,000.00","484,800.00","8,110.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9983","FAST RETAILING","Consumer Discretionary","Equity","2,874,241,000.00","2.37","2,874,241,000.00","39,100.00","73,510.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8316","SUMITOMO MITSUI FINANCIAL GROUP","Financials","Equity","2,460,074,400.00","2.03","2,460,074,400.00","372,400.00","6,606.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6981","MURATA MANUFACTURING","Information Technology","Equity","2,352,793,800.00","1.94","2,352,793,800.00","331,800.00","7,091.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8058","MITSUBISHI","Industrials","Equity","2,225,854,200.00","1.83","2,225,854,200.00","464,300.00","4,794.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6752","PANASONIC HOLDINGS","Consumer Discretionary","Equity","2,056,403,700.00","1.69","2,056,403,700.00","477,900.00","4,303.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8766","TOKIO MARINE HOLDINGS","Financials","Equity","2,018,955,600.00","1.66","2,018,955,600.00","274,800.00","7,347.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4502","TAKEDA PHARMACEUTICAL","Health Care","Equity","1,879,640,400.00","1.55","1,879,640,400.00","326,100.00","5,764.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8001","ITOCHU","Industrials","Equity","1,772,576,000.00","1.46","1,772,576,000.00","852,200.00","2,080.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6503","MITSUBISHI ELECTRIC","Industrials","Equity","1,637,464,600.00","1.35","1,637,464,600.00","292,300.00","5,602.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5803","FUJIKURA","Industrials","Equity","1,632,048,000.00","1.34","1,632,048,000.00","309,100.00","5,280.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9434","SOFTBANK","Communication","Equity","1,378,110,720.00","1.14","1,378,110,720.00","5,894,400.00","233.80","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9433","KDDI","Communication","Equity","1,313,724,300.00","1.08","1,313,724,300.00","450,600.00","2,915.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6702","FUJITSU","Information Technology","Equity","1,267,714,200.00","1.04","1,267,714,200.00","347,700.00","3,646.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6301","KOMATSU","Industrials","Equity","1,244,853,000.00","1.03","1,244,853,000.00","176,200.00","7,065.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6723","RENESAS ELECTRONICS CORP","Information Technology","Equity","1,217,341,800.00","1.00","1,217,341,800.00","354,600.00","3,433.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8031","MITSUI","Industrials","Equity","1,185,558,000.00","0.98","1,185,558,000.00","242,000.00","4,899.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6701","NEC","Information Technology","Equity","1,171,915,200.00","0.97","1,171,915,200.00","251,700.00","4,656.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6954","FANUC CORP","Industrials","Equity","1,154,495,500.00","0.95","1,154,495,500.00","191,300.00","6,035.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"7182","JAPAN POST BANK LTD","Financials","Equity","1,154,211,300.00","0.95","1,154,211,300.00","366,300.00","3,151.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6367","DAIKIN INDUSTRIES LTD","Industrials","Equity","1,121,940,000.00","0.92","1,121,940,000.00","54,200.00","20,700.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6146","DISCO CORP","Information Technology","Equity","1,098,344,000.00","0.90","1,098,344,000.00","17,900.00","61,360.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8002","MARUBENI","Industrials","Equity","1,062,270,300.00","0.88","1,062,270,300.00","217,100.00","4,893.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4568","DAIICHI SANKYO LTD","Health Care","Equity","990,308,250.00","0.82","990,308,250.00","349,500.00","2,833.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"7267","HONDA MOTOR","Consumer Discretionary","Equity","976,421,000.00","0.80","976,421,000.00","557,000.00","1,753.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4519","CHUGAI PHARMACEUTICAL LTD","Health Care","Equity","964,713,600.00","0.79","964,713,600.00","137,600.00","7,011.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5802","SUMITOMO ELECTRIC INDUSTRIES","Consumer Discretionary","Equity","955,925,800.00","0.79","955,925,800.00","438,800.00","2,178.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"2802","AJINOMOTO","Consumer Staples","Equity","945,379,200.00","0.78","945,379,200.00","175,200.00","5,396.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8604","NOMURA HOLDINGS","Financials","Equity","922,228,000.00","0.76","922,228,000.00","600,800.00","1,535.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4062","IBIDEN LTD","Information Technology","Equity","911,525,000.00","0.75","911,525,000.00","47,500.00","19,190.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5108","BRIDGESTONE","Consumer Discretionary","Equity","900,799,600.00","0.74","900,799,600.00","218,800.00","4,117.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6762","TDK","Information Technology","Equity","885,843,300.00","0.73","885,843,300.00","291,300.00","3,041.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6971","KYOCERA","Information Technology","Equity","865,198,400.00","0.71","865,198,400.00","239,800.00","3,608.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
