No.,銘柄コード （Code）,ISINコード,銘柄 （Name）,Name,株数（※） No. of Shares（※）,評価金額(円） Valuation (yen),純資産比率 % of NAV
53,8194,JP3966600003,ライフコーポレーション,LIFE CORPORATION,2200,5684800,0.0023890510777540273
54,8219,JP3106200003,青山商事,"AOYAMA TRADING CO.,LTD.",7200,5400000,0.002269363182499252
55,3148,JP3269940007,クリエイトＳＤホールディングス,"CREATE SD HOLDINGS CO.,LTD.",1600,5328000.000000001,0.0022391050067325957
56,7611,JP3765180009,ハイデイ日高,HIDAY HIDAKA CORP.,1800,5184000.000000001,0.0021785886551992824
57,2685,JP3856000009,アンドエスティＨＤ,"AND ST HD CO.,LTD.",1500,5070000.000000001,0.002130679876902076
58,7516,JP3283750002,コーナン商事,"KOHNAN SHOJI CO.,LTD.",1200,5034000.000000001,0.002115550789018748
59,2695,JP3268200007,くら寿司,"KURA SUSHI,INC.",3000,5010000.000000001,0.002105464730429862
60,7545,JP3659300002,西松屋チェーン,"NISHIMATSUYA CHAIN CO.,LTD.",2500,4977500,0.002091806526090746
61,8276,JP3834400008,平和堂,"HEIWADO CO.,LTD.",1800,4793400,0.0020144380516651694
62,8173,JP3393000009,Ｊｏｓｈｉｎ,JOSHIN CORPORATION,1200,4734000.000000001,0.001989475056657678
63,3222,JP3949450005,ユナイテッド・スーパーマーケット・ホール,UNITED SUPER MARKETS HOLDINGS INC.,5500,4521000,0.0018999612866813184
64,8160,JP3237000009,木曽路,"KISOJI CO.,LTD.",1700,4182000.0000000005,0.00175749570911331
65,8214,JP3105400000,ＡＯＫＩホールディングス,AOKI HOLDINGS INC.,2400,4132800.0000000005,0.0017368192890060946
66,7630,JP3142150006,壱番屋,"ICHIBANYA CO.,LTD.",4400,4109600,0.0017270694323701715
67,8237,JP3869200000,松屋,"MATSUYA CO.,LTD.",2100,4032000.0000000005,0.0016944578429327751
68,8255,JP3772400002,アクシアル　リテイリング,AXIAL RETAILING INC.,3100,3930800.0000000005,0.0016519282958829744
69,8200,JP3977000003,リンガーハット,"RINGER HUT CO.,LTD.",1600,3745600.0000000005,0.001574097543772074
70,9267,JP3282750003,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,"GENKY DRUGSTORES CO.,LTD.",1000,3735000,0.001569642867895316
71,9900,JP3316200009,サガミホールディングス,SAGAMI HOLDINGS CORPORATION,1800,3735000,0.001569642867895316
72,3091,JP3831550003,ブロンコビリー,"BRONCO BILLY CO.,LTD.",1300,3502200.0000000005,0.0014718080995831263
73,8278,JP3807400001,フジ,"FUJI CO.,LTD.",1700,3449300,0.0014495767454434576
74,9974,JP3835700000,ベルク,"BELC CO.,LTD.",500,3330000,0.001399440629207872
75,8005,JP3913600007,スクロール,SCROLL CORPORATION,1900,3231900.0000000005,0.0013582138647258025
76,9279,JP3264860002,ギフトホールディングス,GIFT HOLDINGS INC.,600,3078000,0.0012935370140245736
77,7513,JP3297380002,コジマ,"KOJIMA CO.,LTD.",2200,3033800.0000000005,0.0012749618561233762
78,9887,JP3869800007,松屋フーズホールディングス,"MATSUYA FOODS HOLDINGS CO.,LTD.",600,3006000.0000000005,0.0012632788382579171
79,2664,JP3226450009,カワチ薬品,CAWACHI LIMITED,900,2992500,0.0012576054303016688
80,3034,JP3266160005,クオールホールディングス,"QOL HOLDINGS CO.,LTD.",1400,2931600.0000000005,0.001232012056632372
81,7421,JP3212400000,カッパ・クリエイト,"KAPPA.CREATE CO.,LTD.",1800,2930400,0.0012315077537029275
82,7606,JP3949400000,ユナイテッドアローズ,UNITED ARROWS LTD.,1200,2912400,0.0012239432097612634
83,9997,JP3835650007,ベルーナ,"BELLUNA CO.,LTD.",2700,2899800,0.0012186480290020984
84,7512,JP3860270002,イオン北海道,AEON HOKKAIDO CORPORATION,3300,2791800.0000000005,0.0011732607653521135
85,2734,JP3310350008,サーラコーポレーション,SALA CORPORATION,2400,2750400,0.0011558623142862857
86,8163,JP3322350004,ＳＲＳホールディングス,"SRS HOLDINGS CO.,LTD.",1900,2724600.0000000005,0.001145019801303234
87,2681,JP3282400005,ゲオホールディングス,GEO HOLDINGS CORPORATION,1300,2717000.0000000005,0.0011418258827500867
88,2678,JP3119920001,アスクル,ASKUL CORPORATION,2100,2650200,0.0011137530196776884
89,3182,JP3174190003,オイシックス,OISIX INC.,1600,2606400,0.0010953459627529724
90,3395,JP3337070001,サンマルクホールディングス,"SAINT MARC HOLDINGS CO.,LTD.",1000,2565000.0000000005,0.001077947511687145
91,3539,JP3389690003,ＪＭホールディングス,"JM HOLDINGS CO.,LTD.",1800,2464200.0000000005,0.0010355860656138256
92,3028,JP3126470008,アルペン,"ALPEN CO.,LTD.",1100,2437600.0000000005,0.0010244073506778108
93,8167,JP3873200004,リテールパートナーズ,"RETAIL PARTNERS CO.,LTD.",1700,2330700,0.0009794823647131495
94,8008,JP3119950008,ヨンドシーホールディングス,YONDOSHI HOLDINGS INC.,1100,2278100,0.0009573770863058418
95,2752,JP3807770007,フジオフードグループ本社,FUJIO FOOD GROUP INC.,2000,2266000,0.0009522920317672788
96,9278,JP3829940000,ブックオフグループホールディングス,BOOKOFF GROUP HOLDINGS LIMITED,800,2252800.0000000005,0.0009467446995433919
97,7593,JP3854700006,ＶＴホールディングス,"VT HOLDINGS CO.,LTD.",4400,2164800.0000000005,0.0009097624847174781
98,9828,JP3282800006,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ,GENKI GLOBAL DINING CONCEPTS CORPORATION,600,2121000,0.0008913554277927618
99,2742,JP3773750009,ハローズ,"HALOWS CO.,LTD.",500,1912500,0.0008037327938018185
100,3196,JP3851950000,ホットランドホールディングス,"HOTLAND HOLDINGS CO.,LTD.",1100,1808400.0000000002,0.0007599845146725274
101,2791,JP3483050005,大黒天物産,"DAIKOKUTENBUSSAN CO.,LTD.",400,1798000.0000000002,0.0007556138892840103
102,7508,JP3172450003,Ｇ－７ホールディングス,G-7 HOLDINGS INC.,1200,1748400.0000000002,0.0007347693682003135
103,3093,JP3637270004,トレジャー・ファクトリー,"TREASURE FACTORY CO.,LTD.",800,1676000.0000000002,0.0007043430914571753
104,3179,JP3359940008,シュッピン,"SYUPPIN CO.,LTD.",1200,1626000.0000000002,0.0006833304693969971
105,9946,JP3905950006,ミニストップ,"MINISTOP CO.,LTD.",800,1499200.0000000002,0.000630042459852385
106,2698,JP3244550004,キャンドゥ,"CAN DO CO.,LTD.",400,1442000.0000000002,0.0006060040202155411
107,2792,JP3770080004,ハニーズホールディングス,"HONEYS HOLDINGS CO.,LTD.",1000,1433000.0000000002,0.000602221748244709
108,8281,JP3428800001,ゼビオホールディングス,"XEBIO HOLDINGS CO.,LTD.",1300,1424800.0000000002,0.0005987756782268398
109,3193,JP3635900008,エターナルホスピタリティグループ,"ETERNAL HOSPITALITY GROUP CO.,LTD.",1000,1378000,0.0005791078639785129
