Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
IVV,ISHARES CORE S&P ETF TRUST,Financials,Equity,"190,364,785,676.63",99.69,"190,364,785,676.63","1,556,624.00","122,306.84",United States,NYSE Arca,JPY,0.01,USD
JPY,JPY CASH,Cash and/or Derivatives,Cash,"410,914,099.00",0.22,"410,914,099.00","410,914,099.00",100.00,Japan,-,JPY,1.00,JPY
USD,USD CASH,Cash and/or Derivatives,Cash,"176,817,333.83",0.09,"176,817,333.83","1,112,304.00","15,898.25",United States,-,JPY,0.01,USD
USD,USD/JPY,Cash and/or Derivatives,FX,"124,418.47",0.00,"124,418.47","-986,274.00",1.00,Japan,-,JPY,0.01,JPY
MARGIN_USD,FUTURES USD MARGIN BALANCE,Cash and/or Derivatives,Cash Collateral and Margins,"103,826.40",0.00,"103,826.40",653.00,"15,898.25",United States,-,JPY,0.01,USD
ETD_USD,ETD USD BALANCE WITH R93538,Cash and/or Derivatives,Cash,"-103,823.22",0.00,"-103,823.22",-653.00,"15,898.25",United States,-,JPY,0.01,USD
 ,,,,,,,,,,,,,
Fund Holdings as of,2026/08/21,,,,,,,,,,,,
 ,,,,,,,,,,,,,
