No.,銘柄コード （Code）,ISINコード,銘柄 （Name）,Name,株数（※） No. of Shares（※）,評価金額(円） Valuation (yen),純資産比率 % of NAV
74,1803,JP3358800005,清水建設,SHIMIZU CORPORATION,2300,5472850.000000001,0.0025817115454390806
75,4689,JP3933800009,ＬＩＮＥヤフー,LY CORPORATION,12000,5361600,0.0025292315013249354
76,2801,JP3240400006,キッコーマン,KIKKOMAN CORPORATION,3200,5272000,0.002486964427593453
77,9042,JP3774200004,阪急阪神ホールディングス,"HANKYU HANSHIN HOLDINGS,INC.",1100,5186500,0.0024466314498697733
78,8113,JP3951600000,ユニ・チャーム,UNICHARM CORPORATION,5000,5032500,0.0023739849168937887
79,5411,JP3386030005,ＪＦＥホールディングス,"JFE HOLDINGS,INC.",2700,4907250,0.0023149006425090997
80,1878,JP3486800000,大東建託,"DAITO TRUST CONSTRUCTION CO.,LTD.",1300,4379700.000000001,0.0020660390939929913
81,3003,JP3360800001,ヒューリック,"HULIC CO.,LTD.",2100,3692850.0000000005,0.0017420308396127627
82,9024,JP3417200007,西武ホールディングス,SEIBU HOLDINGS INC.,900,3205800,0.0015122743858078703
83,2587,JP3336560002,サントリービバレッジ＆フード,SUNTORY BEVERAGE & FOOD LIMITED,600,2760000,0.0013019768247644027
84,9202,JP3429800000,ＡＮＡホールディングス,ANA HOLDINGS INC.,800,2492800,0.001175930372743733
85,-,-,ミニＴＯＰＩＸ先物　２６０９,mini-TOPIX Futures 2609,8,31892000.000000004,0.015044436556299397
,,,,,,,
,,,合計（Total）,,,2117754090,0.9990096904818939
,,,,,,,
,,,純資産総額,Total Net Assets of the Fund (NAV),,2119853401,1
,,,,,,,
※先物が組入れられている場合は、枚数です。,,,,,,,
※Please note: it refers to the number of contracts in case of futures.,,,,,,,
2643,NEXT FUNDS MSCIジャパンカントリー指数（セレクト）連動型上場投信　（NEXT FUNDS MSCI Japan Country Selection Index Exchange Traded Fund）,,,,,,
,"2026年7月31日現在　（as of July 31, 2026）",,,ISINコード：,JP3049350006,,
