Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
QTOP,ISHARES NASDAQ TOP 30 STOCKS CL1,Other,Equity,"4,916,441,699.02",99.93,"4,916,441,699.02","835,146.00","5,887.30",United States,NASDAQ,JPY,0.01,USD
JPY,JPY CASH,Cash and/or Derivatives,Cash,"2,948,379.00",0.06,"2,948,379.00","2,948,379.00",100.00,Japan,-,JPY,1.00,JPY
USD,USD CASH,Cash and/or Derivatives,Cash,"446,633.32",0.01,"446,633.32","2,814.00","15,873.02",United States,-,JPY,0.01,USD
 ,,,,,,,,,,,,,
Fund Holdings as of,2026/08/20,,,,,,,,,,,,
 ,,,,,,,,,,,,,
