Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
,GLOBAL X NASD 100 COV CALL,US37954Y4834,XNAS,USD,17052363,18.23
,nan,CASHUSDJPY01,,USD,121281.11,0.006283775
ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date,,
2865,Global X Nasdaq 100 Covered Call ETF,5371640.0,38930000,20260824,,
,,,,,,
