No.,銘柄コード （Code）,ISINコード,銘柄 （Name）,Name,株数（※） No. of Shares（※）,評価金額(円） Valuation (yen),純資産比率 % of NAV
51,5108,JP3830800003,ブリヂストン,BRIDGESTONE CORPORATION,711200,2819908000.0000005,0.012658195038737111
52,1878,JP3486800000,大東建託,"DAITO TRUST CONSTRUCTION CO.,LTD.",833400,2807724600,0.012603505363245941
53,5406,JP3289800009,神戸製鋼所,"KOBE STEEL,LTD.",1351200,2806442400.0000005,0.012597749736580581
54,3861,JP3174410005,王子ホールディングス,OJI HOLDINGS CORPORATION,3130400,2754125920.0000005,0.01236290795891259
55,1802,JP3190000004,大林組,OBAYASHI CORPORATION,868200,2746984800.0000005,0.0123308524132157
56,4523,JP3160400002,エーザイ,"EISAI CO.,LTD.",559900,2703197200.0000005,0.012134295652825571
57,7267,JP3854600008,本田技研工業,"HONDA MOTOR CO.,LTD.",1627500,2645501250,0.011875306143931938
58,3003,JP3360800001,ヒューリック,"HULIC CO.,LTD.",1504100,2644959850.0000005,0.011872875870747859
59,7261,JP3868400007,マツダ,MAZDA MOTOR CORPORATION,2243800,2639830700.0000005,0.011849851792982579
60,5401,JP3381000003,日本製鉄,NIPPON STEEL CORPORATION,4021000,2612041600,0.01172511018873486
61,5411,JP3386030005,ＪＦＥホールディングス,"JFE HOLDINGS,INC.",1365900,2482523250,0.0111437194003136
62,9434,JP3732000009,ソフトバンク,SOFTBANK CORP.,11082600,2475852840,0.011113776809715488
63,9432,JP3735400008,ＮＴＴ,"NTT,INC.",16243200,2475463680.0000005,0.011112029921809475
64,3289,JP3569200003,東急不動産ホールディングス,TOKYU FUDOSAN HOLDINGS CORPORATION,1847000,2468515500.0000005,0.011080840458321924
65,7751,JP3242800005,キヤノン,CANON INC.,552800,2447798400,0.010987844129208696
66,7203,JP3633400001,トヨタ自動車,TOYOTA MOTOR CORPORATION,785400,2408821800.0000005,0.010812883313200928
67,5938,JP3626800001,ＬＩＸＩＬ,LIXIL CORPORATION,1373100,2382328500.0000005,0.010693958384224602
68,1925,JP3505000004,大和ハウス工業,"DAIWA HOUSE INDUSTRY CO.,LTD.",454100,2124279800.0000002,0.009535611809055282
69,7270,JP3814800003,ＳＵＢＡＲＵ,SUBARU CORPORATION,729300,1980414150,0.008889817883482287
70,6417,JP3326410002,ＳＡＮＫＹＯ,"SANKYO CO.,LTD.",935400,1734231600.0000002,0.007784736890402496
,,,,,,,
,,,合計（Total）,,,222384513690,0.9982547472764087
,,,,,,,
,,,純資産総額,Total Net Assets of the Fund (NAV),,222773309415,1
,,,,,,,
※先物が組入れられている場合は、枚数です。,,,,,,,
※Please note: it refers to the number of contracts in case of futures.,,,,,,,
1577,NEXT FUNDS 野村日本株高配当70連動型上場投信　（NEXT FUNDS Nomura Japan Equity High Dividend 70 Exchange Traded Fund）,,,,,,
,"2026年7月31日現在　（as of July 31, 2026）",,,ISINコード：,JP3047560002,,
