Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
,GLOBAL X GOLD BULLION ETF,AU0000328262,XASX,AUD,396415,62.81
,nan,CASHAUDJPY01,,AUD,31908.12,0.008821453
,2026-09-04,FORWARD,,USD,-700000.0,0.006290776
,2026-09-04,FORWARD,,USD,-16420000.0,0.006290776
,2026-09-04,FORWARD,,USD,-990000.0,0.006290776
ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date,,
424A,Global X Gold ETF (JPY Hedged),26687180.0,8340000,20260824,,
,,,,,,
