Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
,GLOBAL X URANIUM ETF,US37954Y8710,XNYS,USD,263443,43.835
,nan,CASHUSDJPY01,,USD,8673.02,0.006283775
ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date,,
224A,Global X Uranium ETF,23682.0,1150000,20260824,,
,,,,,,
