No.,銘柄コード （Code）,ISINコード,銘柄 （Name）,Name,株数（※） No. of Shares（※）,評価金額(円） Valuation (yen),純資産比率 % of NAV
1,6857,JP3122400009,アドバンテスト,ADVANTEST CORPORATION,1748100,56813250000.00001,0.024415862200255878
2,8411,JP3885780001,みずほフィナンシャルグループ,"MIZUHO FINANCIAL GROUP,INC.",6405300,52312085100.00001,0.022481457427794727
3,8035,JP3571400005,東京エレクトロン,TOKYO ELECTRON LIMITED,880700,48878850000.00001,0.021006002404491506
4,8316,JP3890350006,三井住友フィナンシャルグループ,"SUMITOMO MITSUI FINANCIAL GROUP,INC.",7136100,48625385400.00001,0.02089707435080257
5,9984,JP3436100006,ソフトバンクグループ,SOFTBANK GROUP CORP.,9077300,47746598000.00001,0.020519409773230943
6,8306,JP3902900004,三菱ＵＦＪフィナンシャル・グループ,"MITSUBISHI UFJ FINANCIAL GROUP,INC.",12182000,43501922000.00001,0.018695232766973893
7,6981,JP3914400001,村田製作所,"MURATA MANUFACTURING CO.,LTD.",5540100,41085381600,0.017656708876723794
8,8031,JP3893600001,三井物産,"MITSUI & CO.,LTD.",8218700,40575721900.00001,0.017437679319283875
9,8058,JP3898400001,三菱商事,MITSUBISHI CORPORATION,8449700,40355767200,0.01734315236218322
10,6503,JP3902400005,三菱電機,MITSUBISHI ELECTRIC CORPORATION,6422800,37971593600,0.016318538313891878
11,8766,JP3910660004,東京海上ホールディングス,"TOKIO MARINE HOLDINGS,INC.",4328800,35123883200.00001,0.015094716323200705
12,6861,JP3236200006,キーエンス,KEYENCE CORPORATION,424700,34464405000,0.014811301294923447
13,6098,JP3970300004,リクルートホールディングス,"RECRUIT HOLDINGS CO.,LTD.",2709700,34006735000.000008,0.014614614647826318
14,8001,JP3143600009,伊藤忠商事,ITOCHU CORPORATION,16254800,32737167200.000004,0.014069009662040747
15,9983,JP3802300008,ファーストリテイリング,"FAST RETAILING CO.,LTD.",414500,32409755000,0.013928302148249815
16,6501,JP3788600009,日立製作所,"HITACHI,LTD.",5784500,30466961500.000004,0.013093374057011367
17,4063,JP3371200001,信越化学工業,"SHIN-ETSU CHEMICAL CO.,LTD.",5147600,29856080000.000004,0.012830843775348452
