Ticker,Name,Fee,Bought,ROA,Net Margin,Operating Margin,Debt To Equity,Earnings Growth,Vol 1D,Vol 3D,Vol 5D,Vol 30D,Dividend yield,Avg Volume,Market cap,PE ratio,Forward PE ratio,PB,Price 1D,Price 3D,Price 5D,Price 7D,Price 30D,Target high %,Target low %,Target mean %,Current price,Avg Rating 1D,Avg Rating 7D,Avg Rating Score,Avg Rating Label,Growth,Sector,Note
1911,"Sumitomo Forestry Co., Ltd.",,,0.03644,0.031229999,0.06561,0.75836,0.41,-0.845023178774504,-0.234102661431336,-0.225688882042126,-0.226479079688456,0.0377,4477182965,805399560192,7.544514,2.0973046,0.6483897,-0.0109186746987952,-0.0281169071402146,-0.0380812889051629,-0.0226934523809524,0.0263322002548234,0.629234868671488,0.0658545869813476,0.298819946707271,1313.5,3.93,4.02,2.2,Buy,3.59724286114664,Consumer Cyclical,
1925,"Daiwa House Industry Co., Ltd.",,,0.04966,0.06286,0.16343,1.0625,0.426,-0.887473973152767,-0.189180049371021,-0.157128606074279,-0.145151722297199,0.0287,8289231500,2832893476864,8.0721445,9.717236,0.9779583,0.0017520805957074,-0.0140116404397499,-0.00543596434007393,-0.0043535045711798,0.0679430305860378,0.257105378224749,0.00568430257979886,0.106495693047661,4574,2.82,3.31,2.6,Hold,0.830703761851621,Real Estate,
1928,"Sekisui House, Ltd.",,,0.04611,0.06105,0.083739996,0.84768,0.752,-0.764555217310593,-0.128721209393053,0.0261705115450662,-0.067645246218912,0.0415,9340997160,2274019508224,8.842285,9.2937,1.0529517,-0.00170745589072282,-0.0115525500140885,-0.0132208157524613,0,0.0770647835431379,0.240022805017104,-0.0307867730900798,0.0911567274800456,3508,2.28,2.2,2.1,Buy,0.95142784897296,Consumer Cyclical,
1942,"Kandenko Co.,Ltd.",,,0.08389,0.0856,0.10705,0.03467,0.67,-0.863249710958932,-0.37132616687946,-0.242806957520954,-0.398618009713743,0.0217,5273367780,1180948758528,19.021059,34.996464,3.0259855,-0.00901803607214429,-0.000841892574507493,-0.0294406280667321,-0.0348080676642811,0.0229270815376659,0.381867205931918,-0.443882709807887,0.17843899561847,5934,3.53,2.95,2,Buy,0.54351373898803,Industrials,Selloff069
1944,Kinden Corporation,,,0.06501,0.0925,0.1523,0.02267,0.286,-0.905717798704498,-0.198506281903973,-0.148563099744268,-0.217136584161554,0.0189,4219875240,1207789158400,20.929173,36.944054,2.1982167,-0.00703177822853279,0.01759977827051,-0.00649438506291436,-0.00420395985896393,0.0749524227785097,0.389078033501294,-0.387171455808253,0.133732806754732,7343,3.53,2.91,2.2,Buy,0.566509917942411,Industrials,Selloff078
1951,"EXEO Group, Inc.",,,0.04875,0.039389998,0.086990006,0.39581,-0.242,-0.797865067685339,-0.323505842001507,-0.218369963875024,-0.00332674908722413,0.0307,1281109200,532833992704,17.36769,22.14714,1.5640146,0.00556088207094919,0.00962649210627647,-0.000381242851696531,-0.00813315679969737,-0.0423666910153397,0.220442410373761,-0.12280701754386,0.0526315789473684,2622,3.76,2.73,2.2,Buy,0.784195611713296,Industrials,
1959,Kraftia Corporation,,,0.06704,0.08412,0.113579996,0.08463,0.81,-0.818403868553881,-0.333507925269835,-0.299912086770728,-0.330097274282675,0.0251,1607994360,618293100544,15.432284,17.594606,1.7782629,-0.0030793795620438,0.00993645291738879,-0.0139875916525663,-0.013096985435249,0.00946991569465296,0.555886054227205,-0.119093925180185,0.285131335087519,8741,3.53,2.82,1.8,Buy,0.877103130357111,Industrials,Selloff090
1963,JGC Holdings Corporation,,,0.02726,0.05614,0.048699997,0.08159,2.338,-0.814605172918479,-0.36406630394569,-0.230871752983576,-0.267035440550904,0.0224,4067689150,561819156480,13.424643,19.072248,1.308327,0.00280595726311245,0.0199780461031833,0.0233480176211454,0.0184129767645769,-0.0616037164209251,0.463624623331898,-0.225139905294877,0.119242359018511,2323,3.27,3.09,2.6,Hold,0.703883621899212,Industrials,Selloff099
2181,"Persol Holdings Co.,Ltd.",,,0.07053,0.02744,0.02855,0.35224,0.756,-0.857559610015739,-0.162385715902576,-0.0380288785142577,-0.266585129805413,0.0504,1696312150,574398267392,13.425443,14.42577,2.61687,-0.00116364548942361,-0.0363024392361012,-0.0182996111946347,-0.00694171954379691,0.0271240651556996,0.475728155339806,-0.083495145631068,0.129542330097087,257.5,2.47,2.74,,,0.930656942402381,Industrials,Momentum048
2222,"Kotobuki Spirits Co., Ltd.",,,0.20732,0.15939,0.22591,,9.443,-0.745934567867265,0.275728096728847,0.0902211260620496,-0.0750917478923729,0.0144,1318135520,369403822080,29.436377,25.99435,7.7071543,-0.0168516235100699,-0.0634299138606108,-0.0904942965779468,-0.0882408995616543,-0.000208986415882968,0.12876254180602,0.107859531772575,0.121794857859532,2392,3.32,2.2,1.3,Strong Buy,1.13241442852004,Consumer Defensive,
2264,"Morinaga Milk Industry Co., Ltd.",,,0.040370002,0.03955,0.02842,0.4385,,-0.806771372867563,0.029627058047291,-0.0844547342084459,-0.116441445663764,0.0201,2347107070,404436484096,18.17259,5.0509934,1.4719996,0.00683005222981117,0.0494137353433836,0.041995841995842,0.019113460756405,-0.0350404312668464,0.276935355147646,0.11731843575419,0.177174780526736,1253,2.24,2.07,,,3.59782493479401,Consumer Defensive,
2269,"Meiji Holdings Co., Ltd.",,,0.04768,0.02989,0.07977,0.13771,,-0.729580479744355,0.0418090322443656,0.0823494100142893,-0.0557894733286638,0.0296,3591219680,1010668077056,28.776533,17.803247,1.3081625,0.00431034482758621,-0.00613169821380965,-0.00347500668270516,-0.0116648992576882,-0.0116648992576882,0.341201716738197,-0.0343347639484979,0.147472639484979,3728,3.44,3.09,2.3,Buy,1.61636430702781,Consumer Defensive,Momentum029
2282,NH Foods Ltd.,,,0.03559,0.02406,0.0044299997,0.41427,,-0.883155481920914,-0.215361804169946,-0.113134539225199,-0.238916256157635,0.0292,2952057680,585321021440,17.215794,18.076107,1.0901065,0.00712666018788468,-0.00527915533514638,0.0105639525434747,0.00566068251657771,0.0265808155852732,0.302669668703763,-0.00289482148600836,0.0915889353489868,6218,2.55,3.13,2.6,Hold,0.952406068408424,Consumer Defensive,Momentum035
2331,"Alsok Co.,Ltd.",,,0.047020003,0.055710003,0.081470005,0.22045,-0.002,-0.878452228478305,-0.102618433331504,-0.0960617178608474,-0.270075632720404,0.029,1359702150,550475071488,16.52561,20.248526,1.434603,-0.00351957765068192,-0.0152173913043478,0.00398936170212766,0.0309512972234866,0.0409007352941177,0.41280353200883,0.0596026490066225,0.199116997792494,1132.5,2.73,3,2.2,Buy,0.816138913025077,Industrials,
2371,"Kakaku.com, Inc.",,,0.18356001,0.19976,0.24485001,0.04887,-0.102,-0.979088851931623,-0.80377637936083,-0.639929496684666,-0.555598918717027,0.0138,2125101320,719728345088,38.34721,29.32452,11.074784,0.000825309491059147,0.00580591650539121,0.0122426265998887,0.0105555555555556,0.0941353383458647,-0.0654205607476635,-0.442001099505223,-0.338769736118747,3638,1.98,2.2,2.4,Buy,1.30768414964678,Communication Services,
2413,"M3, Inc.",,,0.07247,0.13974,0.117860004,0.13544,-0.054,-0.891356868988094,-0.389538706319031,-0.334098074996106,-0.452301992747289,0.0121,6298181055,1214388240384,25.103476,25.394278,2.9748378,0.00413907284768212,-0.0461336828309305,-0.0555411367765378,-0.0645244215938303,0.126974295447507,0.813685078318219,-0.120637537785106,0.188513327837318,1819.5,2.68,3.01,1.8,Buy,0.988548522623876,Healthcare,
2502,"Asahi Group Holdings, Ltd.",,,0.02032,0.042,0.03671,0.5465,-0.636,-0.819337027928675,0.186485390093039,0.186015175041299,0.0396087433375618,0.038,13792972895,2392518819840,20.12923,11.431466,0.7965817,0.00245173153539687,0.00429843414184833,0.0331648768161718,0.0193206606419445,0.0764829885278932,0.650871293182513,0.0210944665239988,0.250789727911954,1635.5,2.19,2.68,1.8,Buy,1.76086164276743,Consumer Defensive,Momentum055
2503,"Kirin Holdings Company, Limited",,,0.04696,0.061079998,0.08403,0.57663,0.114,-0.887724232518378,-0.382778778723811,-0.239710715251431,-0.226326498883772,0.0263,10028762400,2307195404288,15.876504,16.802326,1.7697306,-0.00138217000691085,-0.0107821324661989,0.0126138752627891,0.00960698689956332,0.0691399004762314,0.124567474048443,-0.169550173010381,-0.046280276816609,2890,2.29,2.38,2.4,Buy,0.944899176459259,Consumer Defensive,Momentum028
2579,Coca-Cola Bottlers Japan Holdings Inc.,,,0.0251,-0.050229996,-0.01358,0.3622,,-0.886044496413769,-0.368347333953475,-0.330850795944733,-0.0432007258774359,0.017,3284647200,672120045568,,44.382683,1.8485918,-0.0186717088158828,-0.0303596450256889,-0.0177430801987225,-0.0182076140931662,0.087536824431394,0.204238921001927,-0.325626204238921,-0.0317919075144509,4152,3,2.2,2.3,Buy,,Consumer Defensive,Momentum047
2587,Suntory Beverage & Food Limited,,,0.04792,0.050229996,0.06664,0.05265,-0.032,-0.869723557632264,-0.323500381009855,-0.0854871393229653,-0.144612202714763,0.0261,4241986710,1422325317632,16.022137,13.876161,1.0815307,-0.000217202432667246,-0.00454152249134948,-0.00216778668978972,-0.0105331040412726,0.0776145425215027,0.357810123832283,-0.131001520747339,0.0295657180099936,4603,2.73,3.04,2.9,Hold,1.15465199632665,Consumer Defensive,Momentum068
2607,"Fuji Oil Co., Ltd.",,,0.033350002,0.0144299995,0.028369999,1.14978,,-0.948130320630122,-0.484277799377916,-0.475185637942,-0.328946198953936,0.0162,966761320,327765229568,29.397703,20.480309,1.3647845,-0.00339869281045752,-0.0240655401945725,-0.0332234339335531,-0.0434127979924718,-0.0342031922979478,0.311647429171039,0.101783840503673,0.216084575026233,3812,3.18,2.2,,,1.43541305944163,Consumer Defensive,
2670,"ABC-Mart,Inc.",,,0.090299994,0.12342,0.19261,0.0109,0.104,-0.87665803543491,-0.11979425974882,-0.0497932251542933,0.455432263348341,0.0304,3458975300,650984095744,14.039304,14.422866,1.6219825,-0.000380228136882129,-0.00642479213907785,-0.00736265810836323,-0.0186636804777902,-0.0325666973321067,0.331304678585013,0.0232027386839102,0.181268809433245,2629,3.8,4.21,2.3,Buy,0.973405979089038,Consumer Cyclical,
2768,Sojitz Corporation,,,0.01155,0.03758,0.0189,1.21453,-0.326,-0.836789716237397,-0.156318532104788,-0.119471278902184,-0.347304196093773,0.0329,6793531860,1130391273472,10.975093,10.27751,1.0367053,-0.00676416819012797,0.0295622512791359,0.0418024928092042,0.0611328125,0.0805489260143198,0.674949383397755,-0.0428860666298546,0.216639057610896,5433,2.47,2.51,2.2,Buy,1.06787470895188,Industrials,
2801,Kikkoman Corporation,,,0.067779996,0.08264,0.08737001,0.10799,0.23,-0.916755316681562,-0.16421512552079,-0.0150161162507566,-0.211060075526483,0.0156,5341446810,1478290964480,24.185236,24.824959,2.6354609,-0.0059190031152648,-0.018455859735466,-0.0223651960784314,-0.0259462759462759,0.00282840980515399,0.253525540582889,-0.059855844562833,0.081688122845503,1595.5,3.04,2.11,2.1,Buy,0.974230652304401,Consumer Defensive,Momentum024
2802,"Ajinomoto Co., Inc.",,,0.05678,0.085039996,0.06745,0.5717,,-0.873209347168071,-0.28347653477113,-0.244909321405866,-0.107127623645596,0.0098,18453667200,4856810045440,36.800232,21.918753,6.3264775,-0.00274402195217562,-0.0312261995430312,-0.050923335198657,-0.1004243281471,0.000786782061369001,0.395440251572327,-0.282625786163522,0.157485377358491,5088,3.49,2.92,,,1.67893821331898,Consumer Defensive,Selloff097
2809,Kewpie Corporation,,,0.050100002,0.047620002,0.08916,0.07205,0.317,-0.901494837537118,0.0161463896334213,0.0526271687077623,0.0175284760871145,0.0148,2599986880,604881944576,24.58076,24.9022,1.8676564,-0.00201567749160134,-0.0415143041514304,-0.0152486187845304,-0.0071301247771836,0.0737349397590361,0.189407540394973,-0.0798922800718133,0.0729914721723519,4456,2.87,2.29,2,Buy,0.987091903526596,Consumer Defensive,Momentum021
2871,Nichirei Corporation,,,0.04614,0.03817,0.047420003,0.40979,0.319,-0.771263018592722,0.268593043048451,0.749320522752962,0.305150945694698,0.0235,6164019680,538576617472,19.713787,9.120231,1.8808739,0.0112941176470588,0.007029053420806,0.0604490500863558,0.0172781065088757,0.0319327731092437,0.140065146579805,-0.0228013029315961,0.0702652396463471,2149,2.2,2.02,2,Buy,2.16154470210239,Consumer Defensive,Momentum002
2875,"Toyo Suisan Kaisha, Ltd.",,,0.08663999,0.13079001,0.15845,0.00603,0.618,-0.887375191376469,-0.324524426719841,-0.0646180666797036,-0.0108549922505635,0.0207,3563388600,1030599081984,14.904238,16.804996,1.9490404,-0.00140911225927666,-0.0193726937269373,0.00758293838862559,-0.00281425891181989,0.0639575618056251,0.335841956726246,-0.243744120413923,0.0881638758231421,10630,2.82,2.96,2.5,Hold,0.886893278641661,Consumer Defensive,Momentum014
