Ticker,Name,Fee,Bought,ISIN,ROA,Net Margin,Operating Margin,Debt To Equity,Earnings Growth,Vol 1D,Vol 3D,Vol 5D,Vol 30D,Dividend yield,Notional Volume,Market cap,PE ratio,Forward PE ratio,PB,Price 1D,Price 3D,Price 5D,Price 7D,Price 30D,Target high %,Target low %,Target mean %,Current price,Avg Rating 1D,Avg Rating 7D,Avg Rating Score,Avg Rating Label,Growth,Sector,Note
AGN,BMG0112X1056,,,BMG0112X1056,0.05014,0.05243,0.08405,0.24359,-0.076,0.777609221811469,-0.296480261649677,-0.337455938098402,-0.474628445279664,0.0157,73392966,9051664384,16.58484,10.473841,2.0026774,0.0118710788708476,0.0240273931343869,0.0052107909816952,-0.0357142431328169,-0.0410008163472259,0.34370097537685,-0.0587272355228157,0.153215606029602,146.61,,,2,Buy,1.58345348186974,Industrials,
ACGL,BMG0450A1053,,,BMG0450A1053,0.08574,0.20143999,0.35931,1.23205,0.307,2.18074448038116,-0.197556505261102,-0.052292199829735,-0.163734832432604,0.0336,333087447.2,20320593920,11.663726,9.626907,2.4709744,-0.0284197389544496,-0.037615293991818,-0.0284197389544496,-0.0212258575646371,-0.102248746118376,0.756745397999496,-0.0333697570816172,0.417602588887955,118.97,,,2,Buy,1.21157563898768,Consumer Defensive,
CCL,BMG2004J1036,,,BMG2004J1036,0.0343,0.20839001,0.32167,1.6415,0.192,1.58818918507407,-0.290494243655859,-0.178407615225597,-0.311615784516292,0.0371,32441311.8,3982732544,24.04196,23.547945,2.5395184,-0.00463233674830082,-0.00635833768274984,-0.0296359101363708,-0.0213493038802082,-0.0760548012389923,0.279813845258871,0.105293775450843,0.181646305991856,34.38,,,,,1.02097911303938,Real Estate,
1038,BMG2178K1009,,,BMG2178K1009,0.06252,0.13608,0.14205,0.16863,-0.236,6.12362630732719,-0.136047946472576,-0.197553630265413,0.729273428554672,,252395491.2,6581307904,16.97561,13.984187,2.5392194,-0.0238429329189777,-0.072,-0.029288713257935,0.00288183611161974,-0.212224112060132,0.508620689655172,-0.353448275862069,-0.0253829022988506,13.92,,,3.1,Hold,1.21391468806875,Communication Services,
EG,BMG3223R1088,,,BMG3223R1088,0.27085,0.25030002,0.3498,0.67971,0.176,0.870390374467293,-0.210062656420568,-0.252479305197449,-0.277792505794024,,277252902,40308359168,35.580666,30.565063,25.025679,0.0102076861900309,0.00180132162567686,0.0137705322466246,-0.00679418469996869,-0.132796610169492,0.573341151177563,-0.0814033030391869,0.366017981041728,511.65,,,2.2,Buy,1.16409594837086,Healthcare,
HKL,BMG4587L1090,,,BMG4587L1090,0.09922,0.12242,0.23119,1.29821,6.31,1.78521923169252,-0.0167990630823617,-0.14037611763573,-0.362815448720057,0.0345,280032949.1,34115166208,22.975643,17.205736,7.4767714,0.00867342810588596,-0.00369673850319359,-0.0203669927016296,-0.0139381056238904,-0.0649928467150096,0.472407091112551,0.00123682195653459,0.210458802049591,169.79,,,2.5,Buy,1.33534787468551,Consumer Defensive,
JM,BMG507361001,,,BMG507361001,0.0018000001,0.044770002,0.00666,0.29259,14.985,0.163251651084803,-0.293097091218685,-0.375699585343082,0.00597704375622045,,795228902.4,82558525440,479,77.3238,18.89857,-0.0257627118644068,-0.00151997336156218,0.0393743186193158,0.0206418770335484,0.00274764155573499,0.435281837160752,-0.312804453723034,0.240773747390397,229.92,,,1.5,Strong Buy,6.19472917782106,Technology,
