Ticker,Name,Fee,Bought,ISIN,ROA,Net Margin,Operating Margin,Debt To Equity,Earnings Growth,Vol 1D,Vol 3D,Vol 5D,Vol 30D,Dividend yield,Notional Volume,Market cap,PE ratio,Forward PE ratio,PB,Price 1D,Price 3D,Price 5D,Price 7D,Price 30D,Target high %,Target low %,Target mean %,Current price,Avg Rating 1D,Avg Rating 7D,Avg Rating Score,Avg Rating Label,Growth,Sector,Note
ALL,AU000000ALL7,,,AU000000ALL7,0.05784,0.06804,0.27877,0.74253,,0.941161339216105,-0.190035558919253,-0.247195645054681,-0.214193520318008,0.0622,936677133.6,157652975616,36.394737,9.547808,1.8504148,0.000723611099609979,0.00399276827534279,-0.00216447744735645,-0.00431967903813605,0.0557251600971612,0.292480115690528,-0.0961677512653652,0.0439262472885033,27.66,,,2.5,Buy,3.81184215267002,Healthcare,
ANZ,AU000000ANZ3,,,AU000000ANZ3,0.0444,0.62194,0.64858,0.26701,0.086,1.40755222095614,0.0188772683628952,-0.0676214997884498,-0.100016122779157,0.0409,73453767.2,8870447104,23.4625,21.161217,1.9729857,-0.0165050615448516,-0.0229046905488041,-0.0279647582018216,-0.0384221536975106,-0.0872842444659763,0.305274374001066,0.145444858817262,0.202819659030368,37.54,,,1.3,Strong Buy,1.10875003077564,Real Estate,
APA,AU000000APA1,,,AU000000APA1,0.050479997,0.11643,0.22999,1.84081,-0.22,0.799301682307756,-0.0569154914693734,-0.171183190938291,-0.448501984582439,0.0586,1069012326.9,199803142144,12.589005,9.108507,1.9226772,-0.00496589741282546,-0.065306136309326,-0.0497925425797392,-0.0331725296097267,0.0234091994518332,0.476398419629861,-0.0850488667082554,0.072610106051154,48.09,,,2.4,Buy,1.3821150930663,Communication Services,
ASX,AU000000ASX7,,,AU000000ASX7,0.072270006,0.19143,0.25677,0.42094,1.091,0.245072810914098,0.0435360619609542,-0.143282044988247,-0.122061477987421,,327566350,57031991296,44.84605,24.150114,8.682131,0.0107410014855497,0.0690580024892435,-0.0107489206561027,0.0120539866368396,-0.00581668893869088,0.349253731343284,0.0447761194029851,0.239054746268657,335,,,1.6,Buy,1.85697053024263,Technology,
BHP,AU000000BHP4,,,AU000000BHP4,-0.055170003,-0.26635998,-0.18099001,0.52818,,0.611153443646618,-0.26237087093509,-0.343141068392035,-0.151661645319504,,89320603.2,2233496064,,-89.80645,-8.121354,-0.0588235269842439,0.00360491094833938,-0.0299651825811092,-0.0682730662002557,-0.0676490478587361,2.08908045977012,-0.0660919540229885,1.11925287356322,13.92,,,,,,Industrials,
BXB,AU000000BXB1,,,AU000000BXB1,0.01116,-0.16344,-0.13922,0.50982,,1.49077440039734,0.670115290751494,0.512144793630771,0.266561797959997,,1989160792.5,51250323456,,68.57851,3.9175155,0.116571814893357,0.128638657318771,0.108353338402184,0.111778838386264,0.335877828951718,0.698841698841699,-0.510939510939511,0.0399148005148004,194.25,,,1.9,Buy,,Financial Services,
CAR,AU000000CAR3,,,AU000000CAR3,0.079780005,0.20951,0.27719,0.62017,0.521,1.03044718307069,-0.233116671595928,-0.28945986438606,-0.228835979073988,0.0152,1803701976.6,431752708096,33.084595,19.547468,8.593738,-0.00662189657035036,-0.00508766872332922,-0.0233657122767663,0.000731058161391964,-0.0940602044321809,0.552369646607616,0.0501324079992694,0.25673454479043,109.51,,,1.8,Buy,1.69252585552257,Technology,
CBA,AU000000CBA7,,,AU000000CBA7,0.25811002,0.60322,0.78177,0.01077,0.327,2.76081903811953,0.100512018228712,5.8603087457433E-05,0.120359253051619,0.0069,154462406.6,24325302272,44.24969,4.8231673,14.544893,0.0157545725825236,-0.0510184985972573,-0.04451369772914,-0.0571833334176375,-0.0067591656952386,0.811892137125358,-0.29962854793433,0.256131794595514,352.67,,,3,Hold,9.17440495999382,Energy,
COH,AU000000COH5,,,AU000000COH5,0.029719999,0.05292,0.03862,0.33276,-0.3,0.789806406615517,-0.269412205090231,-0.354972376798918,0.0356624838908964,,641886297.8,83600506880,102.084656,23.691092,8.425695,-0.00832646781929504,-0.0268334240605081,-0.0446149892765354,-0.0218256240906382,-0.0952827301427347,0.81403545143568,-0.10853114958018,0.321577277910231,192.94,,,1.6,Buy,4.308989049555,Consumer Cyclical,
CPU,AU000000CPU5,,,AU000000CPU5,0.04715,0.2023,0.32639998,2.78311,0.108,1.07496375360348,0.0346412622804406,-0.07132584939684,-0.204147337454613,0.035,30696710,4279599872,32.844036,29.773539,6.101926,0.00139860139860132,-0.0113228139972109,-0.0156722284471959,-0.0253198898400996,-0.0895218647544284,0.284916201117319,0.0614525139664805,0.153631284916201,35.8,,,2.6,Hold,1.10312838524167,Real Estate,
CSL,AU000000CSL8,,,AU000000CSL8,0.024430001,0.32401,0.31524,1.61676,0.531,0.991172078406472,-0.0708302190177367,-0.0566050981370791,-0.0527660098094643,0.0307,915882180.2,167858667520,18.288637,18.30457,2.938148,-0.00996553631227654,-0.00740100773507868,-0.0223544844268027,-0.026376303516417,-0.0416651971555693,0.416677022492855,-0.316515471604325,0.222677892382254,80.47,,,2,Buy,0.999129561634062,Utilities,
EVN,AU000000EVN4,,,AU000000EVN4,0.0124699995,0.14906,0.16956,0.30835,0.404,-0.293451461182354,-0.246553654278934,-0.377812895205649,-0.504153026898654,,636454358.4,21905031168,33.92,20.493238,1.9757688,0.0137477862556431,-0.00644403613302763,-0.0207852021459214,-0.0213502553568926,-0.0629834451626214,0.768867924528302,-0.292452830188679,0.199346108490566,16.96,,,2.7,Hold,1.65518011355746,Financial Services,
FMG,AU000000FMG4,,,AU000000FMG4,0.20319,0.18361,0.15233,0.20521,0.011,1.6119694772025,0.420056634921168,0.439122061196372,0.159299236466585,,294892094.2,10680742912,11.333815,9.42032,4.659024,-0.0160581997136416,0.0118694083139433,-0.034945204385076,-0.0224355388460548,-0.198630859313641,1.34604105571847,-0.107484380976667,0.535242764248374,78.43,,,2.4,Buy,1.2031242038487,Consumer Cyclical,
GMG,AU000000GMG2,,,AU000000GMG2,0.105349995,0.07114,0.18744,,,1.22553403397852,-0.0639963178760163,-0.0656965150239808,0.20285305804569,,228939744,6663354368,22.902206,10.533814,-4.806992,0.00359418959457679,-0.018918918918919,-0.00219903974069295,0.0198061175760495,-0.117432553918885,0.446280991735537,-0.0358126721763085,0.215829614325069,72.6,,,2.4,Buy,2.17416085000172,Consumer Cyclical,
IAG,AU000000IAG3,,,AU000000IAG3,0.19934,0.09923001,0.16072,0.61977,0.205,0.314064156696426,0.0310364917112441,-0.0182288565386117,-0.258390524234529,0.0079,337703558.2,59658526720,32.155624,24.814037,14.441543,0.00316805244283224,-0.00230008682700664,-0.0104609375000001,-0.00955557538891827,-0.0105228402153797,0.184263506525292,-0.131540095214786,0.052077119239545,1266.61,,,2.8,Hold,1.29586427230684,Industrials,
LYC,AU000000LYC6,,,AU000000LYC6,0.025510002,0.19138001,0.28799,0.91852,2.192,1.92196208337771,0.0761739900247406,-0.0173953101558933,-0.249219537509447,0.0369,29894476.8,5256153600,32.884956,54.80018,2.0099523,-0.00535333530739158,-0.0215902988973035,-0.0296383842499183,-0.0376557428501175,-0.0822385896582539,0.318622174381055,0.130247578040904,0.225469860064586,37.16,,,2,Buy,0.6000884668627,Real Estate,
MPL,AU000000MPL3,,,AU000000MPL3,0.01345,0.25897,0.41567,5.17282,0.624,0.466604819095855,0.317406546446269,0.255319360134102,-0.279418891614559,0.0226,1088668971.6,318165319680,16.443182,14.849326,2.9878614,-0.00461873158769445,-0.0179367791409363,-0.0550424695123166,-0.0592988425427639,-0.0522573099415204,0.293316220752295,-0.0917168526014415,0.167087422252937,202.58,,,2.3,Buy,1.10733524201705,Financial Services,
MQG,AU000000MQG1,,,AU000000MQG1,0.01353,0.11432999,0.14521,0.34804,0.893,0.723781706185208,0.118737627239869,-0.00725988452471296,-0.134481087071584,,798704958.4,73774358528,66.71924,21.965788,2.3677783,0.00996926945562597,0.0469676019027299,-0.031229565479703,-0.0209806245742637,-0.0517513434597046,0.644283970179494,0.0774086292438371,0.41812047692028,384.97,,,1.5,Strong Buy,3.03741618557003,Technology,
NAB,AU000000NAB4,,,AU000000NAB4,0.05984,0.08896,0.123959996,0.7973,-0.375,1.28841669178928,0.0931718622499576,0.00635737370301077,-0.255634851781468,0.0076,175408678.9,18369548288,39.8577,21.286142,3.807848,0.00818501287603762,0.0327288970506123,0.00161654066492711,0.0313225343751835,-0.04455485118783,0.393847508191911,-0.144128723040055,0.263679757421627,204.47,,,1.4,Strong Buy,1.8724717706008,Industrials,
NST,AU000000NST8,,,AU000000NST8,0.0732,0.07989,0.15668,0.30512,0.938,1.30707132776055,-0.304406562738859,-0.323040220615016,-0.159339012065399,0.0084,299653083.4,56351383552,21.138723,12.564497,2.5487943,-0.0632119398147445,-0.0403369408422154,-0.0425933507602986,-0.0369508880105121,-0.0868382352941177,0.248087607697882,-0.0699734278122232,0.148693534100974,248.38,,,1.5,Buy,1.6824169722035,Basic Materials,
ORG,AU000000ORG5,,,AU000000ORG5,0.20758,0.72947,0.43608,0.13436,9.841,0.759738085847529,-0.0181727851884153,-0.0940432160524973,-0.182325956410227,0.0014,3059097055.2,159128338432,15.745986,13.901307,21.102556,0.0412626632795205,0.0713661742759983,-0.0130148771660294,-0.0848469745435636,-0.0221879579537328,1.37901033170201,-0.0483958673191952,0.506517808591626,441.36,,,1.5,Buy,1.13269824197106,Technology,
PLS,AU000000PLS0,,,AU000000PLS0,0.18958001,0.28237,0.45106998,,-0.034,1.02403290550008,-0.330323251007916,-0.327012610781978,-0.384855144620392,0.0113,232965529.2,22830667776,27.111284,20.170763,-19.680243,-0.00606298591026143,-0.0259329286071195,-0.00181497063535922,-0.0118535627372821,-0.0730951311826577,0.482241605381677,0.111681204036258,0.3383770024514,175.41,,,2.1,Buy,1.34408817356091,Industrials,
PME,AU000000PME8,,,AU000000PME8,0.03275,0.12166,0.22447,0.51367,0.046,0.827376694366234,-0.0196214841652816,-0.0972482165469755,-0.154490196662261,0.0616,37710766.8,3678168576,21.054054,21.430536,1.1710764,-0.000641446599744296,0.00906738493662729,0.00192924816058919,0.00321959226584241,-0.0209082792715168,0.187419768934531,0.0269576379974326,0.101840179717587,15.58,,,2.5,Buy,0.98243245059293,Real Estate,
QAN,AU000000QAN2,,,AU000000QAN2,0.04892,0.13161999,0.24598,1.15897,0.347,0.996421277762121,-0.180081569487208,-0.230413057031461,-0.292716144914989,0.015,137879250,18755973120,22.968391,10.3405,2.8236833,-0.0013743242662307,-0.0167302361940011,-0.00423566285393345,0.007436396386971,0.00476025683445311,0.401226072813712,0.0258976604528962,0.170468660077568,79.93,,,1.8,Buy,2.22120700159567,Technology,
QBE,AU000000QBE9,,,AU000000QBE9,0.068969995,0.13828,0.26924,0.67677,0.23,0.512262365049337,-0.154702797401681,-0.19647047102949,-0.218901550660335,0.0151,345782984,83625377792,32.24086,20.687666,4.103462,0.0170963786150857,0.0198639455782312,-0.0149155818712877,-0.002793643395778,-0.0413076023432898,0.367395944503735,-0.306296691568837,0.151475853788687,149.92,,,1.9,Buy,1.55845806868692,Industrials,
REA,AU000000REA9,,,AU000000REA9,,,,,,0.249393107039958,-0.154264239742205,-0.166547231270358,-0.133003505417463,0.0641,4024838.4,,12.972734,139.07143,,-0.008150747203616,-0.00764530238619809,-0.0101677720141437,-0.00865577367268348,-0.00336034125131019,,,,19.47,,,,,0.0932810858420022,,
RIO,AU000000RIO1,,,AU000000RIO1,0.028099999,0.04598,0.27083,1.40911,,0.698432007856003,0.747498766481828,0.350628647588121,-0.106943905003531,,383733865.4,34800885760,,14.427084,1.4775187,-0.0222752348148036,-0.0682334805925102,-0.0675265769778685,-0.0848846075406594,-0.0703479764178421,0.708706265256306,0.139137510170871,0.440195280716029,12.29,,,2.1,Buy,,Financial Services,
S32,AU000000S320,,,AU000000S320,0.08667,0.22951001,0.35548002,4.90281,0.649,2.33553887836892,0.0798459701646128,0.0389977584653741,-0.0282743043086977,0.0265,1410777117,208494723072,23.587154,15.803838,17.83765,0.0154563200789159,0.0266205411047371,0.021995478368185,-0.0143634553415123,-0.0418581234976172,0.185012316867626,-0.41656942823804,0.00528891481913653,385.65,,,2.6,Hold,1.49249530398882,Healthcare,
SCG,AU000000SCG8,,,AU000000SCG8,0.04528,0.42011002,0.43884,2.40279,0.476,0.798716148423508,0.308574790781422,0.122251010936909,-0.0857745532085431,,3088934437.8,107728044032,48.51012,35.401524,11.362731,0.0911574780435177,0.084834796837058,0.0644043734994264,0.0393823843578879,0.320912812361722,0.418794858955099,-0.524286429644467,0.0794401602403605,119.82,,,1.7,Buy,1.37028338102055,Financial Services,
SGP,AU000000SGP0,,,AU000000SGP0,-0.00029999999,0.03012,0.10623,1.29419,,1.1126693141135,0.04920741173287,-0.0160944569095524,-0.24904500057903,,265462923.2,18400778240,1007,41.164707,15.887388,0.0261777899317886,0.11606312551358,-0.0336500236733764,0.0413650551558653,-0.106516363636364,0.465153759747342,0.188402494017289,0.382942354339297,614.27,,,,,24.462702965431,Technology,
SHL,AU000000SHL7,,,AU000000SHL7,0.03888,0.110810004,0.086619996,0.76419,-0.468,1.23722417563681,0.0419803975955919,-0.00524452737121915,-0.173740153005559,0.0065,738722677.5,90245636096,25.702322,19.140306,2.8301425,-0.0307838210378531,-0.01993156472535,-0.105496049165935,-0.133359415260336,-0.0229737879353493,0.731380785991912,0.138549723214636,0.367453182050175,254.71,,,,,1.34283757009945,Utilities,
SIG,AU000000SIG5,,,AU000000SIG5,0.084580004,0.120170005,0.19093001,2.11925,-0.061,1.62859403254973,-0.395922403998144,-0.428138738622338,-0.503678679962826,0.0097,73003653,9669888000,18.948221,10.364987,4.891395,-0.0222111062857585,-0.0433006655213018,-0.0775169548775475,-0.0861557627769139,0.00966617307794772,0.579846285226302,-0.10333048676345,0.190435525192144,117.1,,,2.4,Buy,1.82809886785193,Consumer Cyclical,
SOL,AU000000SOL3,,,AU000000SOL3,-0.12425,-0.64658,-0.38176,4.97802,,1.07927004527544,0.849311799539342,0.601241081102453,-0.233920408143438,,232459862.8,7385230848,,-39.953247,16.73823,-0.0494117647058824,-0.0594708994708995,-0.180225036883852,-0.206711895093511,-0.184437536591935,1.36273627362736,0.215121512151215,0.886097659765977,44.44,,,1.8,Buy,,Healthcare,
STO,AU000000STO6,,,AU000000STO6,0.05328,0.116450004,0.14706999,0.63212,-0.475,1.72095554164186,-0.304722262092723,-0.267711035826726,-0.382253612608518,0.0247,995976782.3,177554636800,33.100002,16.917128,3.4739478,0.00371707552174929,0.00568461460004265,0.00647379177551993,-0.0248978739271414,-0.0495553828255091,0.315661241594387,0.00380079914238379,0.172045609589709,102.61,,,1.5,Buy,1.95659700630036,Healthcare,
SUN,AU000000SUN6,,,AU000000SUN6,0.062470004,0.20109,0.23459,0.91436,0.098,1.79538654493846,-0.0839716414555031,-0.0684405827735288,-0.226027964794006,0.025,681084951.8,107745607680,24.88257,20.242655,17.88932,-0.0037466583564628,-0.0192022522067663,0.0110340346179855,0.0291673949619147,-0.00202641930167395,0.187228080525035,-0.170415161123811,0.0603937762701865,271.22,,,2.7,Hold,1.22921474480497,Technology,
TCL,AU000000TCL6,,,AU000000TCL6,0.05131,0.093339995,0.14976,0.93965,0.168,0.820697012946261,-0.0479481298342816,-0.155344322238782,-0.480419216634203,0.0022,216899203.4,28966637568,14.844906,11.853491,2.6393118,-0.00488788418521045,0.000936480497293084,0.00312841692272012,-0.0159582353562332,-0.0878964268693591,0.496959301418993,0.0915328239513489,0.286449399656947,64.13,,,1.7,Buy,1.25236573765484,Healthcare,
TLS,AU000000TLS2,,,AU000000TLS2,0.05136,0.21912001,0.17422001,0.65143,-0.142,2.12457428993753,-0.0705401490716378,0.00297837638491381,-0.361760128639353,0.0386,179122490.4,13098447872,8.271647,14.782271,1.8724059,-0.0197183249073555,-0.0228640312153323,-0.050662504097529,-0.0536130451977163,-0.0680948519973312,0.539408866995074,0.0673234811165846,0.236263752052545,48.72,,,2.3,Buy,0.559565373953704,Consumer Defensive,
VCX,AU000000VCX7,,,AU000000VCX7,,,,,,-0.0710953375001155,0.337845012369667,0.133679497925057,-0.174107724855624,0.026,41488192,,28.461615,,,-0.00993221349747301,-0.0119572271376694,-0.0188268459751838,-0.0214068720922588,-0.0567161114065165,,,,62.8,,,,,,,
WBC,AU000000WBC1,,,AU000000WBC1,0.05973,0.11455,0.2522,2.14035,0.053,1.71544122911267,0.117207159151066,-0.0636725018078812,-0.261589629774619,0.0245,870585451.8,180401897472,17.427979,11.647991,3.2127302,0.0103935300899751,-0.0680999675157825,-0.0776065468598303,-0.0516521739429713,-0.0601175543303123,0.783803068141277,0.00487572838625278,0.447110239029611,168.18,,,1.7,Buy,1.49622188066595,Communication Services,
WES,AU000000WES1,,,AU000000WES1,0.15653,0.31348,0.28788,0.00635,1.778,1.37204638596032,-0.227425043214493,-0.284251183276259,0.0998109370230109,,663374943,29023014912,35.577835,15.571629,8.8299,-0.0129555833758576,-0.0550022214762073,-0.0438613429997152,0.0301147055795651,-0.000132532099387785,0.98873052701359,-0.138216771627444,0.426789857474312,150.85,,,1.9,Buy,2.28478568298795,Communication Services,
WOW,AU000000WOW2,,,AU000000WOW2,0.07383,0.22208999,0.38424,1.38068,0.227,1.27779307948698,-0.1327955720698,-0.218787147471531,-0.320169952774051,0.0117,496405740,87251566592,27.869822,20.735106,6.1957374,-0.0167014927013455,-0.0320591831546229,-0.0377936820041912,-0.0262559222644018,-0.0684627372492307,0.273885350318471,-0.320594479830149,0.128256475583864,47.1,,,1.9,Buy,1.34408871601621,Industrials,
WTC,AU000000WTC3,,,AU000000WTC3,0.03914,0.40353,0.61697,1.12118,-0.037,1.21073201997185,0.609647525393549,0.344110307186844,-0.125725352214645,0.0595,77969821.5,7904811520,20.569307,19.634623,1.7877889,-0.00264041881457053,-0.0381944614305415,-0.0528834964296886,-0.058463652972339,-0.115957446808511,0.21540312876053,0.0830324909747293,0.150421179302046,41.55,,,2.9,Hold,1.0476038679225,Real Estate,
COL,AU0000030678,,,AU0000030678,0.04721,0.1266,0.22278,5.7364,3.4,2.8697811533811,-0.144137190786817,-0.224843191202548,-0.0182021086585625,0.0441,38705853.2,4928264192,19.985714,18.440895,7.1087394,0.00430722853623526,-0.00462471033542735,-0.0223620132937264,-0.0230446719173809,-0.0915689389882759,0.429592566118656,0.286633309506791,0.358112937812723,27.98,,,,,1.08377136792981,Real Estate,
IREN,AU0000185993,,,AU0000185993,0.022750001,0.199,0.30719998,0.67578,0.117,1.43642331751218,0.0804377666481173,-0.0275272284040419,-0.374640138482534,0.0125,347277096.7,48082419712,13.192681,10.535054,7.5628705,-0.00251055923838141,-0.0268352453512991,-0.0238159030512871,-0.0136805189824111,-0.0276696208094751,0.184942957397167,-0.101647897415171,0.0645279517939486,544.33,,,2.5,Buy,1.25226515212926,Financial Services,
TLC,AU0000219529,,,AU0000219529,,,,,,0.249393107039958,-0.154264239742205,-0.166547231270358,-0.133003505417463,0.0641,4024838.4,,12.972734,139.07143,,-0.008150747203616,-0.00764530238619809,-0.0101677720141437,-0.00865577367268348,-0.00336034125131019,,,,19.47,,,,,0.0932810858420022,,
WDS,AU0000224040,,,AU0000224040,0.05633,0.66571,0.46023998,5.03504,-0.125,0.979643920322594,-0.21433553811157,-0.27637929479456,-0.368133343129893,0.0435,299892445.2,77944299520,14.428673,30.208912,15.11818,0.00415708306461732,0.00597743194512993,0.00239221874024812,0.00386252004800327,-0.0644919814203388,0.388077147866745,0.00818234950321453,0.144554841223456,205.32,,,2.5,Buy,0.47762968093654,Real Estate,
SGH,AU0000364754,,,AU0000364754,0.19934,0.09923001,0.16072,0.61977,0.205,0.314064156696426,0.0310364917112441,-0.0182288565386117,-0.258390524234529,0.0079,337703558.2,59658526720,32.155624,24.814037,14.441543,0.00316805244283224,-0.00230008682700664,-0.0104609375000001,-0.00955557538891827,-0.0105228402153797,0.184263506525292,-0.131540095214786,0.052077119239545,1266.61,,,2.8,Hold,1.29586427230684,Industrials,
