Ticker
VALE3
ITUB4
PETR4
AXIA3
PETR3
BBDC4
ITSA4
SBSP3
B3SA3
WEGE3
ABEV3
BPAC11
EMBJ3
BBAS3
ENEV3
EQTL3
PRIO3
CPLE3
VBBR3
RDOR3
RENT3
UGPA3
GGBR4
SUZB3
BBSE3
RADL3
BBDC3
VIVT3
CSMG3
CMIG4
RAIL3
TOTS3
ENGI11
TIMS3
KLBN11
MOTV3
MBRF3
LREN3
ALOS3
CXSE3
ISAE4
SMFT3
ASAI3
EGIE3
GOAU4
SANB11
MULT3
CMIN3
CPFE3
TAEE11
BRAV3
PSSA3
CSAN3
FLRY3
HYPE3
NATU3
BRAP4
IGTI11
CURY3
CYRE3
COGN3
AURE3
POMO4
CSNA3
DIRR3
HAPV3
USIM5
CEAB3
MRVE3
SLCE3
RECV3
VIVA3
AZZA3
MGLU3
YDUQ3
BEEF3
VAMO3
BRKM5
KLBN4
MCBU6
