Ticker,Name,Fee,Bought,Market cap,PE ratio,Forward PE ratio,PB,ROA,Net Margin,Operating Margin,Debt To Equity,Earnings Growth,Dividend yield,Vol 1D,Vol 3D,Vol 5D,Vol 30D,Avg Volume,Price 1D,Price 3D,Price 5D,Price 30D,Target high %,Target low %,Target mean %,Current price,Avg Rating 1D,Avg Rating 7D,Avg Rating,Score,Sector,Note
1364,iShares JPX-Nikkei 400 ETF,'0.0495%,,,18.311314,,,,,,,,0.0178,-0.20814301444724265,-0.2814982106296049,0.12579729368259374,-0.27305846429031355,53693919.0,-0.007335603877390621,0.017181208053691274,0.04236588720770289,0.05045744385916274,,,,3789.0,2.29,1.7,,0.0,,
1472,NEXT FUNDS JPX-Nikkei 400 Double Inverse Index Exchange Traded Fund,'0.96%,,,,,,,,,,,0.0,-0.9625859619573003,-0.5053621057439,-0.49652807335145555,-0.7089614696474804,718426.0,-0.0125,-0.036585365853658534,-0.08139534883720931,-0.11235955056179775,,,,79.0,3.98,3.84,,0.0,,
1475,iShares Core TOPIX ETF,'0.0495%,,,18.13622,,,,,,,,0.0178,-0.23321902728194654,-0.43479947671113867,-0.4824721063838168,-0.17799313816791515,2635327364.3,-0.009476441709727534,0.012593863357671323,0.03824183592289418,0.05554151365182,,,,418.1,2.38,1.7,,0.0,,
1476,iShares Core Japan REIT ETF,'0.165%,,,20.373772,,,,,,,,0.0487,-0.7267123884522907,-0.25791492377643355,-0.08975147081378469,0.12658824517824147,463279140.0,0.0038398244651673065,-0.004893964110929853,-0.015069967707212056,-0.03276955602536998,,,,1830.0,3.71,3.89,,0.0,,
1477,iShares MSCI Japan Minimum Volatility ex-REITs ETF,'0.209%,,,17.065548,,,,,,,,0.021099999999999997,-0.03579792667969965,-0.8660445488931393,-0.851290208452584,-0.6067395644496953,5240688.0,-0.007042253521126761,0.007455731593662628,0.015659254619480114,0.030177890724269376,,,,3243.0,2.38,1.98,,0.0,,
1478,iShares MSCI Japan High Dividend ETF,'0.209%,,,12.866111,,,,,,,,0.0218,0.1392335564295539,-0.1254381125062059,-0.03965490215363436,0.4598517538050053,256565400.0,-0.01157453602075434,-0.0056213611724553305,-0.003621001810500905,0.006911973978450905,,,,4953.0,3.62,2.82,,0.0,,
1480,NEXT FUNDS Nomura Enterprise Value Allocation Index Exchange Traded Fund,'0.33%,,,20.471918,,,,,,,,0.0165,-0.6539589442815249,-0.9161764705882353,-0.8779585798816568,0.19816673941510266,,0.0,0.017820773930753563,0.03817190340171384,0.06955591225254147,,,,39980.0,1.98,1.79,,0.0,,
1482,iShares Core 7-10 Year US Treasury Bond JPY Hedged ETF,,,,,,,,,,,,0.04190000000000001,-0.327186689602797,0.790477225522871,0.42315864248542606,-0.39238174164444917,115857418.0,-0.0006349206349206349,0.0006357279084551812,0.0,-0.0050568900126422255,,,,1574.0,3.22,3.89,,0.0,,
1483,iShares JPX/S&P CAPEX & Human Capital ETF,'0.209%,,,16.883684,,,,,,,,0.021099999999999997,-0.9465337562301767,16.37855579868709,7.4491587417703,-0.014037229173023967,294840.0,-0.006791171477079796,0.006307339449541285,0.01357204735778227,0.045576407506702415,,,,3510.0,2.33,2.11,,0.0,,
1489,NEXT FUNDS Nikkei 225 High Dividend Yield Stock 50 Index Exchange Traded Fd,,,,14.350961,,,,,,,,0.0279,-0.2603458931449178,-0.3618299996608727,-0.16658448002637352,-0.022613079201228493,3022358144.0,-0.01346389228886169,-0.008305136880959704,0.007814942169427946,0.017998105462582886,,,,3224.0,2.42,2.2,,0.0,,
1496,iShares USD Investment Grade Corporate Bond JPY Hedged ETF,,,,,,,,,,,,0.045599999999999995,-0.8992892063946332,0.6779140333327828,0.04764227232851205,0.18809233727696045,43344464.0,-0.0017740981667652277,0.0,0.0005927682276229994,0.0017804154302670622,,,,1688.0,2.96,3.62,,0.0,,
1497,iShares USD High Yield Corporate Bond JPY Hedged ETF,,,,10.499872,,,,,,,,0.0602,-0.3254025166509707,-0.7997269133206883,-0.6450434789693547,0.3069488533406351,41750720.0,0.0005685048322910744,-0.0022675736961451248,0.0005685048322910744,-0.0005678591709256105,,,,1760.0,2.82,3.71,,0.0,,
1545,NEXT FUNDS NASDAQ-100(R) (Unhedged) Exchange Traded Fund,'0.31%,,,3.6171634,,,,,,,,0.0029,-0.8516248612783074,-0.8668190954733246,-0.8129674796829652,1485.7415469112507,1577095403.8,0.00654126678887833,-0.0032388663967611794,0.0275458836742806,-0.9945901999560537,,,,246.2,2.29,2.2,,0.0,,
1546,NEXT FUNDS DJIA (Unhedged) Exchange Traded Fund,'0.39%,,,1.4033375,,,,,,,,0.0098,-0.1218636337393915,2.879735792622134,1.5445054118033412,0.3214491681265711,214823040.0,-0.0055059341734981036,0.0022194821208384712,0.018036072144288578,0.06750722353559233,,,,81280.0,2.47,2.2,,0.0,,
1559,NEXT FUNDS Thai Stock SET50 Exchange Traded Fund,'0.75%,,,14.929313,,,,,,,,0.018799999999999997,-0.2718490980009752,0.06396396396396396,0.2521611197925325,-0.1207567195600576,2695680.0,-0.008264462809917356,-0.022964509394572025,0.0021413276231263384,0.0631531122217174,,,,4680.0,2.92,2.29,,0.0,,
1560,NEXT FUNDS FTSE Bursa Malaysia KLCI Exchange Traded Fund,'0.76%,,,15.220216,,,,,,,,0.024300000000000002,-0.4782236591860023,-0.7042659492697925,-0.5608041803640645,-0.05906589106028066,2343480.0,-0.01678300905985445,-0.006006006006006006,0.0,-0.03960539677934136,,,,6620.0,3.72,2.96,,0.0,,
1570,NEXT FUNDS Nikkei 225 Leveraged Index Exchange Traded Fund,'0.93%,,,,,,,,,,,0.0,-0.19150818550091034,0.04705398330894869,0.08973258579511433,-0.022730699410720184,341528817090.0,-0.0008515815085158151,0.050524430800716294,0.15464642204414453,0.26743827160493827,,,,82130.0,2.2,1.7,,0.0,,
1571,NEXT FUNDS Nikkei 225 Inverse Index Exchange Traded Fund,'0.95%,,,,,,,,,,,0.0,0.25970903432394454,1.7762829527037953,1.0457291418829107,-0.06535078733937215,807208468.0,0.0035714285714285713,-0.024305555555555556,-0.07260726072607261,-0.12461059190031153,,,,281.0,3.71,4.12,,0.0,,
1577,NEXT FUNDS Nomura Japan Equity High Dividend 70 ETF,'0.38%,,,14.343291,,,,,,,,0.028300000000000002,-0.16213886220148233,-0.06878750968884953,0.25594463531768685,-0.05272570360342643,248008040.0,-0.014221422142214222,-0.002186588921282799,0.003297911322828875,0.03516068052930057,,,,54760.0,2.29,2.2,,0.0,,
1586,Listed Index Fund TOPIX Ex-Financials,'0.16%,,,14.343291,,,,,,,,0.028300000000000002,-0.16213886220148233,-0.06878750968884953,0.25594463531768685,-0.05272570360342643,248008040.0,-0.014221422142214222,-0.002186588921282799,0.003297911322828875,0.03516068052930057,,,,54760.0,2.29,2.2,,0.0,,
1591,NEXT FUNDS JPX-Nikkei Index 400 Exchange Traded Fund,'0.16%,,,18.353798,,,,,,,,0.0177,-0.7288963496922418,-0.3140863585802407,-0.08045553191041073,0.3843314616492299,68704440.0,-0.008362557323981657,0.015469613259668509,0.044021584777051974,0.04938624036540108,,,,36760.0,2.38,1.79,,0.0,,
1615,NEXT FUNDS TOPIX Banks Exchange Traded Fund,'0.24%,,,17.594242,,,,,,,,0.0305,-0.15408235914392202,0.4884107088459989,0.39352145600605065,0.29190005611824527,6027018883.200001,-0.0319858606459491,0.006225257899014167,0.02051940749745365,0.14230650158744357,,,,711.2,2.2,2.2,,0.0,,
1617,NEXT FUNDS TOPIX-17 FOODS ETF,'0.4%,,,20.464432,,,,,,,,0.0207,-0.4076067311940239,-0.26498578667655426,-0.20062895754536564,0.11898151751814082,16045280.0,-0.005377500537750054,0.018277912354107025,0.00960698689956332,0.04568068747173225,,,,46240.0,1.88,1.98,,0.0,,
1618,NEXT FUNDS TOPIX-17 ENERGY RESOURCES ETF,'0.4%,,,18.871323,,,,,,,,0.0191,-0.7261751814946181,-0.7156546842987521,-0.3161821642898625,-0.5822718931431138,46128270.0,-0.004022277227722772,-0.0021698698078115313,-0.007094386181369525,-0.07632711621233859,,,,32190.0,3.94,2.95,,0.0,,
1619,NEXT FUNDS TOPIX-17 CONSTRUCTION & MATERIALS ETF,'0.4%,,,15.710039,,,,,,,,0.0202,-0.7316170957260685,-0.3549630027220796,-0.09646938177556405,-0.20978341671645334,48930200.0,-0.004916420845624385,0.019750100765820233,0.061464233270400674,0.01586026902228468,,,,50600.0,2.38,2.07,,0.0,,
1620,NEXT FUNDS TOPIX-17 RAW MATERIALS & CHEMICALS ETF,'0.4%,,,20.057117,,,,,,,,0.019799999999999998,0.9230277113707533,0.05795152954323227,0.17875813409373395,0.17168580724717347,21420520.0,-0.006091370558375634,0.0084985835694051,0.03351807864871998,0.056950067476383266,,,,39160.0,2.2,1.79,,0.0,,
1621,NEXT FUNDS TOPIX-17 PHARMACEUTICAL ETF,'0.4%,,,19.809668,,,,,,,,0.0177,-0.6372344384576801,-0.4188763043191124,-0.451693503609106,-0.035916396287632914,31682160.0,-0.029185867895545316,-0.005594405594405594,-0.004550227511375569,-0.05890138980807412,,,,28440.0,4.02,3.31,,0.0,,
1622,NEXT FUNDS TOPIX-17 AUTOMOBILES TRANSPORTATION EQUIPMENT ETF,'0.4%,,,10.611684,,,,,,,,0.024300000000000002,-0.700064002925848,-0.35838896056543446,-0.011119060686843403,0.8926977057885214,23952500.0,-0.01604601877081441,-0.02108433734939759,0.009316770186335404,-0.011857707509881422,,,,32500.0,4.02,3.72,,0.0,,
1623,NEXT FUNDS TOPIX-17 STEEL & NONFERROUS ETF,'0.4%,,,35.533684,,,,,,,,0.0129,0.8423342282266678,-0.4458568641242131,-0.2675362583234516,0.26650075501609677,414554400.0,0.10571428571428572,0.09244883556810163,0.20692343676906283,0.0006464124111182935,,,,77400.0,1.88,1.98,,0.0,,
1624,NEXT FUNDS TOPIX-17 MACHINERY ETF,'0.39%,,,27.681046,,,,,,,,0.032400000000000005,-0.6873884339670756,0.46545714541067107,7.258106575963718,0.6897375070113054,139796170.0,-0.011948331539289559,0.020682753252529745,0.08217401556236736,-0.02361450909477715,,,,91790.0,2.56,1.98,,0.0,,
1625,NEXT FUNDS TOPIX-17 ELECTRIC & PRECISION INSTRUMENTS ETF,'0.4%,,,29.94844,,,,,,,,0.006,0.16052531293055441,0.5253397158739963,0.8622270669684463,0.7901308680513868,123634260.0,-0.002395040856579318,0.03568816732485008,0.0968091697645601,0.17663675639747425,,,,70810.0,2.2,1.88,,0.0,,
1626,"NEXT FUNDS TOPIX-17 IT & SERVICES,OTHERS ETF",'0.39%,,,15.371273,,,,,,,,0.012199999999999999,-0.45404141874661924,-0.5730588235294117,-0.39431222267043164,0.13112429105138448,26393280.0,-0.013184814730620595,0.0016151361329026304,0.010004653327128897,0.062148275018350865,,,,43410.0,2.92,2.11,,0.0,,
1627,NEXT FUNDS TOPIX-17 ELECTRIC POWER & GAS ETF,'0.4%,,,7.6575346,,,,,,,,0.0118,-0.5766508584772702,-0.5593719640226895,-0.23172175575421175,-0.2260146397230936,28370320.0,-0.008748906386701663,-0.0061403508771929825,-0.011774967291757523,-0.04509060261272651,,,,11330.0,4.02,2.82,,0.0,,
1628,NEXT FUNDS TOPIX-17 TRANSPORTATION & LOGISTICS ETF,'0.4%,,,10.48759,,,,,,,,0.0317,-0.2529057004875569,0.2554823767822248,0.8233773881182936,-0.2531868391193334,14755290.0,-0.012509197939661517,-0.022103473402963324,-0.023289665211062592,-0.03684210526315789,,,,20130.0,4.21,3.49,,0.0,,
1629,NEXT FUNDS TOPIX-17 COMMERCIAL & WHOLESALE TRADE ETF,'0.4%,,,15.811409,,,,,,,,0.0206,-0.9110155260556565,-0.8779000616435532,-0.8788068034546039,-0.9440354697413568,336456349.2,-0.018979810250407073,-0.01859178399928875,-0.02014216828479942,-0.10626803117761903,,,,248.1,4.03,3.22,,0.0,,
1630,NEXT FUNDS TOPIX-17 RETAIL TRADE ETF,'0.41%,,,24.40173,,,,,,,,0.021099999999999997,-0.7205094354275065,-0.07688607391966645,-0.25836880013095437,-0.14094551871185948,11156460.0,-0.016297087897408497,-0.007279590186033971,-0.016297087897408497,0.009596928982725527,,,,36820.0,3.0,2.96,,0.0,,
1631,NEXT FUNDS TOPIX-17 BANKS ETF,'0.4%,,,17.630686,,,,,,,,0.0241,1.1879365393227062,0.2623317704790595,0.9412763147415647,0.6302006440528426,374485870.0,-0.03048006096012192,0.007389812615465822,0.020042757883484766,0.14521452145214522,,,,38170.0,2.2,2.2,,0.0,,
1632,NEXT FUNDS TOPIX-17 FINANCIALS (EX BANKS) ETF,'0.4%,,,10.140616,,,,,,,,0.018500000000000003,-0.21651851507112826,-0.3487884990717379,0.28415740819268925,-0.3015809862278653,45797000.0,-0.01890404402967217,-0.005819592628516004,0.004901960784313725,0.09304185550519861,,,,41000.0,2.2,1.88,,0.0,,
1633,NEXT FUNDS TOPIX-17 REAL ESTATE ETF,'0.4%,,,15.459677,,,,,,,,0.0235,0.7771289819043765,-0.5370141887723627,-0.232450785899588,0.12044567828688774,37085840.0,-0.012752599568373553,-0.018146341463414633,-0.0223431124927142,-0.0996600465199499,,,,50320.0,3.93,3.27,,0.0,,
1655,iShares S&P 500 ETF,'0.066%,,,27.486767,,,,,,,,0.0085,-0.09688039166107397,-0.1444608303973302,-0.22043872779684773,-0.1251388492427791,1112410581.6000001,0.0018433179723502567,-0.004236789012581408,0.016719294295714043,0.04531791619130074,,,,869.6,2.29,2.2,,0.0,,
1656,iShares Core 7-10 Year US Treasury Bond ETF,'0.154%,,,,,,,,,,,0.0365,-0.5007542573521936,-0.587852928360779,-0.535758948585451,0.1910298078973754,28302907.5,0.004401112447727496,0.006616276445803943,0.006616276445803943,0.026341190262059052,,,,319.5,1.79,1.98,,0.0,,
1657,iShares Core MSCI Kokusai ETF,'0.209%,,,24.739946,,,,,,,,0.0105,-0.7454564757887828,-0.6995113529962547,-0.6199118248001428,-0.40577919464775264,9320250.0,0.0004153973968429798,-0.003997794320374966,0.013892786977266348,0.042267743796884014,,,,7225.0,2.47,2.2,,0.0,,
1658,iShares Core MSCI Emerging Markets IMI ETF,'0.253%,,,18.633127,,,,,,,,0.017,0.3662302351063396,0.05001476767863032,0.21416199050935528,0.4710416501715886,60746711.0,0.00670995670995671,0.026484219819024497,0.048230786567500565,0.08162790697674419,,,,4651.0,1.93,1.98,,0.0,,
1659,iShares US REIT ETF,'0.22%,,,29.772755,,,,,,,,0.0207,-0.5942827198254658,-0.09383610878159823,-0.38131925940235556,-0.046793192425460324,46182540.0,0.00025806451612903227,-0.01749049429657795,-0.012484076433121018,0.029208709506107277,,,,3876.0,2.82,2.38,,0.0,,
1678,NEXT FUNDS Nifty 50 Linked Exchange Traded Fund,'1.12%,,,,,,,,,,,0.0412,-0.21294661336400023,-0.17453738985032227,0.14648494201315704,-0.09506628582159916,197719308.0,-0.0018656905849762232,0.005324185004772135,0.03917127336548431,0.01904761904761905,,,,321.0,2.96,3.13,,0.0,,
1699,NEXT FUNDS NOMURA Crude Oil Long Index Linked Exchange,'0.57%,,,,,,,,,,,0.0,-0.8191648242555504,-0.5356325475816395,-0.5790727657811064,-0.7666125889230072,269935295.0,0.027094474153297764,-0.031433894178237345,-0.08771370761143983,-0.06308943089430886,,,,576.2,2.9,3.05,,0.0,,
2012,iShares 0-3 Month US Treasury Bond ETF,'0.154%,,,,,,,,,,,0.0,-0.4796541511338964,-0.49793683073355,-0.16008867351875222,-0.3141898933164414,86321290.8,0.004118603524189532,0.00702186639250853,0.007438016528925667,0.03305084745762717,,,,243.8,1.79,1.99,,0.0,,
2013,iShares US High Dividend ETF,'0.121%,,,22.377487,,,,,,,,0.0256,-0.4804549601920617,-0.6142678934575574,-0.6911052788284463,-0.6403937793694763,39870037.199999996,-0.006466943063005271,-0.01484977379088905,-0.015514333895446956,0.04027082555484939,,,,291.9,3.32,2.5,,0.0,,
2014,iShares US Dividend Growth ETF,'0.121%,,,23.403103,,,,,,,,0.0161,-0.34591316133013056,-0.639926085793957,-0.557892998678996,0.024941310429171904,31372254.9,-0.004193548387096811,-0.006437116602681615,0.0025982660583766517,0.06009622050460689,,,,308.7,2.65,2.5,,0.0,,
2018,GLOBAL X JAPAN CO LTD US REIT T,'0.4125%,,,31.331758,,,,,,,,0.0217,-0.986663915811702,-0.4885950377488731,-0.385602319514924,0.2695489447135012,12664904.0,-0.0015503875968992248,-0.02127659574468085,-0.018292682926829267,0.0189873417721519,,,,1288.0,3.05,2.23,,0.0,,
2019,GLOBAL X JAPAN CO LTD US PREFER,'0.2575%,,,,,,,,,,,0.0533,-0.3638277677939072,-0.35821435961100767,-0.24599907504815338,-0.005988035656519264,2701260.0,0.0019138755980861245,0.005763688760806916,0.013552758954501452,0.022469652483481473,,,,1047.0,2.11,1.99,,0.0,,
2083,NEXT FUNDS Japan Growth Equity Active Exchange Traded Fund,'0.74%,,,20.58171,,,,,,,,0.0083,0.5432080223189671,1.6914641615477457,0.9045259913049997,0.7573535634430452,44791530.0,-0.013009757317988492,0.011019989748846746,0.04447974583002383,0.12746498999714204,,,,3945.0,2.47,2.14,,0.0,,
2084,NEXT FUNDS Japan High Dividend Equity Active Exchange Traded Fund,'0.56%,,,13.58639,,,,,,,,0.023700000000000002,0.37488442213456485,-0.24211014282315485,0.21034113448075972,-0.19364450779724746,65823867.0,-0.004509283819628647,0.011590296495956873,0.047446274072006696,0.07259216919119749,,,,3753.0,2.38,1.9,,0.0,,
2095,Global X S&P 500 Dividend Aristocrats ETF (JPY Hedged),,,,22.561506,,,,,,,,0.0189,-0.6733068643847531,-0.9895523251967983,-0.46199337865901147,9.899031609773848,85915125.0,-0.005305039787798408,-0.014022787028921999,-0.00706090026478376,0.013543385507649304,,,,1125.0,2.55,2.57,,0.0,,
2096,Global X Office J-REIT ETF,'0.3025%,,,20.481043,,,,,,,,0.0726,-0.9921029149315883,-0.9336302533813441,0.0594919429187742,-0.38807291476790123,17054842.0,-0.0020242914979757085,0.003051881993896236,-0.014,-0.04085603112840467,,,,986.0,3.8,3.86,,0.0,,
2097,Global X Residential J-REIT ETF,'0.3025%,,,22.035343,,,,,,,,0.035,-0.49084589734855955,-0.5598812410188378,0.9411990159612216,0.7828867944798878,22089444.0,0.007329842931937173,0.0020833333333333333,-0.023350253807106598,-0.07142857142857142,,,,962.0,3.62,3.77,,0.0,,
2098,Global X Hotel & Retail J-REIT ETF,'0.3025%,,,17.126165,,,,,,,,0.11359999999999999,-0.7673947021909843,-0.44163344247832653,0.8482971727139906,0.11755220039604626,18543235.0,0.0,-0.014447884416924664,-0.020512820512820513,-0.030456852791878174,,,,955.0,3.84,3.86,,0.0,,
2236,Global X S&P 500 Dividend Aristocrats ETF,'0.3025%,,,22.942652,,,,,,,,0.0179,0.32594134810895914,-0.34831696971565007,-0.1900472541212359,-0.21463845727145603,59995852.0,0.004178272980501393,-0.005517241379310344,0.0,0.051753959926403977,,,,1442.0,2.11,2.26,,0.0,,
2243,Global X Semiconductor ETF,'0.4125%,,,52.51117,,,,,,,,0.0012,0.019524407764206032,0.3196292952011334,0.6810464312769555,1.097549807832092,4207406265.0,0.026929641570263608,0.016138112216175643,0.08386709367493995,0.2871404801521274,,,,5415.0,1.88,1.9,,0.0,,
2244,Global X Japan- Global X US Tech Top 20 ETF,'0.4125%,,,34.366707,,,,,,,,0.0,-0.47357822767744834,0.09371336994676836,0.08702792415226417,0.06441247839676656,905400870.0,0.008976157082748949,-0.00909090909090909,0.026541095890410957,0.05175438596491228,,,,3597.0,2.29,2.14,,0.0,,
2245,"Nomura Asset Management Co., Ltd. - Next Bloomberg Germany Treasury Bond 7-10 Year Index Etf Fund",'0.18%,,,,,,,,,,,0.023799999999999998,-1.0,-1.0,-0.9917733089579525,-0.3996101364522417,35510.0,-1.718815966588125e-08,-1.718815966588125e-08,0.005949008498583634,-0.00078652986034606,,,,710.2,3.8,4.01,,0.0,,
2246,"Nomura Asset Management Co., Ltd. - Next Bloomberg France Treasury Bond 7-10 Year Index Etf Fund",'0.35%,,,,,,,,,,,0.03,-0.9908190258830852,-0.9903878583473862,-0.9864356178608515,-0.995730009056332,120120.0,-0.0022327318454473275,0.0012603619168646612,0.008604846065535689,0.0041532274516916864,,,,715.0,4.21,3.86,,0.0,,
2250,iShares MSCI Japan Climate Action ETF,'0.088%,,,19.477806,,,,,,,,0.0183,-0.911504424778761,0.35223880597014917,0.07154405820533553,0.2387197963312344,503311.9,-0.0042701151718863035,0.02191178790124749,0.05425263191479919,0.06630467707404196,,,,373.1,2.02,1.8,,0.0,,
2251,"Nomura Asset Management Co.,Ltd.-Next Funds JPX JGB Futures Double Inverse Index Exchange Traded Fun",'0.49%,,,,,,,,,,,0.0,0.6969563125901955,-0.8206942429527622,-0.2483788246363309,-0.01148520947893238,98783566.0,0.004664391353811175,-0.0006789772533019472,0.00011325028312573357,0.008105022831050255,,,,883.1,2.78,2.41,,0.0,,
2252,GLOBAL X JAPAN CO LTD MORNINGST,'0.4125%,,,20.532835,,,,,,,,0.0079,-0.8033674586696504,-0.9567057476981342,-0.9556362419451172,-0.32488057365562245,4618426.0,0.0,-0.013908205841446454,0.00424929178470255,0.04341427520235467,,,,1418.0,2.29,2.23,,0.0,,
2253,Global X Japan - Global X Super Dividend U.S. ETF,'0.4775%,,,12.849754,,,,,,,,0.054000000000000006,-0.5064205414397253,0.8128097467615113,1.5015115927536566,0.6887465606381457,27898470.0,0.003869969040247678,-0.014437689969604863,-0.018910741301059002,0.0021575814488175933,,,,1297.0,3.72,3.03,,0.0,,
2254,Global X Japan - Global X China Electric Vehicle and Battery ETF Fund,'0.7075%,,,29.150322,,,,,,,,0.0,-0.9329609353755326,-0.7294051835424183,-0.26218715048285185,-0.0694093331232526,76474002.0,0.0008156606851549756,-0.016826923076923076,0.0,-0.09911894273127753,,,,1227.0,3.35,3.24,,0.0,,
2255,iShares 20+ Year US Treasury Bond ETF,'0.154%,,,,,,,,,,,0.0383,-0.5384133327536046,-0.39133981564791614,0.17712180245593556,0.13867009452491663,29098153.6,0.002806346771178216,0.01804365520586253,0.01419113618794443,0.04229461925537556,,,,214.4,1.88,1.9,,0.0,,
2256,iShares US Aggregate Bond ETF,'0.088%,,,,,,,,,,,0.0325,-0.6797832653138669,3.6147037333316536,1.625325766020909,-0.058301048413274534,47749365.6,0.002204572052532535,0.0035320088300221254,0.004862966695837402,0.028506787330316793,,,,227.3,2.16,1.99,,0.0,,
2257,iShares USD Investment Grade Corporate Bond ETF,'0.099%,,,,,,,,,,,0.0384,-0.982273373884038,8.600508224493142,3.9112482662968104,0.8228102694918165,40059909.699999996,0.002618916981666359,0.005691795701644385,0.006132268635689783,0.031432434430543235,,,,229.7,1.79,1.8,,0.0,,
2258,iShares USD High Yield Corporate Bond ETF,'0.209%,,,11.8049,,,,,,,,0.0605,-0.34267941695292925,-0.4538082463628389,0.7290719188723482,-0.09115453020805118,17940324.0,0.0047743321729853995,0.005210581555973749,0.006959574362738129,0.033482142857142856,,,,231.5,1.79,1.9,,0.0,,
2259,iShares 7-10 Year France Government Bond JPY Hedged ETF,,,,,,,,,,,,0.0305,-0.9715774156111214,-0.9994326517855543,0.01638358595036019,0.9161217072629689,11551898.8,-0.00320167511219764,-1.6337032929735805e-08,0.003222358010696456,0.004301075268817265,,,,186.8,2.82,3.13,,0.0,,
2510,NEXT FUNDS Japan Bond NOMURA-BPI Exchange Traded Fund,'0.09%,,,,,,,,,,,0.0091,-0.9761237648977281,-0.024380702025668763,-0.5017073430210159,0.053280298729600085,100773200.0,-0.0024509803921568627,-0.0009818210664627766,-0.0007365278712486343,-0.0037938755091927717,,,,814.0,3.49,3.62,,0.0,,
2511,NEXT FUNDS International Bond FTSE World Government Bd Idx ex Jpn UnHdg ETF,'0.17%,,,,,,,,,,,0.0285,-0.8961291158511896,1.239589411053619,0.33629651348757866,0.4418795053345084,212111728.5,0.0,0.0020903010033444815,0.0033486814566764337,0.022174840085287847,,,,1198.5,1.93,2.2,,0.0,,
