Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
,GLOBAL X SILVER MINERS ETF,US37954Y8488,XNYS,USD,21995,97.53
,nan,CASHUSDJPY01,,USD,3108.87,0.006283775
ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date,,
579A,Global X Silver Miners ETF,63503.0,320000,20260824,,
,,,,,,
