Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
TOPT,ISHARES TOP 20 U.S. STOCKS E CL1,Other,Equity,"2,242,628,796.19",99.88,"2,242,628,796.19","423,273.00","5,298.89",United States,New York Stock Exchange Inc.,JPY,0.01,USD
JPY,JPY CASH,Cash and/or Derivatives,Cash,"2,379,164.00",0.11,"2,379,164.00","2,379,164.00",100.00,Japan,-,JPY,1.00,JPY
USD,USD CASH,Cash and/or Derivatives,Cash,"357,617.20",0.02,"357,617.20","2,250.00","15,898.25",United States,-,JPY,0.01,USD
 ,,,,,,,,,,,,,
Fund Holdings as of,2026/08/21,,,,,,,,,,,,
 ,,,,,,,,,,,,,
