Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
,GLOBAL X US PREFERRED ETF,US37954Y6573,XNYS,USD,2638539,18.42
,nan,CASHUSDJPY01,,USD,51108.05,0.006283775
ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date,,
2866,Global X U.S. Preferred Security ETF,-227419.0,7870000,20260824,,
,,,,,,
