No.,種別 （Sector）,Sector,銘柄コード （Code）,ISINコード,銘柄 （Name）,Name,残高数量 Quantity,単価 Price,評価金額(円） Valuation (yen),純資産比率 % of NAV,クーポン Coupon,修正デュレーション Modified Duration,償還日 Maturity Date,MOTHER FUND/DIRECT
1,国債証券,Government bond,B.0067.378,JP1103781R44,国庫債券　利付（１０年）第３７８回,JAPAN (10 YEAR ISSUE),4424158129.858601,90.71200000000002,4013242322.757255,0.01924000495174196,1.4,7.98895966808531,2035-03-20 00:00:00,MOTHER FUND
2,国債証券,Government bond,B.0067.362,JP1103621M43,国庫債券　利付（１０年）第３６２回,JAPAN (10 YEAR ISSUE),3716292829.0813003,91.71900000000001,3408546619.904942,0.016341015211899308,0.1,4.58252366566624,2031-03-20 00:00:00,MOTHER FUND
3,国債証券,Government bond,B.0045.174,JP1051741QB7,国庫債券　利付（５年）第１７４回,JAPAN (5 YEAR ISSUE),3391854566.2249002,96.98300000000002,3289522313.9618516,0.015770397229841006,0.7,3.07655173928102,2029-09-20 00:00:00,MOTHER FUND
4,国債証券,Government bond,B.0067.371,JP1103711P74,国庫債券　利付（１０年）第３７１回,JAPAN (10 YEAR ISSUE),3391854566.2249,87.82700000000001,2978964109.8783107,0.014281540862885756,0.4,6.71302845717577,2033-06-20 00:00:00,MOTHER FUND
5,国債証券,Government bond,B.0045.157,JP1051571P41,国庫債券　利付（５年）第１５７回,JAPAN (5 YEAR ISSUE),2801966815.5771,98.051,2747356482.34146,0.013171183814321424,0.2,1.62526332285253,2028-03-20 00:00:00,MOTHER FUND
6,国債証券,Government bond,B.0045.177,JP1051771R39,国庫債券　利付（５年）第１７７回,JAPAN (5 YEAR ISSUE),2728230846.7461004,97.84700000000001,2669492036.615641,0.012797891548156907,1.1,3.30233268698198,2029-12-20 00:00:00,MOTHER FUND
7,国債証券,Government bond,B.0045.181,JP1051811RA8,国庫債券　利付（５年）第１８１回,JAPAN (5 YEAR ISSUE),2330056615.0588,97.62600000000002,2274741071.0173187,0.010905404147197133,1.3,3.98553334773449,2030-09-20 00:00:00,MOTHER FUND
8,国債証券,Government bond,B.0045.183,JP1051831S10,国庫債券　利付（５年）第１８３回,JAPAN (5 YEAR ISSUE),2300562227.5266004,98.54700000000001,2267135058.360467,0.010868939934619933,1.6,4.2065513007212,2030-12-20 00:00:00,MOTHER FUND
9,国債証券,Government bond,B.0067.375,JP1103751Q74,国庫債券　利付（１０年）第３７５回,JAPAN (10 YEAR ISSUE),2448034165.1884007,90.04300000000002,2204283403.3605704,0.010567620937118587,1.1,7.45352557931908,2034-06-20 00:00:00,MOTHER FUND
10,国債証券,Government bond,B.0067.360,JP1103601LA4,国庫債券　利付（１０年）第３６０回,JAPAN (10 YEAR ISSUE),2359551002.5911,92.90800000000002,2192211645.4874372,0.01050974736194515,0.1,4.09163128843468,2030-09-20 00:00:00,MOTHER FUND
11,国債証券,Government bond,B.0042.484,JP1024841S56,国庫債券　利付（２年）第４８４回,JAPAN (2 YEAR ISSUE),2138343096.0984,99.898,2136161986.1402633,0.01024103801507417,1.4,1.7214966803731,2028-05-01 00:00:00,MOTHER FUND
12,国債証券,Government bond,B.0067.377,JP1103771R12,国庫債券　利付（１０年）第３７７回,JAPAN (10 YEAR ISSUE),2330056615.0589,89.68700000000001,2089757876.3477938,0.01001857068557215,1.2,7.86540899539174,2034-12-20 00:00:00,MOTHER FUND
13,国債証券,Government bond,B.0045.162,JP1051621PA5,国庫債券　利付（５年）第１６２回,JAPAN (5 YEAR ISSUE),2138343096.0983,97.42000000000002,2083173844.2189403,0.009987005980385212,0.3,2.115928185086,2028-09-20 00:00:00,MOTHER FUND
14,国債証券,Government bond,B.0067.364,JP1103641MA8,国庫債券　利付（１０年）第３６４回,JAPAN (10 YEAR ISSUE),2123595902.3320003,90.52500000000002,1922385190.5861213,0.009216164290976846,0.1,5.0729961447895,2031-09-20 00:00:00,MOTHER FUND
15,国債証券,Government bond,B.0067.370,JP1103701P43,国庫債券　利付（１０年）第３７０回,JAPAN (10 YEAR ISSUE),2153090289.8645,89.11000000000001,1918618757.2982302,0.009198107520594826,0.5,6.44493375696906,2033-03-20 00:00:00,MOTHER FUND
16,国債証券,Government bond,B.0045.178,JP1051781R45,国庫債券　利付（５年）第１７８回,JAPAN (5 YEAR ISSUE),1917135189.6053002,97.16,1862688550.2205627,0.008929970843418813,1,3.53741200877007,2030-03-20 00:00:00,MOTHER FUND
17,国債証券,Government bond,B.0045.179,JP1051791R76,国庫債券　利付（５年）第１７９回,JAPAN (5 YEAR ISSUE),1902387995.8391,96.80000000000001,1841511579.9723065,0.008828445697496547,1,3.78351687927713,2030-06-20 00:00:00,MOTHER FUND
18,国債証券,Government bond,B.0067.369,JP1103691P11,国庫債券　利付（１０年）第３６９回,JAPAN (10 YEAR ISSUE),2005618352.2026,89.66,1798237414.5847821,0.008620983728001907,0.5,6.21576395830535,2032-12-20 00:00:00,MOTHER FUND
19,国債証券,Government bond,B.0042.481,JP1024811S29,国庫債券　利付（２年）第４８１回,JAPAN (2 YEAR ISSUE),1769663251.9435,99.86700000000002,1767309599.8183222,0.008472711766979522,1.3,1.47316527411151,2028-02-01 00:00:00,MOTHER FUND
20,国債証券,Government bond,B.0067.363,JP1103631M74,国庫債券　利付（１０年）第３６３回,JAPAN (10 YEAR ISSUE),1917135189.6054,91.10700000000001,1746644357.1937513,0.008373639909750496,0.1,4.82836065956272,2031-06-20 00:00:00,MOTHER FUND
21,国債証券,Government bond,B.0067.372,JP1103721PA1,国庫債券　利付（１０年）第３７２回,JAPAN (10 YEAR ISSUE),1917135189.6054,89.738,1720398776.44805,0.00824781518677147,0.8,6.83759713467254,2033-09-20 00:00:00,MOTHER FUND
22,国債証券,Government bond,B.0067.359,JP1103591L73,国庫債券　利付（１０年）第３５９回,JAPAN (10 YEAR ISSUE),1813904833.242,93.47900000000001,1695620099.0662787,0.008129022989046575,0.1,3.84625349866836,2030-06-20 00:00:00,MOTHER FUND
23,国債証券,Government bond,B.0067.356,JP1103561KA2,国庫債券　利付（１０年）第３５６回,JAPAN (10 YEAR ISSUE),1769663251.9434,95.17200000000001,1684223910.13957,0.008074388179147974,0.1,3.10811376884639,2029-09-20 00:00:00,MOTHER FUND
24,国債証券,Government bond,B.0067.350,JP1103501J35,国庫債券　利付（１０年）第３５０回,JAPAN (10 YEAR ISSUE),1718048073.7617,97.89200000000001,1681831620.3668203,0.008062919231256961,0.1,1.62677890198086,2028-03-20 00:00:00,MOTHER FUND
25,国債証券,Government bond,B.0067.379,JP1103791R75,国庫債券　利付（１０年）第３７９回,JAPAN (10 YEAR ISSUE),1828652027.0082002,91.01400000000001,1664329355.86123,0.007979011101950954,1.5,8.19919398003374,2035-06-20 00:00:00,MOTHER FUND
26,国債証券,Government bond,B.0067.376,JP1103761QA5,国庫債券　利付（１０年）第３７６回,JAPAN (10 YEAR ISSUE),1784410445.7096,88.02700000000002,1570762983.04479,0.007530441757883035,0.9,7.71742391182228,2034-09-20 00:00:00,MOTHER FUND
27,国債証券,Government bond,B.0045.175,JP1051751R17,国庫債券　利付（５年）第１７５回,JAPAN (5 YEAR ISSUE),1592696926.7491002,97.193,1547989924.015219,0.0074212647550365605,0.9,3.31241201884421,2029-12-20 00:00:00,MOTHER FUND
28,国債証券,Government bond,B.0045.163,JP1051631PB2,国庫債券　利付（５年）第１６３回,JAPAN (5 YEAR ISSUE),1548455345.4505,97.62700000000001,1511710500.1029403,0.007247336484680082,0.4,2.11342254286058,2028-09-20 00:00:00,MOTHER FUND
29,国債証券,Government bond,B.0045.168,JP1051681Q54,国庫債券　利付（５年）第１６８回,JAPAN (5 YEAR ISSUE),1548455345.4505,97.368,1507700000.7582202,0.007228109629921319,0.6,2.5959197194616,2029-03-20 00:00:00,MOTHER FUND
30,国債証券,Government bond,B.0045.170,JP1051701Q76,国庫債券　利付（５年）第１７０回,JAPAN (5 YEAR ISSUE),1548455345.4506001,97.10000000000001,1503550140.4324172,0.007208214660518466,0.6,2.84308739826227,2029-06-20 00:00:00,MOTHER FUND
31,国債証券,Government bond,B.0067.368,JP1103681NA2,国庫債券　利付（１０年）第３６８回,JAPAN (10 YEAR ISSUE),1666432895.5801,88.524,1475193056.4832757,0.007072267116931414,0.2,6.03094408695078,2032-09-20 00:00:00,MOTHER FUND
32,国債証券,Government bond,B.0042.483,JP1024831S41,国庫債券　利付（２年）第４８３回,JAPAN (2 YEAR ISSUE),1474719376.6196,99.943,1473878786.5748322,0.007065966336287547,1.4,1.63736459786646,2028-04-01 00:00:00,MOTHER FUND
33,国債証券,Government bond,B.0045.172,JP1051721Q98,国庫債券　利付（５年）第１７２回,JAPAN (5 YEAR ISSUE),1474719376.6196,96.82500000000002,1427897036.4118361,0.0068455238537070305,0.5,2.84682483573398,2029-06-20 00:00:00,MOTHER FUND
34,国債証券,Government bond,B.0045.173,JP1051731QA0,国庫債券　利付（５年）第１７３回,JAPAN (5 YEAR ISSUE),1474719376.6195002,96.686,1425847176.478333,0.006835696558941565,0.6,3.08174589068654,2029-09-20 00:00:00,MOTHER FUND
35,国債証券,Government bond,B.0067.382,JP1103821S45,国庫債券　利付（１０年）第３８２回,JAPAN (10 YEAR ISSUE),1445224989.0872002,97.077,1402981062.6560984,0.006726073439332722,2.4,8.45327293851407,2036-03-20 00:00:00,MOTHER FUND
36,国債証券,Government bond,B.0067.361,JP1103611M11,国庫債券　利付（１０年）第３６１回,JAPAN (10 YEAR ISSUE),1518960957.9182,92.309,1402137670.644607,0.006722030108486404,0.1,4.33758530851104,2030-12-20 00:00:00,MOTHER FUND
37,国債証券,Government bond,B.0067.374,JP1103741Q44,国庫債券　利付（１０年）第３７４回,JAPAN (10 YEAR ISSUE),1563202539.2166998,88.514,1383653095.5622394,0.006633412654688783,0.8,7.29541774326087,2034-03-20 00:00:00,MOTHER FUND
38,国債証券,Government bond,B.0069.196,JP1201961S47,国庫債券　利付（２０年）第１９６回,JAPAN (20 YEAR ISSUE),1356741826.49,95.988,1302309344.4111679,0.0062434401464090865,3.4,13.9245497505549,2046-03-20 00:00:00,MOTHER FUND
39,国債証券,Government bond,B.0067.373,JP1103731Q12,国庫債券　利付（１０年）第３７３回,JAPAN (10 YEAR ISSUE),1474719376.6195,87.77800000000002,1294479174.40907,0.006205901294404297,0.6,7.13410681188388,2033-12-20 00:00:00,MOTHER FUND
40,国債証券,Government bond,B.0069.195,JP1201951S15,国庫債券　利付（２０年）第１９５回,JAPAN (20 YEAR ISSUE),1341994632.7238,93.40700000000001,1253516926.5882726,0.00600952295800592,3.2,14.0853598267266,2045-12-20 00:00:00,MOTHER FUND
41,国債証券,Government bond,B.0045.167,JP1051671Q49,国庫債券　利付（５年）第１６７回,JAPAN (5 YEAR ISSUE),1268258663.8928,96.852,1228333881.15343,0.005888792167313613,0.4,2.60334292532316,2029-03-20 00:00:00,MOTHER FUND
42,国債証券,Government bond,B.0069.164,JP1201641J38,国庫債券　利付（２０年）第１６４回,JAPAN (20 YEAR ISSUE),1622191314.2816,75.425,1223537798.796785,0.005865799125560926,0.5,11.0641957719888,2038-03-20 00:00:00,MOTHER FUND
43,国債証券,Government bond,B.0069.162,JP1201621H91,国庫債券　利付（２０年）第１６２回,JAPAN (20 YEAR ISSUE),1548455345.4505,77.76600000000002,1204171783.9430206,0.0057729559350141995,0.6,10.5451928413903,2037-09-20 00:00:00,MOTHER FUND
44,国債証券,Government bond,B.0069.160,JP1201601H38,国庫債券　利付（２０年）第１６０回,JAPAN (20 YEAR ISSUE),1430477795.3209999,80.078,1145498008.9370866,0.005491666236844174,0.7,10.0380833859403,2037-03-20 00:00:00,MOTHER FUND
45,国債証券,Government bond,B.0069.163,JP1201631HC6,国庫債券　利付（２０年）第１６３回,JAPAN (20 YEAR ISSUE),1400983407.7884998,77.08700000000002,1079976079.561944,0.005177545597161663,0.6,10.788236351329,2037-12-20 00:00:00,MOTHER FUND
46,国債証券,Government bond,B.0067.355,JP1103551K72,国庫債券　利付（１０年）第３５５回,JAPAN (10 YEAR ISSUE),1106039532.4646,95.69900000000001,1058468772.1733251,0.00507443677208295,0.1,2.86186442006828,2029-06-20 00:00:00,MOTHER FUND
47,国債証券,Government bond,B.0069.165,JP1201651J76,国庫債券　利付（２０年）第１６５回,JAPAN (20 YEAR ISSUE),1400983407.7884998,74.702,1046562625.2861863,0.005017357157486608,0.5,11.3068950195583,2038-06-20 00:00:00,MOTHER FUND
48,国債証券,Government bond,B.0045.165,JP1051651Q27,国庫債券　利付（５年）第１６５回,JAPAN (5 YEAR ISSUE),1061797951.166,97.01800000000001,1030135136.2622701,0.004938601641436013,0.3,2.36279488107466,2028-12-20 00:00:00,MOTHER FUND
49,国債証券,Government bond,B.0069.153,JP1201531F68,国庫債券　利付（２０年）第１５３回,JAPAN (20 YEAR ISSUE),1150281113.7632,89.42800000000001,1028673394.4161601,0.00493159386116871,1.3,8.26675814926712,2035-06-20 00:00:00,MOTHER FUND
50,国債証券,Government bond,B.0045.184,JP1051841S42,国庫債券　利付（５年）第１８４回,JAPAN (5 YEAR ISSUE),1032303563.6337,99.17300000000002,1023766413.1624027,0.004908069155699259,1.8,4.39897814501486,2031-03-20 00:00:00,MOTHER FUND
51,国債証券,Government bond,B.0057.2,JP1470021Q71,国庫債券　ＣＴ利付（５年）第２回,JAPAN (5 YEAR ISSUE),1032303563.6336,96.905,1000353768.3391912,0.004795825895486035,0.5,2.84724411631063,2029-06-20 00:00:00,MOTHER FUND
52,国債証券,Government bond,B.0069.161,JP1201611H69,国庫債券　利付（２０年）第１６１回,JAPAN (20 YEAR ISSUE),1253511470.1266,78.47900000000001,983743266.6406381,0.004716192992902792,0.6,10.3409384420191,2037-06-20 00:00:00,MOTHER FUND
53,国債証券,Government bond,B.0069.158,JP1201581G90,国庫債券　利付（２０年）第１５８回,JAPAN (20 YEAR ISSUE),1234340118.2306,79.67700000000002,983485176.0025356,0.004714955672861853,0.5,9.70268769919241,2036-09-20 00:00:00,MOTHER FUND
54,国債証券,Government bond,B.0045.158,JP1051581P56,国庫債券　利付（５年）第１５８回,JAPAN (5 YEAR ISSUE),958567594.8027,97.89200000000001,938360989.904238,0.004498624463791455,0.1,1.62677890198086,2028-03-20 00:00:00,MOTHER FUND
55,国債証券,Government bond,B.0067.357,JP1103571L10,国庫債券　利付（１０年）第３５７回,JAPAN (10 YEAR ISSUE),988061982.3350999,94.582,934528784.132154,0.0044802523715774135,0.1,3.35419812780327,2029-12-20 00:00:00,MOTHER FUND
56,国債証券,Government bond,B.0069.159,JP1201591GC4,国庫債券　利付（２０年）第１５９回,JAPAN (20 YEAR ISSUE),1166503026.9060001,79.864,931615977.4082303,0.004466287997815587,0.6,9.89079568860824,2036-12-20 00:00:00,MOTHER FUND
57,国債証券,Government bond,B.0069.167,JP1201671K12,国庫債券　利付（２０年）第１６７回,JAPAN (20 YEAR ISSUE),1268258663.8928,73.26300000000002,929164344.927763,0.0044545345532761025,0.5,11.7551851368256,2038-12-20 00:00:00,MOTHER FUND
58,国債証券,Government bond,B.0058.2,JP1480021Q54,国庫債券　ＣＴ利付（１０年）第２回,JAPAN (10 YEAR ISSUE),1032303563.6336,89.84400000000001,927462813.711019,0.004446377191621148,1,7.23717908917326,2034-03-20 00:00:00,MOTHER FUND
59,国債証券,Government bond,B.0067.381,JP1103811S13,国庫債券　利付（１０年）第３８１回,JAPAN (10 YEAR ISSUE),973314788.5689,94.94000000000001,924065060.267287,0.0044300879202976845,2.1,8.408698726003,2035-12-20 00:00:00,MOTHER FUND
60,国債証券,Government bond,B.0058.1,JP1480011Q23,国庫債券　ＣＴ利付（１０年）第１回,JAPAN (10 YEAR ISSUE),1032303563.6336999,88.39800000000001,912535704.1808766,0.004374814689739174,0.7,7.10744896749309,2033-12-20 00:00:00,MOTHER FUND
61,国債証券,Government bond,B.0069.175,JP1201751M13,国庫債券　利付（２０年）第１７５回,JAPAN (20 YEAR ISSUE),1297753051.4251,67.861,880668198.2276301,0.004222037727116374,0.5,13.5242458456801,2040-12-20 00:00:00,MOTHER FUND
62,国債証券,Government bond,B.0045.155,JP1051551P11,国庫債券　利付（５年）第１５５回,JAPAN (5 YEAR ISSUE),884831625.9717,98.569,872169685.4040481,0.00418129475281827,0.3,1.37752644799925,2027-12-20 00:00:00,MOTHER FUND
63,国債証券,Government bond,B.0069.194,JP1201941RA2,国庫債券　利付（２０年）第１９４回,JAPAN (20 YEAR ISSUE),1002809176.1011001,86.852,870959825.6274686,0.004175494527907776,2.7,14.2884934514549,2045-09-20 00:00:00,MOTHER FUND
64,国債証券,Government bond,B.0067.358,JP1103581L42,国庫債券　利付（１０年）第３５８回,JAPAN (10 YEAR ISSUE),884831625.9717001,94.01900000000002,831909846.4223351,0.003988283855626218,0.1,3.59994232734434,2030-03-20 00:00:00,MOTHER FUND
65,国債証券,Government bond,B.0067.380,JP1103801RA7,国庫債券　利付（１０年）第３８０回,JAPAN (10 YEAR ISSUE),884831625.9717,92.13400000000001,815230770.2727675,0.003908322198218078,1.7,8.30346583195222,2035-09-20 00:00:00,MOTHER FUND
66,国債証券,Government bond,B.0045.185,JP1051851S56,国庫債券　利付（５年）第１８５回,JAPAN (5 YEAR ISSUE),811095657.1407001,100.042,811436317.316725,0.003890131097907631,2,4.37927050205706,2031-03-20 00:00:00,MOTHER FUND
67,国債証券,Government bond,B.0067.349,JP1103491HC4,国庫債券　利付（１０年）第３４９回,JAPAN (10 YEAR ISSUE),811095657.1407,98.298,797290809.056193,0.0038223156940297614,0.1,1.37903922584783,2027-12-20 00:00:00,MOTHER FUND
68,国債証券,Government bond,B.0069.147,JP1201471DC6,国庫債券　利付（２０年）第１４７回,JAPAN (20 YEAR ISSUE),811095657.1407,94.50900000000001,766558394.60713,0.003674980507508376,1.6,6.88834526314898,2033-12-20 00:00:00,MOTHER FUND
69,国債証券,Government bond,B.0042.476,JP1024761R95,国庫債券　利付（２年）第４７６回,JAPAN (2 YEAR ISSUE),766854075.8422,99.60000000000001,763786659.5387733,0.0036616924495863064,0.9,1.07413204066128,2027-09-01 00:00:00,MOTHER FUND
70,国債証券,Government bond,B.0069.177,JP1201771M76,国庫債券　利付（２０年）第１７７回,JAPAN (20 YEAR ISSUE),1145856955.6333,65.44300000000001,749883167.4751366,0.0035950373027904135,0.4,14.0869449143814,2041-06-20 00:00:00,MOTHER FUND
71,国債証券,Government bond,B.0069.176,JP1201761M45,国庫債券　利付（２０年）第１７６回,JAPAN (20 YEAR ISSUE),1106039532.4646,67.23600000000002,743656740.047917,0.0035651870009902813,0.5,13.7179808372795,2041-03-20 00:00:00,MOTHER FUND
72,国債証券,Government bond,B.0042.478,JP1024781RB5,国庫債券　利付（２年）第４７８回,JAPAN (2 YEAR ISSUE),737359688.3098,99.60100000000001,734417623.1533971,0.003520893474583394,1,1.23915853708942,2027-11-01 00:00:00,MOTHER FUND
73,国債証券,Government bond,B.0069.173,JP1201731L76,国庫債券　利付（２０年）第１７３回,JAPAN (20 YEAR ISSUE),1076545144.9322002,68.05300000000001,732621267.4807354,0.0035122815121705797,0.4,13.193919668956,2040-06-20 00:00:00,MOTHER FUND
74,国債証券,Government bond,B.0045.164,JP1051641Q12,国庫債券　利付（５年）第１６４回,JAPAN (5 YEAR ISSUE),737359688.3098,96.78900000000002,713683068.7181262,0.003421489327531368,0.2,2.36532521673304,2028-12-20 00:00:00,MOTHER FUND
75,国債証券,Government bond,B.0069.168,JP1201681K44,国庫債券　利付（２０年）第１６８回,JAPAN (20 YEAR ISSUE),988061982.335,71.537,706829900.3030366,0.003388634348031686,0.4,12.0500103949224,2039-03-20 00:00:00,MOTHER FUND
76,国債証券,Government bond,B.0069.174,JP1201741LA9,国庫債券　利付（２０年）第１７４回,JAPAN (20 YEAR ISSUE),1042626599.2701001,67.37600000000002,702480097.5241488,0.0033677808285393963,0.4,13.3987004014189,2040-09-20 00:00:00,MOTHER FUND
77,国債証券,Government bond,B.0069.183,JP1201831P14,国庫債券　利付（２０年）第１８３回,JAPAN (20 YEAR ISSUE),943820401.0365,74.15900000000002,699927771.204646,0.003355544644657044,1.4,14.0738013718596,2042-12-20 00:00:00,MOTHER FUND
78,国債証券,Government bond,B.0067.365,JP1103651N11,国庫債券　利付（１０年）第３６５回,JAPAN (10 YEAR ISSUE),752106882.0759,89.917,676271945.156229,0.0032421355420648064,0.1,5.31880740545857,2031-12-20 00:00:00,MOTHER FUND
79,国債証券,Government bond,B.0045.171,JP1051711Q82,国庫債券　利付（５年）第１７１回,JAPAN (5 YEAR ISSUE),693118107.0112,96.563,669295637.6731927,0.0032086902178795787,0.4,2.8506526311614,2029-06-20 00:00:00,MOTHER FUND
80,国債証券,Government bond,B.0069.178,JP1201781MA3,国庫債券　利付（２０年）第１７８回,JAPAN (20 YEAR ISSUE),1002809176.1013,65.982,661673550.5751356,0.0031721489423434243,0.5,14.1512559292029,2041-09-20 00:00:00,MOTHER FUND
81,国債証券,Government bond,B.0069.151,JP1201511EC7,国庫債券　利付（２０年）第１５１回,JAPAN (20 YEAR ISSUE),737359688.3098,89.68700000000001,661315783.654368,0.0031704337612570234,1.2,7.86540899539174,2034-12-20 00:00:00,MOTHER FUND
82,国債証券,Government bond,B.0069.148,JP1201481E36,国庫債券　利付（２０年）第１４８回,JAPAN (20 YEAR ISSUE),707865300.7774,93.35400000000001,660820572.887699,0.003168059656521598,1.5,7.10086932512743,2034-03-20 00:00:00,MOTHER FUND
83,国債証券,Government bond,B.0069.193,JP1201931R78,国庫債券　利付（２０年）第１９３回,JAPAN (20 YEAR ISSUE),781601269.6084,84.45500000000001,660101352.2477207,0.0031646116193582026,2.5,14.4579396119332,2045-06-20 00:00:00,MOTHER FUND
84,国債証券,Government bond,B.0069.188,JP1201881Q46,国庫債券　利付（２０年）第１８８回,JAPAN (20 YEAR ISSUE),884831625.9717,74.343,657810375.6961432,0.0031536283802084688,1.6,14.6111865753902,2044-03-20 00:00:00,MOTHER FUND
85,国債証券,Government bond,B.0069.180,JP1201801N46,国庫債券　利付（２０年）第１８０回,JAPAN (20 YEAR ISSUE),958567594.8027,68.37300000000002,655401421.5944351,0.003142079541359999,0.8,14.1741896294776,2042-03-20 00:00:00,MOTHER FUND
86,国債証券,Government bond,B.0069.186,JP1201861PA6,国庫債券　利付（２０年）第１８６回,JAPAN (20 YEAR ISSUE),884831625.9717,73.947,654306442.457295,0.0031368300691561484,1.5,14.4029626559256,2043-09-20 00:00:00,MOTHER FUND
87,国債証券,Government bond,B.0069.192,JP1201921R47,国庫債券　利付（２０年）第１９２回,JAPAN (20 YEAR ISSUE),781601269.6082,83.45500000000001,652285339.551635,0.003127140639317244,2.4,14.3196834883984,2045-03-20 00:00:00,MOTHER FUND
88,国債証券,Government bond,B.0054.17,JP1400171Q50,国庫債券　利付（４０年）第１７回,JAPAN (40 YEAR ISSUE),988061982.3353,65.223,644443666.7384012,0.003089546641341836,2.2,21.8471386062051,2064-03-20 00:00:00,MOTHER FUND
89,国債証券,Government bond,B.0069.179,JP1201791N14,国庫債券　利付（２０年）第１７９回,JAPAN (20 YEAR ISSUE),973314788.5689,65.364,636197478.4001582,0.003050013343399391,0.5,14.3935282584384,2041-12-20 00:00:00,MOTHER FUND
90,国債証券,Government bond,B.0069.146,JP1201461D98,国庫債券　利付（２０年）第１４６回,JAPAN (20 YEAR ISSUE),663623719.4788,95.591,634364549.6869581,0.0030412260450799786,1.7,6.62152820993258,2033-09-20 00:00:00,MOTHER FUND
91,国債証券,Government bond,B.0069.154,JP1201541F90,国庫債券　利付（２０年）第１５４回,JAPAN (20 YEAR ISSUE),710814739.5306,88.108,626284650.7056221,0.0030024899599128923,1.2,8.48994664999469,2035-09-20 00:00:00,MOTHER FUND
92,国債証券,Government bond,B.0069.150,JP1201501E99,国庫債券　利付（２０年）第１５０回,JAPAN (20 YEAR ISSUE),668047877.6086,91.698,612586542.8095671,0.002936819451492528,1.4,7.56033516857596,2034-09-20 00:00:00,MOTHER FUND
93,国債証券,Government bond,B.0069.170,JP1201701KA5,国庫債券　利付（２０年）第１７０回,JAPAN (20 YEAR ISSUE),884831625.9717,69.06700000000001,611126659.1098748,0.002929820579420495,0.3,12.6044094607457,2039-09-20 00:00:00,MOTHER FUND
94,国債証券,Government bond,B.0069.169,JP1201691K75,国庫債券　利付（２０年）第１６９回,JAPAN (20 YEAR ISSUE),870084432.2055999,69.764,607005703.2838502,0.0029100641819438154,0.3,12.3868275591922,2039-06-20 00:00:00,MOTHER FUND
95,国債証券,Government bond,B.0069.166,JP1201661JA3,国庫債券　利付（２０年）第１６６回,JAPAN (20 YEAR ISSUE),796348463.3745,75.994,605177051.256841,0.0029012973866134758,0.7,11.3525771434844,2038-09-20 00:00:00,MOTHER FUND
96,国債証券,Government bond,B.0069.149,JP1201491E67,国庫債券　利付（２０年）第１４９回,JAPAN (20 YEAR ISSUE),641502928.8295,92.897,595936975.794726,0.0028569992647090353,1.5,7.34493598969251,2034-06-20 00:00:00,MOTHER FUND
97,国債証券,Government bond,B.0067.367,JP1103671N74,国庫債券　利付（１０年）第３６７回,JAPAN (10 YEAR ISSUE),663623719.4788,89.17,591753270.6592251,0.002836942038892588,0.2,5.79083601189179,2032-06-20 00:00:00,MOTHER FUND
98,国債証券,Government bond,B.0068.34,JP1300341B39,国庫債券　利付（３０年）第３４回,JAPAN (30 YEAR ISSUE),663623719.4788,86.751,575700212.885034,0.0027599815948858484,2.2,12.0926914907953,2041-03-20 00:00:00,MOTHER FUND
99,国債証券,Government bond,B.0069.189,JP1201891Q77,国庫債券　利付（２０年）第１８９回,JAPAN (20 YEAR ISSUE),737359688.3098,77.82500000000002,573850177.427065,0.0027511122846101193,1.9,14.5040112099877,2044-06-20 00:00:00,MOTHER FUND
100,国債証券,Government bond,B.0045.166,JP1051661Q33,国庫債券　利付（５年）第１６６回,JAPAN (5 YEAR ISSUE),589887750.6478,97.24700000000001,573648140.872468,0.0027501436951260414,0.4,2.36027712656724,2028-12-20 00:00:00,MOTHER FUND
101,国債証券,Government bond,B.0067.353,JP1103531K10,国庫債券　利付（１０年）第３５３回,JAPAN (10 YEAR ISSUE),589887750.6478,96.57,569654600.800582,0.002730998145323986,0.1,2.36791976200578,2028-12-20 00:00:00,MOTHER FUND
102,国債証券,Government bond,B.0054.18,JP1400181R57,国庫債券　利付（４０年）第１８回,JAPAN (40 YEAR ISSUE),678370913.2450999,82.46,559384655.0618033,0.0026817626915494257,3.1,20.4074738351541,2065-03-20 00:00:00,MOTHER FUND
103,国債証券,Government bond,B.0069.181,JP1201811N77,国庫債券　利付（２０年）第１８１回,JAPAN (20 YEAR ISSUE),796348463.3746,69.057,549934358.3525512,0.002636456741681808,0.9,14.2899599563508,2042-06-20 00:00:00,MOTHER FUND
104,国債証券,Government bond,B.0069.152,JP1201521F37,国庫債券　利付（２０年）第１５２回,JAPAN (20 YEAR ISSUE),612008541.2971,89.19100000000002,545856538.0682921,0.002616907141594975,1.2,8.05788296885666,2035-03-20 00:00:00,MOTHER FUND
105,国債証券,Government bond,B.0069.155,JP1201551FC0,国庫債券　利付（２０年）第１５５回,JAPAN (20 YEAR ISSUE),626755735.0633,85.89300000000001,538339303.5179111,0.0025808685427910604,1,8.81303611108687,2035-12-20 00:00:00,MOTHER FUND
106,国債証券,Government bond,B.0069.182,JP1201821NA5,国庫債券　利付（２０年）第１８２回,JAPAN (20 YEAR ISSUE),752106882.076,70.97400000000002,533800338.484583,0.002559108154881811,1.1,14.1842980593725,2042-09-20 00:00:00,MOTHER FUND
