No.,種別 （Sector）,Sector,銘柄コード （Code）,ISINコード,銘柄 （Name）,Name,残高数量 Quantity,単価 Price,評価金額(円） Valuation (yen),純資産比率 % of NAV,クーポン Coupon,修正デュレーション Modified Duration,償還日 Maturity Date,MOTHER FUND/DIRECT
350,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.8481,JP370620AQ70,日本高速道路保有・債務返済機構債券　政府,JAPAN EXP HLD/DEBT REPAY,58988775.0648,89.186,52609728.9292749,0.00025221787365524006,1.15,7.5403862737031,2034-07-31 00:00:00,MOTHER FUND
351,地方債証券,Municipal Bond,B.0100.830,JP2130001N85,東京都　公募第８３０回,TOKYO METROPOLITAN GOVT,58988775.0648,88.79300000000002,52377903.0432703,0.000251106470247233,0.275,5.76779888581026,2032-06-18 00:00:00,MOTHER FUND
352,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0906.8023,JP328620B7B4,公営企業債券（２０年）　第２３回財投機関,JAPAN FIN ORG MUNICIPAL,51615178.1817,100.962,52111716.19579051,0.0002498303359269707,2.29,1.12580736575345,2027-09-24 00:00:00,MOTHER FUND
353,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.7001,JP370620B5C8,日本高速道路保有・債務返済機構債券　財投,JAPAN EXP HLD/DEBT REPAY,58988775.0648,87.728,51749672.588830404,0.000248094651851489,2.99,13.908492430284,2045-09-20 00:00:00,MOTHER FUND
354,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.8436,JP370620AP30,日本高速道路保有・債務返済機構債券　政府,JAPAN EXP HLD/DEBT REPAY,73735968.831,70.123,51705873.423344806,0.00024788467296333504,1.259,14.3342837499397,2043-03-31 00:00:00,MOTHER FUND
355,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0910.8063,JP372145AM27,日本政策金融公庫債券　政府保証第６３回,JAPAN FINANCE CORP,54564616.9349,91.482,49916802.864405,0.0002393076363319241,0.11,4.50860126959465,2031-02-25 00:00:00,MOTHER FUND
356,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.9999.5183,JP339170EN78,貸付債権担保第１８３回住宅金融支援機構債,KIKO 183 1,71334240.8542,69.597,49646491.521772705,0.00023801172864619427,0.53,0.301237801927035,2057-08-10 00:00:00,MOTHER FUND
357,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.9518.40,JP358581CL75,東京電力パワーグリッド　第４０回,TEPCO PWER GRID INC,58988775.0648,82.597,48722958.54025651,0.0002335841915805379,1.37,8.2362904309319,2035-07-13 00:00:00,MOTHER FUND
358,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.9999.5203,JP339170AQ38,貸付債権担保第２０３回住宅金融支援機構債,KIKO 203 1,64860370.2628,73.586,47728151.9288525,0.00022881495947588672,1.14,0.318498989855251,2059-04-10 00:00:00,MOTHER FUND
359,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.9999.5200,JP339170CPC7,貸付債権担保第２００回住宅金融支援機構債,KIKO 200 1,64330208.6469,73.218,47101292.0786012,0.00022580971193464252,1.05,0.31695096296013,2059-01-10 00:00:00,MOTHER FUND
360,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0906.7123,JP351265CM72,地方公共団体金融機構債券　第９２回,JAPAN FIN ORG MU,73735968.831,63.786,47033225.07852591,0.00022548338989545927,0.448,14.0967801605392,2041-07-26 00:00:00,MOTHER FUND
361,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.7046,JP370620C942,日本高速道路保有・債務返済機構債券　財投,JAPAN EXP HLD/DEBT REPAY,58988775.0648,79.18700000000001,46711441.3105475,0.00022394071671716955,2.7,15.260517471645,2048-03-20 00:00:00,MOTHER FUND
362,地方債証券,Municipal Bond,B.0103.247,JP2140001L86,神奈川県　公募第２４７回,KANAGAWA PREFECTURE,50015107.6581,93.11700000000002,46572567.72421091,0.00022327493870679852,0.12,3.84247087930954,2030-06-20 00:00:00,MOTHER FUND
363,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.7037,JP370620C876,日本高速道路保有・債務返済機構債券　財投,JAPAN EXP HLD/DEBT REPAY,45716300.6752,101.40900000000003,46360443.3517183,0.00022225798691348167,2.42,1.83853089756661,2028-06-20 00:00:00,MOTHER FUND
364,地方債証券,Municipal Bond,B.0128.229,JP2990001N41,共同発行市場地方債　公募第２２９回,MAJOR JOINT LOCAL BOND,51615178.1817,89.32700000000001,46106290.21435161,0.0002210395437624894,0.299,5.61279701268532,2032-04-23 00:00:00,MOTHER FUND
365,地方債証券,Municipal Bond,B.0100.782,JP2130001J81,東京都　公募第７８２回,TOKYO METROPOLITAN GOVT,47191020.0518,97.44400000000002,45984817.57929951,0.00022045718817268346,0.23,1.87049449817385,2028-06-20 00:00:00,MOTHER FUND
366,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.7039,JP370620A896,日本高速道路保有・債務返済機構債券　財投,JAPAN EXP HLD/DEBT REPAY,44241581.2986,101.38300000000001,44853442.3679446,0.00021503322846177535,2.37,2.06481011436246,2028-09-20 00:00:00,MOTHER FUND
367,地方債証券,Municipal Bond,B.0111.9003,JP2400002883,福岡県　公募（２０年）平成２０年度第１回,FUKUOKA PREFECTURE,44241581.2986,101.24200000000002,44791061.7383136,0.00021473416762107122,2.26,1.97827515657272,2028-08-18 00:00:00,MOTHER FUND
368,地方債証券,Municipal Bond,B.0150.8001,JP22710017B3,大阪市　公募（２０年）第１回,OSAKA CITY,44241581.2986,101.089,44723372.118926704,0.00021440965479392385,2.3,1.26716354015767,2027-11-15 00:00:00,MOTHER FUND
369,地方債証券,Municipal Bond,B.1292.102,JP364890CA23,愛知県・名古屋市折半保証名古屋高速道路債,NAGOYA EXPRESSWAY CORP,44241581.2986,100.91500000000002,44646391.76746721,0.0002140406009905019,2.298,3.24001024445629,2029-12-20 00:00:00,MOTHER FUND
370,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.9021.15,JP365900A824,西日本旅客鉄道　第１５回社債間限定同順位,WEST JAPAN RAILWAY CO,44241581.2986,100.88900000000001,44634888.9563296,0.0002139854550198757,2.26,1.3614885401886,2027-12-20 00:00:00,MOTHER FUND
371,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0906.6082,JP351265CA35,地方公共団体金融機構債券　２０年第６回,JAPAN FIN ORG MUNICIPAL,44241581.2986,100.828,44607901.5917374,0.0002138560740887906,2.242,3.47586518237595,2030-03-28 00:00:00,MOTHER FUND
372,地方債証券,Municipal Bond,B.0108.2008,JP2230002913,愛知県　公募平成２０年度第８回,AICHI PREFECTURE,44241581.2986,100.76800000000001,44581356.6429583,0.00021372881415657633,2.04,2.31948070755269,2028-12-20 00:00:00,MOTHER FUND
373,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.9518.51,JP358581CN40,東京電力パワーグリッド　第５１回,TEPCO PWER GRID INC,58988775.0648,75.54600000000002,44563660.01043881,0.00021364397420176636,1.1,9.8080838898756,2037-04-24 00:00:00,MOTHER FUND
374,地方債証券,Municipal Bond,B.0100.7016,JP2130003912,東京都　公募（２０年）第１６回,TOKYO METROPOLITAN GOVT,44241581.2986,100.69900000000001,44550829.9518622,0.00021358246523452926,2.01,2.32017531473434,2028-12-20 00:00:00,MOTHER FUND
375,地方債証券,Municipal Bond,B.0111.9008,JP2400002B28,福岡県　公募（２０年）平成２２年度第２回,FUKUOKA PREFECTURE,44241581.2986,100.125,44296883.275208406,0.00021236501188301058,2.116,4.28387047714203,2031-02-21 00:00:00,MOTHER FUND
376,地方債証券,Municipal Bond,B.0107.7003,JP2220003CA8,静岡県　公募（１５年）第３回,SHIZUOKA PREFECTURE,44241581.2986,99.926,44208842.5284242,0.00021194293310783228,1.368,1.22764960562456,2027-10-29 00:00:00,MOTHER FUND
377,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.8127,JP370620BB19,日本高速道路保有・債務返済機構債券　政府,JAPAN EXP HLD/DEBT REPAY,44241581.2986,99.743,44127880.4346478,0.00021155479031457797,2,4.28146011640119,2031-01-31 00:00:00,MOTHER FUND
378,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.8391,JP370620AK92,日本高速道路保有・債務返済機構債券　政府,JAPAN EXP HLD/DEBT REPAY,46601132.3012,94.50400000000002,44039934.06990371,0.00021113316401915867,0.001,3.13343566867302,2029-09-28 00:00:00,MOTHER FUND
379,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0600.9006,JP337175CD97,新関西国際空港社債　財投機関債第６回,NEW KANSAI INTERNATIONAL,44241581.2986,99.334,43946932.3671366,0.00021068730177664893,1.445,2.07199447237605,2028-09-15 00:00:00,MOTHER FUND
380,地方債証券,Municipal Bond,B.0107.9011,JP2220003AA2,静岡県　公募（２０年）第１１回,SHIZUOKA PREFECTURE,44241581.2986,99.24800000000002,43908884.6072198,0.000210504895873808,1.841,4.01422177522625,2030-10-18 00:00:00,MOTHER FUND
381,地方債証券,Municipal Bond,B.1296.9019,JP358680AD93,東京都住宅供給公社債券　第１９回,TOKYO HOUSING SUPPLY COR,44241581.2986,99.21100000000001,43892515.22213931,0.00021042641891560896,1.43,2.07187057474955,2028-09-15 00:00:00,MOTHER FUND
382,地方債証券,Municipal Bond,B.0111.9007,JP2400002A86,福岡県　公募（２０年）平成２２年度第１回,FUKUOKA PREFECTURE,44241581.2986,99.121,43852697.79897061,0.0002102355290172873,1.77,3.8578412128835,2030-08-19 00:00:00,MOTHER FUND
383,地方債証券,Municipal Bond,B.0100.4120,JP2130001S64,東京都　公募第８７６回,TOKYO METROPOLITAN GOVT,44241581.2986,99.014,43805359.306981,0.00021000858213817076,2.823,8.28943984890933,2036-03-19 00:00:00,MOTHER FUND
384,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0906.6119,JP351265FA81,地方公共団体金融機構債券（２０年）　第１,JAPAN FIN ORG MUNICIPAL,44241581.2986,98.75,43688561.532352805,0.00020944863843642714,1.752,3.8819236694219,2030-08-28 00:00:00,MOTHER FUND
385,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.9503.511,JP322860AH97,関西電力　第５１１回,KANSAI ELECTRIC POWER CO,44241581.2986,98.69300000000001,43663343.8310126,0.00020932774150082326,0.41,1.11957508786895,2027-09-17 00:00:00,MOTHER FUND
386,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.8410.12,JP310522AHA7,セブン銀行　第１２回社債間限定同順位特約,SEVEN BANK LTD,44241581.2986,98.67600000000002,43655822.7621919,0.00020929168452002943,0.39,1.11975055118515,2027-09-17 00:00:00,MOTHER FUND
387,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0903.7086,JP372155CHA7,日本政策投資銀行社債　財投機関債第８６回,DEVELOPMENT BK OF JAPAN,44241581.2986,98.53000000000002,43591230.05349591,0.0002089820186849738,0.235,1.19218619174422,2027-10-13 00:00:00,MOTHER FUND
388,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0910.8055,JP372145AK29,日本政策金融公庫債券　政府保証第５５回,JAPAN FINANCE CORP,45421356.7999,95.951,43582246.0630536,0.0002089389482679157,0.085,2.52712419074357,2029-02-19 00:00:00,MOTHER FUND
389,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.9518.11,JP358581BJ13,東京電力パワーグリッド　第１１回,TEPCO PWER GRID INC,44241581.2986,98.40900000000002,43537697.740124606,0.0002087253778216744,0.79,1.46794606612695,2028-01-25 00:00:00,MOTHER FUND
390,地方債証券,Municipal Bond,B.0128.4116,JP2990001S53,共同発行市場地方債　公募第２７８回,MAJOR JOINT LOCAL BOND,44241581.2986,98.134,43416033.3915535,0.0002081421031323578,2.767,8.47819479504669,2036-05-23 00:00:00,MOTHER FUND
391,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.0500.1041,JP525020BPA4,フランス相互信用連合銀行（ＢＦＣＭ）　第,BANQUE FED CRED MUTUEL,44241581.2986,98.033,43371349.39444201,0.0002079278822464637,1.203,2.15799730182589,2028-10-16 00:00:00,MOTHER FUND
392,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0943.6160,JP339170CBA1,住宅金融支援機構債券　財投機関債第８５回,JPN HOUSING FIN AGENCY,44241581.2986,97.89300000000001,43309411.180623904,0.00020763094240462937,1.841,4.91041448411312,2031-10-17 00:00:00,MOTHER FUND
393,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.8308.4104,JP350061ARC2,りそなホールディングス　第３０回社債間限,RESONA HOLDINGS INC,44241581.2986,97.89000000000001,43308083.933185,0.0002076245794080189,1.711,4.16909796848078,2030-12-12 00:00:00,MOTHER FUND
394,金融債券,Bank Debenture,B.0958.401,JP342920AP44,しんきん中金債券　利付第４０１回,SHINKIN CENTRAL BANK,44241581.2986,97.84,43285963.1425357,0.00020751852946450676,0.36,1.72166290834918,2028-04-27 00:00:00,MOTHER FUND
395,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.4133,JP370620AS37,日本高速道路保有・債務返済機構債券　政府,JAPAN EXP HLD/DEBT REPAY,45716300.6752,94.437,43173102.868643,0.0002069774626527079,2.253,8.51497657554486,2036-03-31 00:00:00,MOTHER FUND
396,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0906.7375,JP351265CQ94,政保　地方公共団体金融機構債券　１５回,JAPAN FIN ORG MUNICIPAL,44241581.2986,97.497,43134214.518681504,0.0002067910268520134,0.45,2.13010624570679,2028-09-27 00:00:00,MOTHER FUND
397,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.4503.4,JP394240BP88,アステラス製薬　第４回無担保社債間限定,ASTELLAS PHARMA INC,44241581.2986,97.396,43089530.521570005,0.00020657680596611927,0.519,2.05333846266497,2028-08-31 00:00:00,MOTHER FUND
398,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0903.7047,JP372155AE81,日本政策投資銀行社債　財投機関債第４７回,DEVELOPMENT BK OF JAPAN,44241581.2986,97.38400000000001,43084221.531814106,0.00020655135397967605,1.027,3.05671810946467,2029-09-20 00:00:00,MOTHER FUND
399,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.9048.68,JP364980AP78,名古屋鉄道　第６８回社債間限定同順位特約,NAGOYA RAILROAD,44241581.2986,97.25,43024937.812874004,0.0002062671401310636,0.375,1.93158914852269,2028-07-13 00:00:00,MOTHER FUND
400,金融債券,Bank Debenture,B.0958.407,JP342920APA8,しんきん中金債券　利付第４０７回,SHINKIN CENTRAL BANK,44241581.2986,97.185,42996180.78503,0.0002061292752044982,0.46,2.21013495167551,2028-10-27 00:00:00,MOTHER FUND
401,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.1290.4106,JP365820AR85,西日本高速道路　第１０６回,WEST NIPPON EXPRESSWAY,44241581.2986,97.176,42992199.042713106,0.0002061101862146659,1.363,3.91623023867536,2030-08-29 00:00:00,MOTHER FUND
402,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.5401.9,JP338100CJ65,新日鐵住金　第９回社債間限定同順位特約付,NIPPON STEEL CORP,44241581.2986,97.159,42984677.9738923,0.0002060741292338716,0.385,1.86524446297919,2028-06-20 00:00:00,MOTHER FUND
403,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0907.7033,JP335995AQ21,首都高速道路　第３３回,METROPOLITAN EXPRESSWAY,44241581.2986,97.07300000000001,42946630.213975504,0.00020589172333103066,0.523,2.35483821637639,2028-12-20 00:00:00,MOTHER FUND
404,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.8433.4103,JP316572AR96,ＮＴＴファイナンス　第３９回社債間限定同,NTT FINANCE CORP,44241581.2986,97.023,42924509.4233263,0.00020578567338751897,1.573,3.95291135157248,2030-09-20 00:00:00,MOTHER FUND
405,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.9509.323,JP385020AF36,北海道電力　第３２３回,HOKKAIDO ELECTRIC POWER,44241581.2986,96.97100000000002,42901503.801051,0.0002056753814462662,1.337,3.52097794679156,2030-03-25 00:00:00,MOTHER FUND
406,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0903.7101,JP372155CJA3,日本政策投資銀行社債　財投機関債第１０１,DEVELOPMENT BK OF JAPAN,44241581.2986,96.94600000000001,42890443.4057263,0.00020562235647450988,0.309,2.1733406412768,2028-10-12 00:00:00,MOTHER FUND
407,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.8461.83,JP385468BP99,ホンダファイナンス　第８３回社債間限定同,HONDA FINANCE,44241581.2986,96.92100000000002,42879383.01040171,0.0002055693315027541,0.509,2.10588751810484,2028-09-20 00:00:00,MOTHER FUND
408,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0906.6486,JP351265JE75,地方公共団体金融機構債券　Ｆ２４０回,JAPAN FIN ORG MUNICIPAL,44241581.2986,96.83700000000002,42842220.0821109,0.00020539116759765374,1.069,3.46689743455617,2030-02-28 00:00:00,MOTHER FUND
409,地方債証券,Municipal Bond,B.0128.188,JP2990001JB3,共同発行市場地方債　公募第１８８回,MAJOR JOINT LOCAL BOND,44241581.2986,96.76400000000001,42809923.7277629,0.00020523633468012592,0.264,2.29168400970279,2028-11-24 00:00:00,MOTHER FUND
410,金融債券,Bank Debenture,B.0952.1885,JP336220AQ26,商工債券　利付第８８５回い号,SHOKO CHUKIN BANK,44241581.2986,96.76200000000001,42809038.8961369,0.0002052320926823853,0.65,2.5246336351396,2029-02-27 00:00:00,MOTHER FUND
411,地方債証券,Municipal Bond,B.0186.14,JP2360001JB5,徳島県　公募平成３０年度第２回,TOKUSHIMA PREFECTURE,44241581.2986,96.73800000000001,42798420.916625306,0.0002051811887094998,0.264,2.30249404765394,2028-11-28 00:00:00,MOTHER FUND
412,地方債証券,Municipal Bond,B.0154.9064,JP2141001Q48,横浜市　公募（５年）第６４回,YOKOHAMA CITY,44241581.2986,96.64200000000001,42755948.99857861,0.00020497757281795628,0.477,2.65846036805912,2029-04-12 00:00:00,MOTHER FUND
413,国債証券,Government bond,B.0068.21,JP1300211610,国庫債券　利付（３０年）第２１回,JAPAN (30 YEAR ISSUE),44241581.2986,96.608,42740906.8609371,0.0002049054588563681,2.3,8.3436715708328,2035-12-20 00:00:00,MOTHER FUND
414,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.7095,JP370620CCA3,日本高速道路保有・債務返済機構債券　財投,JAPAN EXP HLD/DEBT REPAY,44241581.2986,96.339,42621897.0072439,0.00020433491016027289,1.773,5.72213926756871,2032-09-17 00:00:00,MOTHER FUND
415,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.8169,JP370620BC75,日本高速道路保有・債務返済機構債券　政府,JAPAN EXP HLD/DEBT REPAY,44241581.2986,96.134,42531201.7655818,0.0002039001053918732,1.634,5.66719911005371,2032-07-30 00:00:00,MOTHER FUND
416,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0906.6279,JP351265CC74,地方公共団体金融機構債券（２０年）　第２,JAPAN FIN ORG MUNICIPAL,44241581.2986,96.07600000000001,42505541.64842871,0.00020377708745739957,1.68,5.65426319297166,2032-07-28 00:00:00,MOTHER FUND
417,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0903.8055,JP372155BK33,日本政策投資銀行社債　政府保証第５５回,DEVELOPMENT BK OF JAPAN,44241581.2986,95.84500000000001,42403343.59562891,0.00020328713671837327,0.105,2.61044252848098,2029-03-19 00:00:00,MOTHER FUND
418,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.8378,JP370620AK35,日本高速道路保有・債務返済機構債券　政府,JAPAN EXP HLD/DEBT REPAY,44241581.2986,95.80000000000001,42383434.8840446,0.00020319169176921263,0.105,2.64032937483608,2029-03-30 00:00:00,MOTHER FUND
419,地方債証券,Municipal Bond,B.0108.2702,JP2230002F41,愛知県　公募（１５年）平成２７年度第２回,AICHI PREFECTURE,44241581.2986,95.675,42328132.9074213,0.000202926566910432,0.74,3.65010488455422,2030-04-26 00:00:00,MOTHER FUND
420,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.7157,JP370620CF89,日本高速道路保有・債務返済機構債券　財投,JAPAN EXP HLD/DEBT REPAY,44241581.2986,95.56700000000001,42280351.9996188,0.0002026974990324457,0.857,3.78926493211425,2030-06-20 00:00:00,MOTHER FUND
421,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.9518.9,JP358581AHC2,東京電力パワーグリッド　第９回,TEPCO PWER GRID INC,44241581.2986,95.451,42229031.7653125,0.00020245146316349787,0.94,3.28380349092972,2029-12-14 00:00:00,MOTHER FUND
422,地方債証券,Municipal Bond,B.0128.4112,JP2990001S20,共同発行市場地方債　公募第２７５回,MAJOR JOINT LOCAL BOND,44241581.2986,95.298,42161342.14592551,0.00020212695033635007,2.372,8.37340326791552,2036-02-25 00:00:00,MOTHER FUND
423,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0917.8113,JP362610DF95,都市再生債券　財投機関債第１１３回,URBAN RENAISSANCE AGENCY,44241581.2986,95.098,42072858.98332851,0.00020170275056230241,0.851,4.01953572604397,2030-09-20 00:00:00,MOTHER FUND
424,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.1290.9101,JP365820BR50,西日本高速道路　第１０１回,WEST NIPPON EXPRESSWAY,44241581.2986,94.78700000000002,41935267.6654899,0.000201043119913657,1.437,5.52448146158211,2032-05-28 00:00:00,MOTHER FUND
425,地方債証券,Municipal Bond,B.0128.4111,JP2990001S12,共同発行市場地方債　公募第２７４回,MAJOR JOINT LOCAL BOND,44241581.2986,94.38000000000001,41755204.42960441,0.00020017987337346722,2.248,8.43810924433467,2036-01-25 00:00:00,MOTHER FUND
426,地方債証券,Municipal Bond,B.0166.21,JP2111001PC2,さいたま市　公募第２１回,SAITAMA CITY,47205767.2456,88.436,41746892.3213103,0.00020014002404669437,0.861,7.06655831954012,2033-12-23 00:00:00,MOTHER FUND
427,地方債証券,Municipal Bond,B.0128.201,JP2990001KC9,共同発行市場地方債　公募第２０１回,MAJOR JOINT LOCAL BOND,44241581.2986,94.17400000000002,41664066.77212961,0.00019974294760619868,0.115,3.36466608937168,2029-12-25 00:00:00,MOTHER FUND
428,地方債証券,Municipal Bond,B.0100.7020,JP21300019A9,東京都　公募（２０年）第２０回,TOKYO METROPOLITAN GOVT,41292142.5453,100.81800000000001,41629912.27136711,0.000199579206493416,2.09,3.00626133095709,2029-09-20 00:00:00,MOTHER FUND
429,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.8593.76,JP349980DL13,三菱ＵＦＪリース　第７６回社債間限定同順,MITSUBISHI HC CAPITAL,44241581.2986,94.042,41605667.8848154,0.00019946297575532633,0.37,3.42520782984257,2030-01-23 00:00:00,MOTHER FUND
430,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.1288.9067,JP379990CL19,東日本高速道路　第６７回,EAST NIPPON EXPRESSWAY,44241581.2986,94.023,41597261.9843686,0.0001994226767767914,0.22,3.45355899575789,2030-01-31 00:00:00,MOTHER FUND
431,地方債証券,Municipal Bond,B.0120.3106,JP2120001L13,千葉県　公募令和元年度第６回,CHIBA PREFECTURE,44241581.2986,94.016,41594165.0736778,0.00019940782978470018,0.135,3.44728116437488,2030-01-25 00:00:00,MOTHER FUND
432,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.9518.15,JP358581BJ70,東京電力パワーグリッド　第１５回,TEPCO PWER GRID INC,44241581.2986,93.921,41552135.57144411,0.00019920633489202698,0.89,3.87256747131375,2030-07-24 00:00:00,MOTHER FUND
433,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0906.6487,JP351265KE72,地方公共団体金融機構債券　Ｆ２４３回,JAPAN FIN ORG MUNICIPAL,44241581.2986,93.905,41545056.9184364,0.00019917239891010342,1.285,5.69419971807908,2032-07-21 00:00:00,MOTHER FUND
434,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.1295.135,JP354565BL26,鉄道建設・運輸施設整備支援機構債券　財投,JAPAN RAILWAY CONST TRAN,44241581.2986,93.51200000000001,41371187.50393291,0.00019833884635409794,0.11,3.53060596067479,2030-02-27 00:00:00,MOTHER FUND
435,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.9506.521,JP360540BL56,東北電力　第５２１回,TOHOKU ELECTRIC POWER,44241581.2986,93.508,41369417.84068101,0.00019833036235861719,0.45,3.7433247480475,2030-05-24 00:00:00,MOTHER FUND
436,普通社債券（含む投資法人債券）,Corporate bond(incl investment corporation bond),B.4324.6,JP355152CL70,電通　第６回社債間限定同順位特約付,DENTSU GROUP INC,44241581.2986,93.353,41300843.3896682,0.0001980016075337296,0.49,3.86185649507043,2030-07-08 00:00:00,MOTHER FUND
437,地方債証券,Municipal Bond,B.0101.3204,JP2010001L65,北海道　公募令和２年度第４回,HOKKAIDO PREFECTURE,44241581.2986,93.23600000000002,41249080.73954881,0.00019775345066591106,0.165,3.85539637523129,2030-06-26 00:00:00,MOTHER FUND
438,地方債証券,Municipal Bond,B.0151.512,JP2231001L67,名古屋市　公募第５１２回,NAGOYA CITY,44241581.2986,93.22500000000001,41244214.165606,0.00019773011967833855,0.15,3.84029080540354,2030-06-20 00:00:00,MOTHER FUND
439,地方債証券,Municipal Bond,B.0110.3204,JP2110001L63,埼玉県　公募令和２年度第４回,SAITAMA PREFECTURE,44241581.2986,93.22000000000001,41242002.08654111,0.00019771951468398752,0.145,3.83251030880786,2030-06-17 00:00:00,MOTHER FUND
440,地方債証券,Municipal Bond,B.0128.207,JP2990001L68,共同発行市場地方債　公募第２０７回,MAJOR JOINT LOCAL BOND,44241581.2986,93.18600000000002,41226959.94889951,0.00019764740072239888,0.15,3.85376952719697,2030-06-25 00:00:00,MOTHER FUND
441,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.0905.7089,JP370620CC74,日本高速道路保有・債務返済機構債券　財投,JAPAN EXP HLD/DEBT REPAY,42766861.922,96.348,41205016.1245754,0.00019754219917843483,1.711,5.5389655631003,2032-06-18 00:00:00,MOTHER FUND
442,地方債証券,Municipal Bond,B.0128.4109,JP2990001RC4,共同発行市場地方債　公募第２７３回,MAJOR JOINT LOCAL BOND,44241581.2986,92.688,41006636.87403261,0.00019659114328501848,2.021,8.43121326877981,2035-12-25 00:00:00,MOTHER FUND
443,地方債証券,Municipal Bond,B.0120.9016,JP2120002E45,千葉県　公募（２０年）第１６回,CHIBA PREFECTURE,44241581.2986,92.34000000000002,40852676.1711135,0.000195853035678174,1.555,7.13989196331187,2034-04-14 00:00:00,MOTHER FUND
444,特殊債券（除く金融債）,Government guaranteed bond(excl Bank Debenture),B.9999.5177,JP339170EN11,貸付債権担保第１７７回住宅金融支援機構債,KIKO 177 1,58400362.0335,69.62900000000002,40663587.94758721,0.0001949465221750316,0.4,0.301556215336445,2057-02-10 00:00:00,MOTHER FUND
445,地方債証券,Municipal Bond,B.0128.213,JP2990001LC7,共同発行市場地方債　公募第２１３回,MAJOR JOINT LOCAL BOND,44241581.2986,91.89200000000001,40654473.886895806,0.00019490282818430529,0.125,4.34610167765535,2030-12-25 00:00:00,MOTHER FUND
