Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
,GLOBAL X COPPER MINERS ETF,US37954Y8306,XNYS,USD,30066,89.88
,nan,CASHUSDJPY01,,USD,10448.53,0.006283775
ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date,,
580A,Global X Copper Miners ETF,69497.0,420000,20260824,,
,,,,,,
