No.,銘柄コード （Code）,ISINコード,銘柄 （Name）,国（地域）名,Country (Region),通貨,Currency,株数（※） No. of Shares（※）,評価金額(円） Valuation (yen),純資産比率 % of NAV,MOTHER FUND/DIRECT
200,PSTL,US73757R1023,POSTAL REALTY TRUST INC-A,アメリカ,US,アメリカ・ドル,USD,4025.2994,14899168.8816154,0.0003455346914704543,MOTHER FUND
201,RFF,AU000000RFF5,RURAL FUNDS GROUP,オーストラリア,AU,オーストラリア・ドル,AUD,59338.4651,14884330.101246702,0.0003451905572816793,MOTHER FUND
202,AP-U,CA0194561027,ALLIED PROPERTIES REAL ESTAT,カナダ,CA,カナダ・ドル,CAD,12839.317,14855350.374739002,0.00034451847275553555,MOTHER FUND
203,CQE,AU0000030645,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,オーストラリア,AU,オーストラリア・ドル,AUD,50316.2423,14667899.1225784,0.0003401711892865236,MOTHER FUND
204,GOOD,US3765361080,GLADSTONE COMMERCIAL CORP,アメリカ,US,アメリカ・ドル,USD,7148.3765,14384066.240761003,0.0003335886672661872,MOTHER FUND
205,CPINV,BE0974273055,CARE PROPERTY INVEST,ベルギー,BE,ユーロ,EUR,6037.9491,14284782.925461702,0.00033128613415224695,MOTHER FUND
206,BDN,US1053682035,BRANDYWINE REALTY TRUST,アメリカ,US,アメリカ・ドル,USD,28454.7025,13948381.3687268,0.0003234844635328874,MOTHER FUND
207,MNRT,IL0011405730,MENIVIM-THE NEW REIT LTD,イスラエル,IL,イスラエル・シユケル,ILS,138803.427,13853853.458838202,0.0003212922156002522,MOTHER FUND
208,ALX,US0147521092,ALEXANDERS INC,アメリカ,US,アメリカ・ドル,USD,322.718,13787866.309619302,0.00031976187189936955,MOTHER FUND
209,AHRT,US04208T1088,AH REALTY TRUST INC,アメリカ,US,アメリカ・ドル,USD,11798.2913,13387322.995228102,0.000310472655053892,MOTHER FUND
210,ILPT,US4562371066,INDUSTRIAL LOGISTICS PROPERTIES,アメリカ,US,アメリカ・ドル,USD,9716.2399,13226701.751498902,0.0003067476008353273,MOTHER FUND
211,CMW,AU000000CMW8,CROMWELL PROPERTY GROUP,オーストラリア,AU,オーストラリア・ドル,AUD,263726.5114,12962329.457162302,0.00030061639983460214,MOTHER FUND
212,CREI,GB00BJFLFT45,CUSTODIAN PROPERTY INCOME REIT PLC,イギリス,GB,イギリス・ポンド,GBP,69054.705,12936831.267613502,0.00030002505751686577,MOTHER FUND
213,UHT,US91359E1055,UNIVERSAL HEALTH RLTY INCOME,アメリカ,US,アメリカ・ドル,USD,1839.1454,12923083.1351729,0.00029970621713463347,MOTHER FUND
214,CDREIT,SG1T66931158,CDL HOSPITALITY TRUSTS,シンガポール,SG,シンガポール・ドル,SGD,128393.17,12782547.788363403,0.00029644698582540033,MOTHER FUND
215,VITL-U,CA92848P1071,VITAL INFRASTRUCTURE PROPERT,カナダ,CA,カナダ・ドル,CAD,19432.4798,12590021.88291,0.0002919820133246189,MOTHER FUND
216,CHCT,US20369C1062,COMMUNITY HEALTHCARE TRUST I,アメリカ,US,アメリカ・ドル,USD,4198.8037,12524876.9234846,0.00029047120130317204,MOTHER FUND
217,2778,HK2778034606,CHAMPION REIT,香港,HK,香港・ドル,HKD,260256.4257,12371757.6579789,0.0002869201295229213,MOTHER FUND
218,PCTN,GB00B0LCW208,PICTON PROPERTY INCOME LTD,GUERNSEY,GG,イギリス・ポンド,GBP,77382.9106,12304080.2300271,0.0002853505856528807,MOTHER FUND
219,FVR,US35922N1000,FRONTVIEW REIT INC,アメリカ,US,アメリカ・ドル,USD,3747.6925,12215234.932441803,0.0002832901262585572,MOTHER FUND
220,FEHT,SG2F08984575,FAR EAST HOSPITALITY TRUST,シンガポール,SG,シンガポール・ドル,SGD,166564.1125,12202411.9248425,0.00028299274094735266,MOTHER FUND
221,XRN,US37954A3032,CHIRON REAL ESTATE INC,アメリカ,US,アメリカ・ドル,USD,2012.6497,11538284.0255632,0.00026759059129741105,MOTHER FUND
222,DXI,AU0000192833,DEXUS INDUSTRIA REIT,オーストラリア,AU,オーストラリア・ドル,AUD,40600.0024,11330863.8183703,0.00026278019698168693,MOTHER FUND
223,NRR,GB00BD7XPJ64,NEWRIVER REIT PLC,イギリス,GB,イギリス・ポンド,GBP,63155.5593,11326164.628347602,0.0002626712155218783,MOTHER FUND
224,DCREIT,SGXC50067435,DIGITAL CORE REIT MANAGEMENT,シンガポール,SG,アメリカ・ドル,USD,142273.5127,11204437.4929117,0.0002598481756247786,MOTHER FUND
225,365550,KR7365550003,ESR KENDALL SQUARE REIT CO LTD,韓国,KR,韓国・ウォン,KRW,28452.9675,10906895.6906219,0.00025294772260819247,MOTHER FUND
226,GOZ,AU000000GOZ8,GROWTHPOINT PROPERTIES AUSTR,オーストラリア,AU,オーストラリア・ドル,AUD,42682.0538,10706272.340243002,0.00024829495787844435,MOTHER FUND
227,BFS,US8043951016,SAUL CENTERS INC,アメリカ,US,アメリカ・ドル,USD,1908.5471,10631667.233247202,0.00024656475045326887,MOTHER FUND
228,OLP,US6824061039,ONE LIBERTY PROPERTIES INC,アメリカ,US,アメリカ・ドル,USD,2637.2651,10329498.765725302,0.00023955699793855548,MOTHER FUND
229,451800,KR7451800007,HANWHA REIT CO LTD,韓国,KR,韓国・ウォン,KRW,18391.4541,10193653.2397071,0.0002364065308022133,MOTHER FUND
230,FPI,US31154R1095,FARMLAND PARTNERS INC,アメリカ,US,アメリカ・ドル,USD,6662.5645,10087005.3615772,0.0002339332021247282,MOTHER FUND
231,293940,KR7293940003,SHINHAN ALPHA REIT CO LTD,韓国,KR,韓国・ウォン,KRW,16656.4112,9913418.836736012,0.00022990746305290386,MOTHER FUND
232,HABA,DE000A3H2333,HAMBORNER REIT AG,ドイツ,DE,ユーロ,EUR,12145.2999,9892686.80986347,0.00022942665539404174,MOTHER FUND
233,330590,KR7330590001,LOTTE REIT CO LTD,韓国,KR,韓国・ウォン,KRW,21861.5398,9005038.54687935,0.00020884072398259456,MOTHER FUND
234,SGR-U,CA8310622037,SLATE GROCERY REIT,カナダ,CA,カナダ・ドル,CAD,4441.7097,8928569.656866891,0.00020706729255648686,MOTHER FUND
235,SKG,AU0000477440,STORAGE KING GROUP,オーストラリア,AU,オーストラリア・ドル,AUD,60032.4822,8784075.98332648,0.0002037162615491247,MOTHER FUND
236,ASCE,BE0003856730,ASCENCIO REIT,ベルギー,BE,ユーロ,EUR,867.5214,8431267.167497281,0.00019553408130174024,MOTHER FUND
237,LIVE,GB00BF0P7H59,LIVING REIT PLC,イギリス,GB,イギリス・ポンド,GBP,49969.2337,8410058.69786139,0.0001950422242008223,MOTHER FUND
238,SREI,GB00B01HM147,SCHRODER REAL ESTATE INVESTM TRUST,GUERNSEY,GG,イギリス・ポンド,GBP,81894.022,8131705.42833531,0.00018858678283562193,MOTHER FUND
239,ABG,AU0000291882,ABACUS GROUP,オーストラリア,AU,オーストラリア・ドル,AUD,72871.7992,7822095.36208074,0.00018140644817605394,MOTHER FUND
240,LAND,US3765491010,GLADSTONE LAND CORP,アメリカ,US,アメリカ・ドル,USD,5795.0431,7711820.897410601,0.00017884901336679535,MOTHER FUND
241,IGD,IT0005322612,IMMOBILIARE GRANDE DISTRIBUZ,イタリア,IT,ユーロ,EUR,9369.2313,7388680.6200959,0.00017135489225770525,MOTHER FUND
242,SASSR,SG1ED2000000,SASSEUR REAL ESTATE INVESTME,シンガポール,SG,シンガポール・ドル,SGD,83282.0562,7196294.212086651,0.00016689315491767064,MOTHER FUND
243,COF,AU0000077893,CENTURIA OFFICE REIT,オーストラリア,AU,オーストラリア・ドル,AUD,69401.7135,7175155.144164291,0.0001664029073494631,MOTHER FUND
244,HLCL,GB00BT5GNW84,HELICAL PLC,イギリス,GB,イギリス・ポンド,GBP,16193.5018,7006280.30165422,0.0001624864394533349,MOTHER FUND
245,PINE,US02083X1037,ALPINE INCOME PROPERTY TRUST,アメリカ,US,アメリカ・ドル,USD,2082.0514,6792934.22915207,0.00015753861518714868,MOTHER FUND
246,VASTB,BE0003754687,VASTNED NV REIT,ベルギー,BE,ユーロ,EUR,1214.53,6632596.838431191,0.0001538201439573689,MOTHER FUND
247,NSI,NL0012365084,NSI NV,オランダ,NL,ユーロ,EUR,2116.7523,6567459.16618584,0.00015230950093685967,MOTHER FUND
248,435,HK0435036626,SUNLIGHT REAL ESTATE INVESTMENT,香港,HK,香港・ドル,HKD,135333.3414,6516503.38709061,0.0001511277578780215,MOTHER FUND
249,SITC,US82981J8514,SITE CENTERS CORP,アメリカ,US,アメリカ・ドル,USD,9022.2228,6278723.7473251,0.00014561328152587323,MOTHER FUND
250,FRMI,US3149111086,FERMI INC REIT,アメリカ,US,アメリカ・ドル,USD,5552.1371,6005444.784083351,0.00013927552114478104,MOTHER FUND
251,808,HK0808032913,PROSPERITY REIT,香港,HK,香港・ドル,HKD,190854.7122,5905025.70974223,0.00013694664802803806,MOTHER FUND
252,MI-U,CA60448E1034,MINTO APARTMENT REAL ESTATE,カナダ,CA,カナダ・ドル,CAD,2845.4703,5873221.333494021,0.00013620905552058648,MOTHER FUND
253,405,HK0405033157,YUEXIU REAL ESTATE INVESTMENT TRUST,香港,HK,香港・ドル,HKD,405930.6224,5572737.245559321,0.0001292403663647495,MOTHER FUND
254,NXR-U,CA65344U1012,NEXUS INDUSTRIAL REIT,カナダ,CA,カナダ・ドル,CAD,5899.1456,5546931.259411021,0.00012864188576944282,MOTHER FUND
255,NXDT,US65340G2057,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,アメリカ,US,アメリカ・ドル,USD,7287.1799,5223532.113704871,0.00012114176110334351,MOTHER FUND
256,AEWU,GB00BWD24154,AEW UK REIT PLC,イギリス,GB,イギリス・ポンド,GBP,22208.5483,5121464.054650421,0.00011877464548940575,MOTHER FUND
257,HCW,AU0000169302,HEALTHCO REIT,オーストラリア,AU,オーストラリア・ドル,AUD,61073.5079,4968500.9430000605,0.00011522719515775091,MOTHER FUND
258,357120,KR7357120005,KORAMCO LIFE INFRA REIT,韓国,KR,韓国・ウォン,KRW,10410.257,4813188.93035548,0.00011162527019151871,MOTHER FUND
259,MRG-U,CA61761E1007,MORGUARD NORTH AMERICAN RESI,カナダ,CA,カナダ・ドル,CAD,2533.1625,4717358.697312591,0.00010940281937757597,MOTHER FUND
260,MDV,US60784B1017,MODIV INDUSTRIAL INC,アメリカ,US,アメリカ・ドル,USD,1665.6411,4690136.222191251,0.00010877148821965339,MOTHER FUND
261,NLOP,US64110Y1082,NET LEASE OFFICE PROPERTY,アメリカ,US,アメリカ・ドル,USD,2324.9574,4394325.64564528,0.00010191118499652307,MOTHER FUND
262,RGL,GG00BSY2LD72,REGIONAL REIT LTD,GUERNSEY,GG,イギリス・ポンド,GBP,19328.3772,4055868.75716434,9.40618480659498e-05,MOTHER FUND
263,BHR,US10482B1017,BRAEMAR HOTELS & RESORTS INC,アメリカ,US,アメリカ・ドル,USD,10757.2656,4028355.14185477,9.342376491830794e-05,MOTHER FUND
264,PRIME,SGXC75818630,PRIME US REIT,シンガポール,SG,アメリカ・ドル,USD,146854.0258,3752778.2878782307,8.703271290918017e-05,MOTHER FUND
265,BRT,US0556453035,BRT APARTMENTS CORP,アメリカ,US,アメリカ・ドル,USD,1457.436,3537010.4425826506,8.202872399907061e-05,MOTHER FUND
266,334890,KR7334890001,IGIS VALUE PLUS REIT CO LTD,韓国,KR,韓国・ウォン,KRW,8328.2056,3309140.3264827006,7.67440647749518e-05,MOTHER FUND
267,CLI,GB00BF044593,CLS HOLDINGS PLC,イギリス,GB,イギリス・ポンド,GBP,27066.6683,3062338.8109676,7.102035721813774e-05,MOTHER FUND
268,ONL,US68629Y1038,ORION PROPERTIES INC,アメリカ,US,アメリカ・ドル,USD,7217.7782,3027707.7029275503,7.021720844339875e-05,MOTHER FUND
269,D-U,CA26153P2035,DREAM OFFICE REAL ESTATE INV,カナダ,CA,カナダ・ドル,CAD,1041.0257,2238270.49876877,5.190894286551862e-05,MOTHER FUND
270,MUST,SG1CI1000004,MANULIFE US REAL ESTATE INVESTMENT TRUST,シンガポール,SG,アメリカ・ドル,USD,263905.2208,2035912.79956892,4.7215955913342386e-05,MOTHER FUND
271,348950,KR7348950007,JR GLOBAL REIT,韓国,KR,韓国・ウォン,KRW,29495.7282,1953862.9707634004,4.531309391434175e-05,MOTHER FUND
272,FSP,US35471R1068,FRANKLIN STREET PROPERTIES C,アメリカ,US,アメリカ・ドル,USD,9369.2313,696141.868702356,1.6144602946178167e-05,MOTHER FUND
273,ECWREIT,SG1DA7000003,EC WORLD REIT,シンガポール,SG,シンガポール・ドル,SGD,20820.5141,182514.70827756,4.2327974073322275e-06,MOTHER FUND
274,INTU,GB0006834344,INTU PROPERTIES PLC,イギリス,GB,イギリス・ポンド,GBP,63849.5764,0,0,MOTHER FUND
275,EAGLEHT,SGXC28500103,EAGLE HOSPITALITY TRUST,シンガポール,SG,アメリカ・ドル,USD,34700.8568,0,0,MOTHER FUND
276,-,-,DJREA2609,,,,,27.06620000000003,173527677.3932886,0.00402437430880195,MOTHER FUND
277,-,-,STX600RE2609,,,,,34.006800000000005,41391900.600624755,0.00095994197508968,MOTHER FUND
,,,,,,,,,,,
,,,合計（Total）,,,,,,42648193625.014534,0.9890773467354533,
,,,,,,,,,,,
,,,純資産総額(Total Net Assets of the Fund (NAV)),,,,,,43119169361,1,
,,,,,,,,,,,
※先物が組入れられている場合は、枚数です。,,,,,,,,,,,
※Please note: it refers to the number of contracts in case of futures.,,,,,,,,,,,
2515,"NEXT FUNDS 外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信
　（NEXT FUNDS International REIT S&P Developed REIT Index (ex Japan Unhedged) Exchange Traded Fund）",,,,,,,,,,
,"2026年7月31日現在　（as of July 31, 2026）",,,ISINコード：,JP3048660009,,,,,,
