No.,銘柄コード （Code）,ISINコード,銘柄 （Name）,Name,株数（※） No. of Shares（※）,評価金額(円） Valuation (yen),純資産比率 % of NAV
56,3463,-,いちごホテルリート投資法人,Ichigo Hotel REIT Investment Corporation,8203,935142000.0000001,0.0016975420295826365
57,3488,-,セントラル・リート投資法人,CENTRAL REIT Investment Corporation,8464,891259200.0000001,0.0016178825795998863
58,401A,-,霞ヶ関ホテルリート投資法人,"Kasumigaseki Hotel REIT, Inc.",6169,587288800,0.0010660920175793098
59,-,-,東証ＲＥＩＴ指数先物 2609,TSE REIT Index Futures 2609,6279,11553360000.000002,0.020972551957776305
,,,,,,,
,,,合計（Total）,,,550860778900,0.9999650583883283
,,,,,,,
,,,純資産総額,Total Net Assets of the Fund (NAV),,550880027536,1
,,,,,,,
※先物が組入れられている場合は、枚数です。,,,,,,,
※Please note: it refers to the number of contracts in case of futures.,,,,,,,
1343,NEXT FUNDS 東証REIT指数連動型上場投信　（NEXT FUNDS Tokyo Stock Exchange REIT Index Exchange Traded Fund）,,,,,,
,"2026年7月31日現在　（as of July 31, 2026）",,,ISINコード：,JP3047010008,,
