ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date
2019,Global X U.S. Preferred Security ETF (Bi-monthly dividend type),88250.0,2030000,20260824

Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
,GLOBAL X US PREFERRED ETF,US37954Y6573,XNYS,USD,694589,18.42
,nan,CASHUSDJPY01,,USD,12524.79,0.006283775
