ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date
425A,Global X Gold ETF,455515.0,60120000,20260824

Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
,GLOBAL X GOLD BULLION ETF,AU0000328262,XASX,AUD,3221205,62.81
,nan,CASHAUDJPY01,,AUD,85587.08,0.008821453
