Ticker,Name,Short name,Region,Company
2627,Global X E-Commerce Japan ETF,ecommerce,JP,globalX
2628,iFreeETF China STAR50,star50,CN,ifree
2629,iFreeETF China GBA100,gba100,CN,ifree
2630,MAXIS S&P500 US Equity ETF (JPY Hedged),sp500Hedge,US,maxis
2631,MAXIS NASDAQ100 ETF,nasdaq100,US,maxis
2632,MAXIS NASDAQ100 ETF (JPY Hedged),nasdaq100Hedge,US,maxis
2633,NEXT FUNDS S&P 500 (Unhedged) Exchange Traded Fund,sp500,US,nextFunds
2634,NEXT FUNDS S&P 500 (Yen-Hedged) Exchange Traded Fund,sp500Hedge,US,nextFunds
2636,Global X MSCI Governance-Quality Japan ETF,governance,JP,globalX
2637,Global X CleanTech Japan ETF,cleantech,JP,globalX
2638,Global X Japan Robotics & AI ETF,robotics,JP,globalX
2639,Global X Japan Bio & Med Tech ETF,biomed,JP,globalX
2640,Global X Japan Games & Animation ETF,gamesAnimation,JP,globalX
2641,Global X Japan Global Leaders ETF,leaders,JP,globalX
2642,SMT ETF Carbon Efficient Index Japan Equity,carbon,JP,smt
2643,NEXT FUNDS MSCI Japan Country Selection Exchange Traded Fund,japan,JP,nextFunds
2644,Global X Japan Semiconductor ETF,japanSemis,JP,globalX
2645,Global X Japan Leisure & Entertainment ETF,leisure,JP,globalX
2646,Global X Japan Metal Business ETF,metals,JP,globalX
2647,NEXT FUNDS Bloomberg US Treasury Bond (7-10 year) Index (Unhedged) Exchange Traded Fund,ust710,US,nextFunds
2648,NEXT FUNDS Bloomberg US Treasury Bond (7-10 year) Index (Yen-Hedged) Exchange Traded Fund,ust710Hedge,US,nextFunds
2649,iShares Ginnie Mae MBS JPY Hedged ETF,mbsHedge,US,ishares
2836,Global X Japan Fintech ETF,fintech,JP,globalX
2837,Global X Japan Mid & Small Cap Leaders ETF,midSmall,JP,globalX
2838,MAXIS US Treasury Bond 7-10 Year ETF (Unhedged),ust710,US,maxis
2839,MAXIS US Treasury Bond 7-10 Year ETF (JPY Hedged),ust710Hedge,US,maxis
2840,iFreeETF NASDAQ100 (NON HEDGED),nasdaq100,US,ifree
2841,iFreeETF NASDAQ100 (JPY HEDGED),nasdaq100Hedge,US,ifree
2843,Listed Index Fund Australian Government Bond (Currency Hedge),AuGovbond,AU,amova
2844,Listed Index Fund Australian Government Bond (No Currency Hedge),AuGovbond,AU,amova
2845,NEXT FUNDS NASDAQ-100(R) (Yen-Hedged) Exchange Traded Fund,nasdaq100Hedge,US,nextFunds
2846,NEXT FUNDS DJIA (Yen-Hedged) Exchange Traded Fund,dowHedge,US,nextFunds
2847,Global X Japan New Growth Infrastructure ETF,infrastructure,JP,globalX
2848,Global X MSCI Japan Climate Change ETF,climate,JP,globalX
2849,Global X Morningstar Japan High Dividend ESG ETF,highdivEsg,JP,globalX
2851,iShares MSCI Japan SRI ETF,japanSri,JP,ishares
2852,iShares Japan Green REIT ETF,greenReit,JP,ishares
2853,iShares Climate Risk-Adjusted Global ex Japan Government Bond JPY Hdg ETF,climateGovBondHedge,GLOBAL,ishares
2854,Global X Japan Tech Top 20 ETF,tech20,JP,globalX
2855,Global X Green J-REIT ETF,greenReit,JP,globalX
2856,iShares 3-7 Year US Treasury Bond JPY Hedged ETF,ust37Hedge,US,ishares
2857,iShares Germany Government Bond JPY Hedged ETF,germanyGovbond,DE,ishares
2858,Global X Nikkei 225 Covered Call ETF (option premium reinvestment type),nikkeiCoveredcall,JP,globalX
2859,NEXT FUNDS EURO STOXX 50 (Yen-Hedged) Exchange Traded Fund,euro50Hedge,EU,nextFunds
2860,NEXT FUNDS German Equity DAX (Yen-Hedged) Exchange Traded Fund,daxHedge,DE,nextFunds
2861,Listed Index Fund France Government Bond (No Currency Hedge),franceGovbond,FR,amova
2862,Listed Index Fund France Government Bond (Currency Hedge),franceGovbond,FR,amova
2864,Global X Logistics REIT ETF,logisticsReit,GLOBAL,globalX
2865,Global X Nasdaq 100 Covered Call ETF,nasdaq100Coveredcall,US,globalX
2866,Global X U.S. Preferred Security ETF,preferred,US,globalX
2867,Global X Autonomous & EV ETF,ev,GLOBAL,globalX
2868,Global X S&P 500 Covered Call ETF,sp500Coveredcall,US,globalX
133A,Global X Ultra Short-Term T-Bill ETF,globalXUltraShort-termT-bi,US,globalX
159A,NEXT FUNDS JPX Prime 150 Index Exchange Traded Fund,prime150,JP,nextFunds
170A,SMT ETF Japan Equity Income Strategy Active,japanIncome,JP,smt
178A,Global X Innovative Bluechip Top 10+ ETF,innovative,GLOBAL,globalX
179A,Global X 25+ Year T-Bond ETF (JPY Hedged),bond25Hedge,US,globalX
180A,Global X 25+ Year T-Bond ETF,bond25,US,globalX
181A,MAXIS US Treasury Bond 1-3 Year ETF (Unhedged),ust13,US,maxis
182A,MAXIS US Treasury Bond 20+ Year ETF (Unhedged),ust20,US,maxis
183A,MAXIS US Treasury Bond 20+ Year ETF (JPY Hedged),ust20Hedge,US,maxis
