Ticker,Name,ISIN,Exchange,Currency,Region
FEMSAUBD,FOMENTO ECONOMICO MEXICA-UBD,MXP320321310,BMV,MXN,MX
GFNORTEO,GRUPO FINANCIERO BANORTE-O,MXP370711014,BMV,MXN,MX
GMEXICOB,GRUPO MEXICO SAB DE CV- SER B,MXP370841019,BMV,MXN,MX
