1593,MAXIS JPX日経インデックス400上場投信,,,,,三菱 UFJ アセットマネジメント株式会社
,（ＭＡＸＩＳ　ＪＰＸ－Ｎｉｋｋｅｉ４００）,,,,,"Mitsubishi UFJ Asset Management Co., Ltd."
,,,,,,
Net Asset / JPY,純資産総額／日本円（Net Asset / JPY),1182958398471 ,,Date,基準日：,2026/09/03
Common Stocks*,株式組入比率(Common Stocks)*,98.77%,,,,
Future contracts*,先物組入比率(Future contracts)*,1.23%,,,,
Option*,オプション組入比率(Option)*,0.00%,,,,
Bonds*,債券組入比率(Bonds)*,0.00%,,,,
Cash,Cash比率,1.23%,,,,
Number of Holdings,保有銘柄数（Number of Holdings),401 ,,,,
*% of net asset,  * : 対純資産総額比（% of net asset）,,,,,
,,,,,,
保有銘柄（Holdings Detail),Holdings Detail,,,,,
No,銘柄コード(code),銘柄名,銘柄名(英語),株数,評価額,純資産比率
,code,name(Jp),Name(En),Shares Held,Market Value/Jpy,(% of net asset)
165,5714,ＤＯＷＡホールディングス　　　　　　　　,"DOWA HOLDINGS CO.,LTD.                                                          ",85100 ,804195000 ,0.07%
166,5741,ＵＡＣＪ　　　　　　　　　　　　　　　　,UACJ CORPORATION                                                                ,190700 ,427740100 ,0.04%
167,5801,古河電気工業　　　　　　　　　　　　　　,"FURUKAWA ELECTRIC CO.,LTD.                                                      ",1050400 ,3795095200 ,0.32%
168,5802,住友電気工業　　　　　　　　　　　　　　,"SUMITOMO ELECTRIC INDUSTRIES,LTD.                                               ",4357300 ,9163401900 ,0.77%
169,5803,フジクラ　　　　　　　　　　　　　　　　,FUJIKURA LTD.                                                                   ,2435600 ,12058655600 ,1.02%
170,5805,ＳＷＣＣ　　　　　　　　　　　　　　　　,SWCC CORPORATION                                                                ,45800 ,621506000 ,0.05%
171,5838,楽天銀行　　　　　　　　　　　　　　　　,"RAKUTEN BANK,LTD.                                                               ",159600 ,1030696800 ,0.09%
172,5857,ＡＲＥホールディングス　　　　　　　　　,"ARE HOLDINGS,INC.                                                               ",139000 ,531675000 ,0.04%
173,5929,三和ホールディングス　　　　　　　　　　,SANWA HOLDINGS CORPORATION                                                      ,300500 ,1075790000 ,0.09%
174,5947,リンナイ　　　　　　　　　　　　　　　　,RINNAI CORPORATION                                                              ,161400 ,586689000 ,0.05%
175,5991,日本発條　　　　　　　　　　　　　　　　,"NHK SPRING CO.,LTD.                                                             ",237800 ,784740000 ,0.07%
176,6005,三浦工業　　　　　　　　　　　　　　　　,"MIURA CO.,LTD.                                                                  ",143300 ,456697100 ,0.04%
177,6098,リクルートホールディングス　　　　　　　,"RECRUIT HOLDINGS CO.,LTD.                                                       ",1506800 ,24764258000 ,2.09%
178,6101,ツガミ　　　　　　　　　　　　　　　　　,TSUGAMI CORPORATION                                                             ,65900 ,331477000 ,0.03%
179,6113,アマダ　　　　　　　　　　　　　　　　　,"AMADA CO.,LTD.                                                                  ",435600 ,1078327800 ,0.09%
180,6141,ＤＭＧ森精機　　　　　　　　　　　　　　,"DMG MORI CO.,LTD.                                                               ",233800 ,668668000 ,0.06%
181,6146,ディスコ　　　　　　　　　　　　　　　　,DISCO CORPORATION                                                               ,148900 ,8046556000 ,0.68%
182,6254,野村マイクロ・サイエンス　　　　　　　　,"NOMURA MICRO SCIENCE CO.,LTD.                                                   ",55700 ,188266000 ,0.02%
183,6269,三井海洋開発　　　　　　　　　　　　　　,"MODEC,INC.                                                                      ",78100 ,728829200 ,0.06%
184,6273,ＳＭＣ　　　　　　　　　　　　　　　　　,SMC CORPORATION                                                                 ,87600 ,5870952000 ,0.50%
185,6301,小松製作所　　　　　　　　　　　　　　　,KOMATSU LTD.                                                                    ,1489200 ,11188359600 ,0.95%
186,6305,日立建機　　　　　　　　　　　　　　　　,"HITACHI CONSTRUCTION MACHINERY CO.,LTD.                                         ",123000 ,741690000 ,0.06%
187,6323,ローツェ　　　　　　　　　　　　　　　　,RORZE CORPORATION                                                               ,181500 ,678991500 ,0.06%
188,6326,クボタ　　　　　　　　　　　　　　　　　,KUBOTA CORPORATION                                                              ,1562400 ,4730947200 ,0.40%
189,6361,荏原製作所　　　　　　　　　　　　　　　,EBARA CORPORATION                                                               ,732200 ,3214358000 ,0.27%
190,6367,ダイキン工業　　　　　　　　　　　　　　,"DAIKIN INDUSTRIES,LTD.                                                          ",402200 ,8373804000 ,0.71%
191,6368,オルガノ　　　　　　　　　　　　　　　　,ORGANO CORPORATION                                                              ,42400 ,532332000 ,0.05%
192,6383,ダイフク　　　　　　　　　　　　　　　　,"DAIFUKU CO.,LTD.                                                                ",521100 ,2923371000 ,0.25%
193,6417,ＳＡＮＫＹＯ　　　　　　　　　　　　　　,"SANKYO CO.,LTD.                                                                 ",289300 ,586266450 ,0.05%
194,6432,竹内製作所　　　　　　　　　　　　　　　,"TAKEUCHI MFG.CO.,LTD.                                                           ",56000 ,421680000 ,0.04%
195,6436,アマノ　　　　　　　　　　　　　　　　　,AMANO CORPORATION                                                               ,81300 ,323736600 ,0.03%
196,6448,ブラザー工業　　　　　　　　　　　　　　,"BROTHER INDUSTRIES,LTD.                                                         ",372300 ,1810867200 ,0.15%
197,6457,グローリー　　　　　　　　　　　　　　　,GLORY LTD.                                                                      ,75300 ,346605900 ,0.03%
198,6460,セガサミーホールディングス　　　　　　　,SEGA SAMMY HOLDINGS INC.                                                        ,244200 ,773869800 ,0.07%
199,6465,ホシザキ　　　　　　　　　　　　　　　　,HOSHIZAKI CORPORATION                                                           ,182200 ,1025057200 ,0.09%
200,6479,ミネベアミツミ　　　　　　　　　　　　　,MINEBEA MITSUMI INC.                                                            ,537100 ,1736981400 ,0.15%
201,6501,日立製作所　　　　　　　　　　　　　　　,"HITACHI,LTD.                                                                    ",3818400 ,20436076800 ,1.73%
202,6503,三菱電機　　　　　　　　　　　　　　　　,MITSUBISHI ELECTRIC CORPORATION                                                 ,2905400 ,15427674000 ,1.30%
203,6504,富士電機　　　　　　　　　　　　　　　　,"FUJI ELECTRIC CO.,LTD.                                                          ",221900 ,2848086500 ,0.24%
204,6506,安川電機　　　　　　　　　　　　　　　　,YASKAWA ELECTRIC CORPORATION                                                    ,335400 ,1509300000 ,0.13%
205,6507,シンフォニアテクノロジー　　　　　　　　,"SINFONIA TECHNOLOGY CO.,LTD.                                                    ",34100 ,397947000 ,0.03%
206,6508,明電舎　　　　　　　　　　　　　　　　　,MEIDENSHA CORPORATION                                                           ,57300 ,603369000 ,0.05%
207,6526,ソシオネクスト　　　　　　　　　　　　　,SOCIONEXT INC.                                                                  ,267600 ,517003200 ,0.04%
208,6532,ベイカレント　　　　　　　　　　　　　　,"BAYCURRENT,INC.                                                                 ",231000 ,1815891000 ,0.15%
209,6544,ジャパンエレベーターサービスホールディン,"JAPAN ELEVATOR SERVICE HOLDINGS CO.,LTD.                                        ",265700 ,394431650 ,0.03%
210,6586,マキタ　　　　　　　　　　　　　　　　　,MAKITA CORPORATION                                                              ,384200 ,2052012200 ,0.17%
211,6590,芝浦メカトロニクス　　　　　　　　　　　,SHIBAURA MECHATRONICS CORPORATION                                               ,95900 ,365858500 ,0.03%
212,6632,ＪＶＣケンウッド　　　　　　　　　　　　,JVCKENWOOD CORPORATION                                                          ,240100 ,245502250 ,0.02%
213,6674,ジーエス・ユアサ　コーポレーション　　　,GS YUASA CORPORATION                                                            ,126300 ,627963600 ,0.05%
214,6701,日本電気　　　　　　　　　　　　　　　　,NEC CORPORATION                                                                 ,2027800 ,9589466200 ,0.81%
215,6702,富士通　　　　　　　　　　　　　　　　　,FUJITSU LIMITED                                                                 ,2841800 ,10784631000 ,0.91%
216,6703,沖電気工業　　　　　　　　　　　　　　　,"OKI ELECTRIC INDUSTRY COMPANY,LIMITED                                           ",149600 ,401975200 ,0.03%
217,6723,ルネサスエレクトロニクス　　　　　　　　,RENESAS ELECTRONICS CORPORATION                                                 ,2994300 ,9854241300 ,0.83%
218,6724,セイコーエプソン　　　　　　　　　　　　,SEIKO EPSON CORPORATION                                                         ,384400 ,1237768000 ,0.10%
219,6728,アルバック　　　　　　　　　　　　　　　,"ULVAC, INC.                                                                     ",79000 ,570775000 ,0.05%
220,6752,パナソニック　ホールディングス　　　　　,PANASONIC HOLDINGS CORPORATION                                                  ,3648700 ,15313593900 ,1.29%
221,6758,ソニーグループ　　　　　　　　　　　　　,SONY GROUP CORPORATION                                                          ,5204900 ,20273085500 ,1.71%
222,6762,ＴＤＫ　　　　　　　　　　　　　　　　　,TDK CORPORATION                                                                 ,2667100 ,7554560750 ,0.64%
223,6787,メイコー　　　　　　　　　　　　　　　　,"MEIKO ELECTRONICS CO.,LTD.                                                      ",27600 ,480792000 ,0.04%
224,6806,ヒロセ電機　　　　　　　　　　　　　　　,"HIROSE ELECTRIC CO.,LTD.                                                        ",43400 ,1070461000 ,0.09%
225,6841,横河電機　　　　　　　　　　　　　　　　,YOKOGAWA ELECTRIC CORPORATION                                                   ,323500 ,1511392000 ,0.13%
226,6845,アズビル　　　　　　　　　　　　　　　　,AZBIL CORPORATION                                                               ,742800 ,1088944800 ,0.09%
227,6856,堀場製作所　　　　　　　　　　　　　　　,"HORIBA,LTD.                                                                     ",62800 ,1411116000 ,0.12%
228,6857,アドバンテスト　　　　　　　　　　　　　,ADVANTEST CORPORATION                                                           ,527900 ,17040612000 ,1.44%
229,6861,キーエンス　　　　　　　　　　　　　　　,KEYENCE CORPORATION                                                             ,210600 ,16422588000 ,1.39%
230,6869,シスメックス　　　　　　　　　　　　　　,SYSMEX CORPORATION                                                              ,791700 ,1492750350 ,0.13%
231,6871,日本マイクロニクス　　　　　　　　　　　,"MICRONICS JAPAN CO.,LTD.                                                        ",45800 ,541356000 ,0.05%
232,6902,デンソー　　　　　　　　　　　　　　　　,DENSO CORPORATION                                                               ,2995500 ,5802283500 ,0.49%
233,6920,レーザーテック　　　　　　　　　　　　　,LASERTEC CORPORATION                                                            ,129400 ,4359486000 ,0.37%
234,6951,日本電子　　　　　　　　　　　　　　　　,JEOL LTD.                                                                       ,70700 ,476942200 ,0.04%
235,6954,ファナック　　　　　　　　　　　　　　　,FANUC CORPORATION                                                               ,1460000 ,8411060000 ,0.71%
236,6960,フクダ電子　　　　　　　　　　　　　　　,"FUKUDA DENSHI CO.,LTD.                                                          ",30200 ,353944000 ,0.03%
237,6965,浜松ホトニクス　　　　　　　　　　　　　,HAMAMATSU PHOTONICS K.K.                                                        ,474500 ,1096332250 ,0.09%
238,6981,村田製作所　　　　　　　　　　　　　　　,"MURATA MANUFACTURING CO.,LTD.                                                   ",1498200 ,10339078200 ,0.87%
239,6988,日東電工　　　　　　　　　　　　　　　　,NITTO DENKO CORPORATION                                                         ,931200 ,3232195200 ,0.27%
240,7003,三井Ｅ＆Ｓ　　　　　　　　　　　　　　　,"MITSUI E&S CO.,LTD.                                                             ",153200 ,643286800 ,0.05%
241,7011,三菱重工業　　　　　　　　　　　　　　　,"MITSUBISHI HEAVY INDUSTRIES,LTD.                                                ",4657000 ,17673315000 ,1.49%
242,7012,川崎重工業　　　　　　　　　　　　　　　,"KAWASAKI HEAVY INDUSTRIES,LTD.                                                  ",1203200 ,2948441600 ,0.25%
243,7013,ＩＨＩ　　　　　　　　　　　　　　　　　,IHI CORPORATION                                                                 ,1609400 ,4248011300 ,0.36%
244,7014,名村造船所　　　　　　　　　　　　　　　,"NAMURA SHIPBUILDING CO.,LTD.                                                    ",95300 ,438380000 ,0.04%
245,7148,ＦＰＧ　　　　　　　　　　　　　　　　　,"FINANCIAL PARTNERS GROUP CO.,LTD.                                               ",105400 ,177915200 ,0.02%
246,7164,全国保証　　　　　　　　　　　　　　　　,"ZENKOKU HOSHO CO.,LTD.                                                          ",173200 ,556145200 ,0.05%
247,7167,めぶきフィナンシャルグループ　　　　　　,"MEBUKI FINANCIAL GROUP,INC.                                                     ",1407700 ,2395905400 ,0.20%
248,7173,東京きらぼしフィナンシャルグループ　　　,"TOKYO KIRABOSHI FINANCIAL GROUP,INC.                                            ",363700 ,616835200 ,0.05%
249,7186,横浜フィナンシャルグループ　　　　　　　,"YOKOHAMA FINANCIAL GROUP,INC.                                                   ",1570500 ,3064045500 ,0.26%
250,7202,いすゞ自動車　　　　　　　　　　　　　　,ISUZU MOTORS LIMITED                                                            ,787500 ,1758093750 ,0.15%
251,7203,トヨタ自動車　　　　　　　　　　　　　　,TOYOTA MOTOR CORPORATION                                                        ,5788900 ,18044001300 ,1.53%
252,7211,三菱自動車工業　　　　　　　　　　　　　,MITSUBISHI MOTORS CORPORATION                                                   ,1168900 ,443831330 ,0.04%
253,7259,アイシン　　　　　　　　　　　　　　　　,AISIN CORPORATION                                                               ,747100 ,1687325350 ,0.14%
254,7261,マツダ　　　　　　　　　　　　　　　　　,MAZDA MOTOR CORPORATION                                                         ,1011300 ,1219122150 ,0.10%
255,7267,本田技研工業　　　　　　　　　　　　　　,"HONDA MOTOR CO.,LTD.                                                            ",5701200 ,9794661600 ,0.83%
256,7269,スズキ　　　　　　　　　　　　　　　　　,SUZUKI MOTOR CORPORATION                                                        ,2246300 ,4736323550 ,0.40%
257,7270,ＳＵＢＡＲＵ　　　　　　　　　　　　　　,SUBARU CORPORATION                                                              ,902200 ,2395341000 ,0.20%
258,7272,ヤマハ発動機　　　　　　　　　　　　　　,"YAMAHA MOTOR CO.,LTD.                                                           ",1513300 ,2871486750 ,0.24%
259,7282,豊田合成　　　　　　　　　　　　　　　　,"TOYODA GOSEI CO.,LTD.                                                           ",94100 ,511715800 ,0.04%
260,7309,シマノ　　　　　　　　　　　　　　　　　,SHIMANO INC.                                                                    ,128600 ,2480694000 ,0.21%
261,7419,ノジマ　　　　　　　　　　　　　　　　　,"NOJIMA CO.,LTD.                                                                 ",316700 ,397458500 ,0.03%
262,7453,良品計画　　　　　　　　　　　　　　　　,"RYOHIN KEIKAKU CO.,LTD.                                                         ",706300 ,2941739500 ,0.25%
263,7532,パン・パシフィック・インターナショナルホ,PAN PACIFIC INTERNATIONAL HOLDINGS CORPORATION                                  ,3288400 ,2499184000 ,0.21%
264,7550,ゼンショーホールディングス　　　　　　　,"ZENSHO HOLDINGS CO.,LTD.                                                        ",165400 ,1953374000 ,0.17%
265,7564,ワークマン　　　　　　　　　　　　　　　,"WORKMAN CO.,LTD.                                                                ",46800 ,277524000 ,0.02%
266,7599,ＩＤＯＭ　　　　　　　　　　　　　　　　,IDOM INC.                                                                       ,97800 ,121858800 ,0.01%
267,7649,スギホールディングス　　　　　　　　　　,"SUGI HOLDINGS CO.,LTD.                                                          ",347600 ,463003200 ,0.04%
268,7701,島津製作所　　　　　　　　　　　　　　　,SHIMADZU CORPORATION                                                            ,406200 ,1582149000 ,0.13%
269,7729,東京精密　　　　　　　　　　　　　　　　,"TOKYO SEIMITSU CO.,LTD.                                                         ",58000 ,973530000 ,0.08%
270,7733,オリンパス　　　　　　　　　　　　　　　,OLYMPUS CORPORATION                                                             ,1656600 ,3425848800 ,0.29%
271,7735,ＳＣＲＥＥＮホールディングス　　　　　　,"SCREEN HOLDINGS CO.,LTD.                                                        ",218100 ,2825485500 ,0.24%
272,7740,タムロン　　　　　　　　　　　　　　　　,"TAMRON CO.,LTD.                                                                 ",136700 ,186458800 ,0.02%
273,7741,ＨＯＹＡ　　　　　　　　　　　　　　　　,HOYA CORPORATION                                                                ,574300 ,14047378000 ,1.19%
274,7747,朝日インテック　　　　　　　　　　　　　,"ASAHI INTECC CO.,LTD.                                                           ",364000 ,1313312000 ,0.11%
275,7751,キヤノン　　　　　　　　　　　　　　　　,CANON INC.                                                                      ,1372500 ,6395850000 ,0.54%
276,7762,シチズン時計　　　　　　　　　　　　　　,"CITIZEN WATCH CO.,LTD.                                                          ",253100 ,658819300 ,0.06%
277,7832,バンダイナムコホールディングス　　　　　,BANDAI NAMCO HOLDINGS INC.                                                      ,811200 ,4546776000 ,0.38%
278,7867,タカラトミー　　　　　　　　　　　　　　,"TOMY COMPANY,LTD.                                                               ",149900 ,549383500 ,0.05%
279,7906,ヨネックス　　　　　　　　　　　　　　　,"YONEX CO.,LTD.                                                                  ",106200 ,271341000 ,0.02%
280,7912,大日本印刷　　　　　　　　　　　　　　　,"DAI NIPPON PRINTING CO.,LTD.                                                    ",659700 ,2007467100 ,0.17%
281,7936,アシックス　　　　　　　　　　　　　　　,ASICS CORPORATION                                                               ,1259700 ,5284441500 ,0.45%
282,7974,任天堂　　　　　　　　　　　　　　　　　,"NINTENDO CO.,LTD.                                                               ",1913400 ,16943157000 ,1.43%
283,7988,ニフコ　　　　　　　　　　　　　　　　　,NIFCO INC.                                                                      ,114600 ,583543200 ,0.05%
284,7994,オカムラ　　　　　　　　　　　　　　　　,OKAMURA CORPORATION                                                             ,92000 ,220432000 ,0.02%
285,8001,伊藤忠商事　　　　　　　　　　　　　　　,ITOCHU CORPORATION                                                              ,9208500 ,20369202000 ,1.72%
286,8002,丸紅　　　　　　　　　　　　　　　　　　,MARUBENI CORPORATION                                                            ,2468500 ,12838668500 ,1.09%
287,8015,豊田通商　　　　　　　　　　　　　　　　,TOYOTA TSUSHO CORPORATION                                                       ,863500 ,6625635500 ,0.56%
288,8020,兼松　　　　　　　　　　　　　　　　　　,KANEMATSU CORPORATION                                                           ,270500 ,625531250 ,0.05%
289,8031,三井物産　　　　　　　　　　　　　　　　,"MITSUI & CO.,LTD.                                                               ",3796400 ,19942489200 ,1.69%
290,8035,東京エレクトロン　　　　　　　　　　　　,TOKYO ELECTRON LIMITED                                                          ,221300 ,11795290000 ,1.00%
291,8050,セイコーグループ　　　　　　　　　　　　,SEIKO GROUP CORPORATION                                                         ,85200 ,881820000 ,0.07%
292,8053,住友商事　　　　　　　　　　　　　　　　,"SUMITOMO CORPORATION (SUMITOMO SHOJI KAISHA,LTD.)                               ",7650000 ,14091300000 ,1.19%
293,8056,ＢＩＰＲＯＧＹ　　　　　　　　　　　　　,BIPROGY INC.                                                                    ,101800 ,486807600 ,0.04%
294,8058,三菱商事　　　　　　　　　　　　　　　　,MITSUBISHI CORPORATION                                                          ,3927400 ,19868716600 ,1.68%
295,8060,キヤノンマーケティングジャパン　　　　　,CANON MARKETING JAPAN INC.                                                      ,152400 ,562508400 ,0.05%
296,8078,阪和興業　　　　　　　　　　　　　　　　,"HANWA CO.,LTD.                                                                  ",266200 ,521219600 ,0.04%
297,8088,岩谷産業　　　　　　　　　　　　　　　　,IWATANI CORPORATION                                                             ,321400 ,711901000 ,0.06%
298,8098,稲畑産業　　　　　　　　　　　　　　　　,"INABATA & CO.,LTD.                                                              ",73700 ,334229500 ,0.03%
299,8111,ゴールドウイン　　　　　　　　　　　　　,GOLDWIN INC.                                                                    ,179000 ,375631500 ,0.03%
300,8113,ユニ・チャーム　　　　　　　　　　　　　,UNICHARM CORPORATION                                                            ,1916600 ,1873859820 ,0.16%
301,8130,サンゲツ　　　　　　　　　　　　　　　　,SANGETSU CORPORATION                                                            ,81200 ,259434000 ,0.02%
302,8133,伊藤忠エネクス　　　　　　　　　　　　　,"ITOCHU ENEX CO.,LTD.                                                            ",80200 ,187668000 ,0.02%
303,8136,サンリオ　　　　　　　　　　　　　　　　,"SANRIO COMPANY,LTD.                                                             ",1606100 ,2069459850 ,0.17%
304,8154,加賀電子　　　　　　　　　　　　　　　　,"KAGA ELECTRONICS CO.,LTD.                                                       ",60000 ,290100000 ,0.02%
305,8174,日本瓦斯　　　　　　　　　　　　　　　　,"NIPPON GAS CO.,LTD.                                                             ",148100 ,463108700 ,0.04%
306,8194,ライフコーポレーション　　　　　　　　　,LIFE CORPORATION                                                                ,62100 ,172141200 ,0.01%
307,8227,しまむら　　　　　　　　　　　　　　　　,"SHIMAMURA CO.,LTD.                                                              ",227900 ,736800700 ,0.06%
308,8242,エイチ・ツー・オー　リテイリング　　　　,H2O RETAILING CORPORATION                                                       ,157500 ,455805000 ,0.04%
309,8252,丸井グループ　　　　　　　　　　　　　　,"MARUI GROUP CO.,LTD.                                                            ",189000 ,547060500 ,0.05%
310,8253,クレディセゾン　　　　　　　　　　　　　,"CREDIT SAISON CO.,LTD.                                                          ",147400 ,687473600 ,0.06%
311,8306,三菱ＵＦＪフィナンシャル・グループ　　　,"MITSUBISHI UFJ FINANCIAL GROUP,INC.                                             ",5323200 ,19983292800 ,1.69%
312,8308,りそなホールディングス　　　　　　　　　,"RESONA HOLDINGS, INC.                                                           ",3693100 ,9417405000 ,0.80%
313,8309,三井住友トラストグループ　　　　　　　　,"SUMITOMO MITSUI TRUST GROUP,INC.                                                ",4154800 ,7424627600 ,0.63%
314,8316,三井住友フィナンシャルグループ　　　　　,"SUMITOMO MITSUI FINANCIAL GROUP,INC.                                            ",2690300 ,19071536700 ,1.61%
315,8331,千葉銀行　　　　　　　　　　　　　　　　,"THE CHIBA BANK,LTD.                                                             ",886700 ,2521774800 ,0.21%
316,8334,群馬銀行　　　　　　　　　　　　　　　　,"THE GUNMA BANK,LTD.                                                             ",543200 ,1580712000 ,0.13%
317,8354,ふくおかフィナンシャルグループ　　　　　,"FUKUOKA FINANCIAL GROUP,INC.                                                    ",240400 ,1907093200 ,0.16%
318,8411,みずほフィナンシャルグループ　　　　　　,"MIZUHO FINANCIAL GROUP,INC.                                                     ",2204800 ,19250108800 ,1.63%
319,8424,芙蓉総合リース　　　　　　　　　　　　　,"FUYO GENERAL LEASE CO.,LTD.                                                     ",83100 ,373950000 ,0.03%
320,8425,みずほリース　　　　　　　　　　　　　　,"MIZUHO LEASING COMPANY,LIMITED                                                  ",226200 ,315096600 ,0.03%
321,8439,東京センチュリー　　　　　　　　　　　　,TOKYO CENTURY CORPORATION                                                       ,225100 ,620150500 ,0.05%
322,8473,ＳＢＩホールディングス　　　　　　　　　,"SBI HOLDINGS,INC.                                                               ",1058300 ,3454291200 ,0.29%
323,8572,アコム　　　　　　　　　　　　　　　　　,"ACOM CO.,LTD.                                                                   ",537400 ,257038420 ,0.02%
324,8591,オリックス　　　　　　　　　　　　　　　,ORIX CORPORATION                                                                ,1799400 ,11427989400 ,0.97%
325,8593,三菱ＨＣキャピタル　　　　　　　　　　　,MITSUBISHI HC CAPITAL INC.                                                      ,1509500 ,2137452000 ,0.18%
326,8601,大和証券グループ本社　　　　　　　　　　,DAIWA SECURITIES GROUP INC.                                                     ,2153300 ,3996524800 ,0.34%
327,8604,野村ホールディングス　　　　　　　　　　,"NOMURA HOLDINGS,INC.                                                            ",4943900 ,8068444800 ,0.68%
328,8628,松井証券　　　　　　　　　　　　　　　　,"MATSUI SECURITIES CO.,LTD.                                                      ",207500 ,248170000 ,0.02%
329,8630,ＳＯＭＰＯホールディングス　　　　　　　,"SOMPO HOLDINGS,INC.                                                             ",1495400 ,10295829000 ,0.87%
330,8697,日本取引所グループ　　　　　　　　　　　,"JAPAN EXCHANGE GROUP,INC.                                                       ",1651600 ,3541030400 ,0.30%
331,8725,ＭＳ＆ＡＤインシュアランスグループホール,"MS&AD INSURANCE GROUP HOLDINGS,INC.                                             ",1877200 ,9782089200 ,0.83%
332,8750,第一ライフグループ　　　　　　　　　　　,"DAIICHI LIFE GROUP,INC.                                                         ",5797200 ,10919026200 ,0.92%
333,8766,東京海上ホールディングス　　　　　　　　,"TOKIO MARINE HOLDINGS,INC.                                                      ",2370500 ,18864439000 ,1.59%
334,8795,Ｔ＆Ｄホールディングス　　　　　　　　　,"T&D HOLDINGS, INC.                                                              ",669600 ,3286396800 ,0.28%
335,8801,三井不動産　　　　　　　　　　　　　　　,"MITSUI FUDOSAN CO.,LTD.                                                         ",4351800 ,6592977000 ,0.56%
336,8802,三菱地所　　　　　　　　　　　　　　　　,"MITSUBISHI ESTATE COMPANY,LIMITED                                               ",1800200 ,6666140600 ,0.56%
337,8804,東京建物　　　　　　　　　　　　　　　　,"TOKYO TATEMONO CO.,LTD.                                                         ",261600 ,887347200 ,0.08%
338,8830,住友不動産　　　　　　　　　　　　　　　,"SUMITOMO REALTY & DEVELOPMENT CO.,LTD.                                          ",856200 ,2787787200 ,0.24%
339,8848,レオパレス２１　　　　　　　　　　　　　,LEOPALACE21 CORPORATION                                                         ,267700 ,174005000 ,0.01%
340,8850,スターツコーポレーション　　　　　　　　,STARTS CORPORATION INC.                                                         ,55600 ,264934000 ,0.02%
341,8876,リログループ　　　　　　　　　　　　　　,"RELO GROUP,INC.                                                                 ",140000 ,320880000 ,0.03%
342,8919,カチタス　　　　　　　　　　　　　　　　,"KATITAS CO.,LTD                                                                 ",80900 ,294476000 ,0.02%
343,8923,トーセイ　　　　　　　　　　　　　　　　,TOSEI CORPORATION                                                               ,100400 ,175900800 ,0.01%
344,8934,サンフロンティア不動産　　　　　　　　　,"SUN FRONTIER FUDOUSAN CO.,LTD.                                                  ",47200 ,115781600 ,0.01%
345,9001,東武鉄道　　　　　　　　　　　　　　　　,"TOBU RAILWAY CO.,LTD.                                                           ",315800 ,937768100 ,0.08%
346,9003,相鉄ホールディングス　　　　　　　　　　,"SOTETSU HOLDINGS,INC.                                                           ",157100 ,409402600 ,0.03%
347,9005,東急　　　　　　　　　　　　　　　　　　,TOKYU CORPORATION                                                               ,785900 ,1285339450 ,0.11%
348,9006,京浜急行電鉄　　　　　　　　　　　　　　,KEIKYU CORPORATION                                                              ,346800 ,546210000 ,0.05%
349,9007,小田急電鉄　　　　　　　　　　　　　　　,"ODAKYU ELECTRIC RAILWAY CO.,LTD.                                                ",463500 ,830360250 ,0.07%
350,9008,京王電鉄　　　　　　　　　　　　　　　　,KEIO CORPORATION                                                                ,670000 ,524677000 ,0.04%
351,9009,京成電鉄　　　　　　　　　　　　　　　　,"KEISEI ELECTRIC RAILWAY CO.,LTD.                                                ",532300 ,722331100 ,0.06%
352,9021,西日本旅客鉄道　　　　　　　　　　　　　,WEST JAPAN RAILWAY COMPANY                                                      ,729200 ,2194162800 ,0.19%
353,9022,東海旅客鉄道　　　　　　　　　　　　　　,CENTRAL JAPAN RAILWAY COMPANY                                                   ,1259200 ,4917176000 ,0.42%
354,9024,西武ホールディングス　　　　　　　　　　,SEIBU HOLDINGS INC.                                                             ,314700 ,1099876500 ,0.09%
355,9031,西日本鉄道　　　　　　　　　　　　　　　,"NISHI-NIPPON RAILROAD CO.,LTD.                                                  ",118000 ,368868000 ,0.03%
356,9041,近鉄グループホールディングス　　　　　　,"KINTETSU GROUP HOLDINGS CO.,LTD.                                                ",327000 ,1138941000 ,0.10%
357,9045,京阪ホールディングス　　　　　　　　　　,"KEIHAN HOLDINGS CO.,LTD.                                                        ",158800 ,509589200 ,0.04%
358,9065,山九　　　　　　　　　　　　　　　　　　,SANKYU INC.                                                                     ,66500 ,536256000 ,0.05%
359,9069,センコーグループホールディングス　　　　,"SENKO GROUP HOLDINGS CO.,LTD.                                                   ",221000 ,492830000 ,0.04%
360,9101,日本郵船　　　　　　　　　　　　　　　　,NIPPON YUSEN KABUSHIKI KAISHA                                                   ,602500 ,4391020000 ,0.37%
361,9104,商船三井　　　　　　　　　　　　　　　　,"MITSUI O.S.K.LINES,LTD.                                                         ",581100 ,4178109000 ,0.35%
362,9107,川崎汽船　　　　　　　　　　　　　　　　,"KAWASAKI KISEN KAISHA,LTD.                                                      ",657700 ,2248676300 ,0.19%
363,9110,ＮＳユナイテッド海運　　　　　　　　　　,"NS UNITED KAIUN KAISHA,LTD.                                                     ",19200 ,201216000 ,0.02%
364,9142,九州旅客鉄道　　　　　　　　　　　　　　,KYUSHU RAILWAY COMPANY                                                          ,229900 ,831318400 ,0.07%
365,9143,ＳＧホールディングス　　　　　　　　　　,"SG HOLDINGS CO.,LTD.                                                            ",512500 ,751837500 ,0.06%
366,9201,日本航空　　　　　　　　　　　　　　　　,"JAPAN AIRLINES CO.,LTD.                                                         ",699700 ,2069012900 ,0.17%
