ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date
133A,Global X Ultra Short-Term T-Bill ETF,289661.0,25210000,20260904

Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
,GLOBAL X 1 3 MONTH T BILL ETF,US37960A4388,ARCX,USD,1697858,100.08
,nan,CASHUSDJPY01,,USD,1035753.03,0.0063008
