Ticker,Name,ISIN,Exchange,Currency,Region
BOUBYAN,BOUBYAN,KW0EQ0102065,,KWD,KW
GBK,GBK,KW0EQ0100028,,KWD,KW
KFH,KFH,KW0EQ0100085,,KWD,KW
MABANEE,MABANEE,KW0EQ0400725,,KWD,KW
NBK,NBK,KW0EQ0100010,,KWD,KW
WARBABAN,WARBABAN,KW0EQB010944,,KWD,KW
ZAIN,ZAIN,KW0EQ0601058,,KWD,KW
